experiment_id,time_interval,lot1_stop_loss,lot2_stop_loss,lot3_stop_loss,mdd,total_pnl,long_pnl,short_pnl,risk_adjusted_return,take_profit_mode,take_profit,lot1_take_profit,lot2_take_profit,lot3_take_profit
10:3010:32_L1SL15TP40_L2SL20TP40_L3SL40TP40,10:30-10:32,15,20,40,-735.0,2551.0,0.0,0.0,3.470748299319728,,,40.0,40.0,40.0
10:3010:32_L1SL15TP40_L2SL20TP40_L3SL40TP50,10:30-10:32,15,20,40,-725.0,2376.0,0.0,0.0,3.277241379310345,,,40.0,40.0,50.0
10:3010:32_L1SL15TP40_L2SL20TP40_L3SL40TP60,10:30-10:32,15,20,40,-715.0,2517.0,0.0,0.0,3.5202797202797202,,,40.0,40.0,60.0
10:3010:32_L1SL15TP40_L2SL20TP50_L3SL40TP40,10:30-10:32,15,20,40,-735.0,2410.0,0.0,0.0,3.2789115646258504,,,40.0,50.0,40.0
10:3010:32_L1SL15TP40_L2SL20TP50_L3SL40TP50,10:30-10:32,15,20,40,-725.0,2235.0,0.0,0.0,3.0827586206896553,,,40.0,50.0,50.0
10:3010:32_L1SL15TP40_L2SL20TP50_L3SL40TP60,10:30-10:32,15,20,40,-715.0,2376.0,0.0,0.0,3.3230769230769233,,,40.0,50.0,60.0
10:3010:32_L1SL15TP40_L2SL20TP60_L3SL40TP40,10:30-10:32,15,20,40,-735.0,2481.0,0.0,0.0,3.3755102040816327,,,40.0,60.0,40.0
10:3010:32_L1SL15TP40_L2SL20TP60_L3SL40TP50,10:30-10:32,15,20,40,-725.0,2306.0,0.0,0.0,3.1806896551724138,,,40.0,60.0,50.0
10:3010:32_L1SL15TP40_L2SL20TP60_L3SL40TP60,10:30-10:32,15,20,40,-715.0,2447.0,0.0,0.0,3.4223776223776223,,,40.0,60.0,60.0
10:3010:32_L1SL15TP50_L2SL20TP40_L3SL40TP40,10:30-10:32,15,20,40,-735.0,2406.0,0.0,0.0,3.273469387755102,,,50.0,40.0,40.0
10:3010:32_L1SL15TP50_L2SL20TP40_L3SL40TP50,10:30-10:32,15,20,40,-725.0,2231.0,0.0,0.0,3.077241379310345,,,50.0,40.0,50.0
10:3010:32_L1SL15TP50_L2SL20TP40_L3SL40TP60,10:30-10:32,15,20,40,-715.0,2372.0,0.0,0.0,3.3174825174825173,,,50.0,40.0,60.0
10:3010:32_L1SL15TP50_L2SL20TP50_L3SL40TP40,10:30-10:32,15,20,40,-735.0,2265.0,0.0,0.0,3.0816326530612246,,,50.0,50.0,40.0
10:3010:32_L1SL15TP50_L2SL20TP50_L3SL40TP50,10:30-10:32,15,20,40,-747.0,2090.0,0.0,0.0,2.7978580990629185,,,50.0,50.0,50.0
10:3010:32_L1SL15TP50_L2SL20TP50_L3SL40TP60,10:30-10:32,15,20,40,-715.0,2231.0,0.0,0.0,3.1202797202797203,,,50.0,50.0,60.0
10:3010:32_L1SL15TP50_L2SL20TP60_L3SL40TP40,10:30-10:32,15,20,40,-735.0,2336.0,0.0,0.0,3.178231292517007,,,50.0,60.0,40.0
10:3010:32_L1SL15TP50_L2SL20TP60_L3SL40TP50,10:30-10:32,15,20,40,-725.0,2161.0,0.0,0.0,2.9806896551724136,,,50.0,60.0,50.0
10:3010:32_L1SL15TP50_L2SL20TP60_L3SL40TP60,10:30-10:32,15,20,40,-715.0,2302.0,0.0,0.0,3.2195804195804194,,,50.0,60.0,60.0
10:3010:32_L1SL15TP60_L2SL20TP40_L3SL40TP40,10:30-10:32,15,20,40,-735.0,2487.0,0.0,0.0,3.3836734693877553,,,60.0,40.0,40.0
10:3010:32_L1SL15TP60_L2SL20TP40_L3SL40TP50,10:30-10:32,15,20,40,-725.0,2312.0,0.0,0.0,3.188965517241379,,,60.0,40.0,50.0
10:3010:32_L1SL15TP60_L2SL20TP40_L3SL40TP60,10:30-10:32,15,20,40,-715.0,2453.0,0.0,0.0,3.4307692307692306,,,60.0,40.0,60.0
10:3010:32_L1SL15TP60_L2SL20TP50_L3SL40TP40,10:30-10:32,15,20,40,-735.0,2346.0,0.0,0.0,3.1918367346938776,,,60.0,50.0,40.0
10:3010:32_L1SL15TP60_L2SL20TP50_L3SL40TP50,10:30-10:32,15,20,40,-725.0,2171.0,0.0,0.0,2.9944827586206895,,,60.0,50.0,50.0
10:3010:32_L1SL15TP60_L2SL20TP50_L3SL40TP60,10:30-10:32,15,20,40,-715.0,2312.0,0.0,0.0,3.2335664335664336,,,60.0,50.0,60.0
10:3010:32_L1SL15TP60_L2SL20TP60_L3SL40TP40,10:30-10:32,15,20,40,-735.0,2417.0,0.0,0.0,3.28843537414966,,,60.0,60.0,40.0
10:3010:32_L1SL15TP60_L2SL20TP60_L3SL40TP50,10:30-10:32,15,20,40,-725.0,2242.0,0.0,0.0,3.0924137931034483,,,60.0,60.0,50.0
10:3010:32_L1SL15TP60_L2SL20TP60_L3SL40TP60,10:30-10:32,15,20,40,-715.0,2383.0,0.0,0.0,3.3328671328671327,,,60.0,60.0,60.0
10:3010:32_L1SL15_L2SL20_L3SL50_RangeBoundary,10:30-10:32,15,20,50,-688.0,2571.0,0.0,0.0,3.7369186046511627,range_boundary,,,,
10:3010:32_L1SL15_L2SL20_L3SL50_TP50,10:30-10:32,15,20,50,-917.0,1957.0,0.0,0.0,2.134133042529989,,50.0,,,
10:3010:32_L1SL15TP40_L2SL20TP40_L3SL50TP40,10:30-10:32,15,20,50,-825.0,2394.0,0.0,0.0,2.901818181818182,,,40.0,40.0,40.0
10:3010:32_L1SL15TP40_L2SL20TP40_L3SL50TP50,10:30-10:32,15,20,50,-815.0,2243.0,0.0,0.0,2.752147239263804,,,40.0,40.0,50.0
10:3010:32_L1SL15TP40_L2SL20TP40_L3SL50TP60,10:30-10:32,15,20,50,-805.0,2336.0,0.0,0.0,2.901863354037267,,,40.0,40.0,60.0
10:3010:32_L1SL15TP40_L2SL20TP50_L3SL50TP40,10:30-10:32,15,20,50,-825.0,2253.0,0.0,0.0,2.730909090909091,,,40.0,50.0,40.0
10:3010:32_L1SL15TP40_L2SL20TP50_L3SL50TP50,10:30-10:32,15,20,50,-815.0,2102.0,0.0,0.0,2.5791411042944787,,,40.0,50.0,50.0
10:3010:32_L1SL15TP40_L2SL20TP50_L3SL50TP60,10:30-10:32,15,20,50,-805.0,2195.0,0.0,0.0,2.7267080745341614,,,40.0,50.0,60.0
10:3010:32_L1SL15TP40_L2SL20TP60_L3SL50TP40,10:30-10:32,15,20,50,-825.0,2324.0,0.0,0.0,2.816969696969697,,,40.0,60.0,40.0
10:3010:32_L1SL15TP40_L2SL20TP60_L3SL50TP50,10:30-10:32,15,20,50,-815.0,2173.0,0.0,0.0,2.6662576687116566,,,40.0,60.0,50.0
10:3010:32_L1SL15TP40_L2SL20TP60_L3SL50TP60,10:30-10:32,15,20,50,-805.0,2266.0,0.0,0.0,2.8149068322981368,,,40.0,60.0,60.0
10:3010:32_L1SL15TP50_L2SL20TP40_L3SL50TP40,10:30-10:32,15,20,50,-825.0,2249.0,0.0,0.0,2.726060606060606,,,50.0,40.0,40.0
10:3010:32_L1SL15TP50_L2SL20TP40_L3SL50TP50,10:30-10:32,15,20,50,-815.0,2098.0,0.0,0.0,2.5742331288343556,,,50.0,40.0,50.0
10:3010:32_L1SL15TP50_L2SL20TP40_L3SL50TP60,10:30-10:32,15,20,50,-805.0,2191.0,0.0,0.0,2.7217391304347824,,,50.0,40.0,60.0
10:3010:32_L1SL15TP50_L2SL20TP50_L3SL50TP40,10:30-10:32,15,20,50,-825.0,2108.0,0.0,0.0,2.555151515151515,,,50.0,50.0,40.0
10:3010:32_L1SL15TP50_L2SL20TP50_L3SL50TP50,10:30-10:32,15,20,50,-917.0,1957.0,0.0,0.0,2.134133042529989,,,50.0,50.0,50.0
10:3010:32_L1SL15TP50_L2SL20TP50_L3SL50TP60,10:30-10:32,15,20,50,-837.0,2050.0,0.0,0.0,2.4492234169653524,,,50.0,50.0,60.0
10:3010:32_L1SL15TP50_L2SL20TP60_L3SL50TP40,10:30-10:32,15,20,50,-825.0,2179.0,0.0,0.0,2.641212121212121,,,50.0,60.0,40.0
10:3010:32_L1SL15TP50_L2SL20TP60_L3SL50TP50,10:30-10:32,15,20,50,-877.0,2028.0,0.0,0.0,2.312428734321551,,,50.0,60.0,50.0
10:3010:32_L1SL15TP50_L2SL20TP60_L3SL50TP60,10:30-10:32,15,20,50,-805.0,2121.0,0.0,0.0,2.634782608695652,,,50.0,60.0,60.0
10:3010:32_L1SL15TP60_L2SL20TP40_L3SL50TP40,10:30-10:32,15,20,50,-825.0,2330.0,0.0,0.0,2.824242424242424,,,60.0,40.0,40.0
10:3010:32_L1SL15TP60_L2SL20TP40_L3SL50TP50,10:30-10:32,15,20,50,-815.0,2179.0,0.0,0.0,2.6736196319018406,,,60.0,40.0,50.0
10:3010:32_L1SL15TP60_L2SL20TP40_L3SL50TP60,10:30-10:32,15,20,50,-805.0,2272.0,0.0,0.0,2.822360248447205,,,60.0,40.0,60.0
10:3010:32_L1SL15TP60_L2SL20TP50_L3SL50TP40,10:30-10:32,15,20,50,-825.0,2189.0,0.0,0.0,2.6533333333333333,,,60.0,50.0,40.0
10:3010:32_L1SL15TP60_L2SL20TP50_L3SL50TP50,10:30-10:32,15,20,50,-887.0,2038.0,0.0,0.0,2.2976324689966177,,,60.0,50.0,50.0
10:3010:32_L1SL15TP60_L2SL20TP50_L3SL50TP60,10:30-10:32,15,20,50,-807.0,2131.0,0.0,0.0,2.640644361833953,,,60.0,50.0,60.0
10:3010:32_L1SL15TP60_L2SL20TP60_L3SL50TP40,10:30-10:32,15,20,50,-825.0,2260.0,0.0,0.0,2.7393939393939393,,,60.0,60.0,40.0
10:3010:32_L1SL15TP60_L2SL20TP60_L3SL50TP50,10:30-10:32,15,20,50,-847.0,2109.0,0.0,0.0,2.489964580873672,,,60.0,60.0,50.0
10:3010:32_L1SL15TP60_L2SL20TP60_L3SL50TP60,10:30-10:32,15,20,50,-805.0,2202.0,0.0,0.0,2.7354037267080744,,,60.0,60.0,60.0
10:3010:32_L1SL15_L2SL30_L3SL30_RangeBoundary,10:30-10:32,15,30,30,-819.0,2646.0,0.0,0.0,3.230769230769231,range_boundary,,,,
10:3010:32_L1SL15_L2SL30_L3SL30_TP50,10:30-10:32,15,30,30,-900.0,1720.0,0.0,0.0,1.9111111111111112,,50.0,,,
10:3010:32_L1SL15TP40_L2SL30TP40_L3SL30TP40,10:30-10:32,15,30,30,-783.0,2429.0,0.0,0.0,3.102171136653895,,,40.0,40.0,40.0
10:3010:32_L1SL15TP40_L2SL30TP40_L3SL30TP50,10:30-10:32,15,30,30,-808.0,2147.0,0.0,0.0,2.657178217821782,,,40.0,40.0,50.0
10:3010:32_L1SL15TP40_L2SL30TP40_L3SL30TP60,10:30-10:32,15,30,30,-768.0,2248.0,0.0,0.0,2.9270833333333335,,,40.0,40.0,60.0
10:3010:32_L1SL15TP40_L2SL30TP50_L3SL30TP40,10:30-10:32,15,30,30,-808.0,2147.0,0.0,0.0,2.657178217821782,,,40.0,50.0,40.0
10:3010:32_L1SL15TP40_L2SL30TP50_L3SL30TP50,10:30-10:32,15,30,30,-838.0,1865.0,0.0,0.0,2.2255369928400954,,,40.0,50.0,50.0
10:3010:32_L1SL15TP40_L2SL30TP50_L3SL30TP60,10:30-10:32,15,30,30,-798.0,1966.0,0.0,0.0,2.463659147869674,,,40.0,50.0,60.0
10:3010:32_L1SL15TP40_L2SL30TP60_L3SL30TP40,10:30-10:32,15,30,30,-768.0,2248.0,0.0,0.0,2.9270833333333335,,,40.0,60.0,40.0
10:3010:32_L1SL15TP40_L2SL30TP60_L3SL30TP50,10:30-10:32,15,30,30,-798.0,1966.0,0.0,0.0,2.463659147869674,,,40.0,60.0,50.0
10:3010:32_L1SL15TP40_L2SL30TP60_L3SL30TP60,10:30-10:32,15,30,30,-758.0,2067.0,0.0,0.0,2.7269129287598943,,,40.0,60.0,60.0
10:3010:32_L1SL15TP50_L2SL30TP40_L3SL30TP40,10:30-10:32,15,30,30,-763.0,2284.0,0.0,0.0,2.9934469200524245,,,50.0,40.0,40.0
10:3010:32_L1SL15TP50_L2SL30TP40_L3SL30TP50,10:30-10:32,15,30,30,-788.0,2002.0,0.0,0.0,2.5406091370558377,,,50.0,40.0,50.0
10:3010:32_L1SL15TP50_L2SL30TP40_L3SL30TP60,10:30-10:32,15,30,30,-748.0,2103.0,0.0,0.0,2.8114973262032086,,,50.0,40.0,60.0
10:3010:32_L1SL15TP50_L2SL30TP50_L3SL30TP40,10:30-10:32,15,30,30,-788.0,2002.0,0.0,0.0,2.5406091370558377,,,50.0,50.0,40.0
10:3010:32_L1SL15TP50_L2SL30TP50_L3SL30TP50,10:30-10:32,15,30,30,-900.0,1720.0,0.0,0.0,1.9111111111111112,,,50.0,50.0,50.0
10:3010:32_L1SL15TP50_L2SL30TP50_L3SL30TP60,10:30-10:32,15,30,30,-840.0,1821.0,0.0,0.0,2.1678571428571427,,,50.0,50.0,60.0
10:3010:32_L1SL15TP50_L2SL30TP60_L3SL30TP40,10:30-10:32,15,30,30,-748.0,2103.0,0.0,0.0,2.8114973262032086,,,50.0,60.0,40.0
10:3010:32_L1SL15TP50_L2SL30TP60_L3SL30TP50,10:30-10:32,15,30,30,-840.0,1821.0,0.0,0.0,2.1678571428571427,,,50.0,60.0,50.0
10:3010:32_L1SL15TP50_L2SL30TP60_L3SL30TP60,10:30-10:32,15,30,30,-780.0,1922.0,0.0,0.0,2.4641025641025642,,,50.0,60.0,60.0
10:3010:32_L1SL15TP60_L2SL30TP40_L3SL30TP40,10:30-10:32,15,30,30,-743.0,2365.0,0.0,0.0,3.183041722745626,,,60.0,40.0,40.0
10:3010:32_L1SL15TP60_L2SL30TP40_L3SL30TP50,10:30-10:32,15,30,30,-768.0,2083.0,0.0,0.0,2.7122395833333335,,,60.0,40.0,50.0
10:3010:32_L1SL15TP60_L2SL30TP40_L3SL30TP60,10:30-10:32,15,30,30,-728.0,2184.0,0.0,0.0,3.0,,,60.0,40.0,60.0
10:3010:32_L1SL15TP60_L2SL30TP50_L3SL30TP40,10:30-10:32,15,30,30,-768.0,2083.0,0.0,0.0,2.7122395833333335,,,60.0,50.0,40.0
10:3010:32_L1SL15TP60_L2SL30TP50_L3SL30TP50,10:30-10:32,15,30,30,-840.0,1801.0,0.0,0.0,2.144047619047619,,,60.0,50.0,50.0
10:3010:32_L1SL15TP60_L2SL30TP50_L3SL30TP60,10:30-10:32,15,30,30,-780.0,1902.0,0.0,0.0,2.4384615384615387,,,60.0,50.0,60.0
10:3010:32_L1SL15TP60_L2SL30TP60_L3SL30TP40,10:30-10:32,15,30,30,-728.0,2184.0,0.0,0.0,3.0,,,60.0,60.0,40.0
10:3010:32_L1SL15TP60_L2SL30TP60_L3SL30TP50,10:30-10:32,15,30,30,-780.0,1902.0,0.0,0.0,2.4384615384615387,,,60.0,60.0,50.0
10:3010:32_L1SL15TP60_L2SL30TP60_L3SL30TP60,10:30-10:32,15,30,30,-720.0,2003.0,0.0,0.0,2.7819444444444446,,,60.0,60.0,60.0
10:3010:32_L1SL15_L2SL30_L3SL40_RangeBoundary,10:30-10:32,15,30,40,-889.0,2567.0,0.0,0.0,2.887514060742407,range_boundary,,,,
10:3010:32_L1SL15_L2SL30_L3SL40_TP50,10:30-10:32,15,30,40,-960.0,1811.0,0.0,0.0,1.8864583333333333,,50.0,,,
10:3010:32_L1SL15TP40_L2SL30TP40_L3SL40TP40,10:30-10:32,15,30,40,-775.0,2413.0,0.0,0.0,3.1135483870967744,,,40.0,40.0,40.0
10:3010:32_L1SL15TP40_L2SL30TP40_L3SL40TP50,10:30-10:32,15,30,40,-770.0,2238.0,0.0,0.0,2.9064935064935065,,,40.0,40.0,50.0
10:3010:32_L1SL15TP40_L2SL30TP40_L3SL40TP60,10:30-10:32,15,30,40,-770.0,2379.0,0.0,0.0,3.0896103896103897,,,40.0,40.0,60.0
10:3010:32_L1SL15TP40_L2SL30TP50_L3SL40TP40,10:30-10:32,15,30,40,-770.0,2131.0,0.0,0.0,2.7675324675324675,,,40.0,50.0,40.0
10:3010:32_L1SL15TP40_L2SL30TP50_L3SL40TP50,10:30-10:32,15,30,40,-855.0,1956.0,0.0,0.0,2.287719298245614,,,40.0,50.0,50.0
10:3010:32_L1SL15TP40_L2SL30TP50_L3SL40TP60,10:30-10:32,15,30,40,-775.0,2097.0,0.0,0.0,2.705806451612903,,,40.0,50.0,60.0
10:3010:32_L1SL15TP40_L2SL30TP60_L3SL40TP40,10:30-10:32,15,30,40,-770.0,2232.0,0.0,0.0,2.898701298701299,,,40.0,60.0,40.0
10:3010:32_L1SL15TP40_L2SL30TP60_L3SL40TP50,10:30-10:32,15,30,40,-795.0,2057.0,0.0,0.0,2.587421383647799,,,40.0,60.0,50.0
10:3010:32_L1SL15TP40_L2SL30TP60_L3SL40TP60,10:30-10:32,15,30,40,-770.0,2198.0,0.0,0.0,2.8545454545454545,,,40.0,60.0,60.0
10:3010:32_L1SL15TP50_L2SL30TP40_L3SL40TP40,10:30-10:32,15,30,40,-775.0,2268.0,0.0,0.0,2.9264516129032256,,,50.0,40.0,40.0
10:3010:32_L1SL15TP50_L2SL30TP40_L3SL40TP50,10:30-10:32,15,30,40,-770.0,2093.0,0.0,0.0,2.7181818181818183,,,50.0,40.0,50.0
10:3010:32_L1SL15TP50_L2SL30TP40_L3SL40TP60,10:30-10:32,15,30,40,-770.0,2234.0,0.0,0.0,2.9012987012987015,,,50.0,40.0,60.0
10:3010:32_L1SL15TP50_L2SL30TP50_L3SL40TP40,10:30-10:32,15,30,40,-800.0,1986.0,0.0,0.0,2.4825,,,50.0,50.0,40.0
10:3010:32_L1SL15TP50_L2SL30TP50_L3SL40TP50,10:30-10:32,15,30,40,-960.0,1811.0,0.0,0.0,1.8864583333333333,,,50.0,50.0,50.0
10:3010:32_L1SL15TP50_L2SL30TP50_L3SL40TP60,10:30-10:32,15,30,40,-880.0,1952.0,0.0,0.0,2.2181818181818183,,,50.0,50.0,60.0
10:3010:32_L1SL15TP50_L2SL30TP60_L3SL40TP40,10:30-10:32,15,30,40,-770.0,2087.0,0.0,0.0,2.7103896103896106,,,50.0,60.0,40.0
10:3010:32_L1SL15TP50_L2SL30TP60_L3SL40TP50,10:30-10:32,15,30,40,-900.0,1912.0,0.0,0.0,2.1244444444444444,,,50.0,60.0,50.0
10:3010:32_L1SL15TP50_L2SL30TP60_L3SL40TP60,10:30-10:32,15,30,40,-820.0,2053.0,0.0,0.0,2.5036585365853656,,,50.0,60.0,60.0
10:3010:32_L1SL15TP60_L2SL30TP40_L3SL40TP40,10:30-10:32,15,30,40,-775.0,2349.0,0.0,0.0,3.0309677419354837,,,60.0,40.0,40.0
10:3010:32_L1SL15TP60_L2SL30TP40_L3SL40TP50,10:30-10:32,15,30,40,-770.0,2174.0,0.0,0.0,2.8233766233766233,,,60.0,40.0,50.0
10:3010:32_L1SL15TP60_L2SL30TP40_L3SL40TP60,10:30-10:32,15,30,40,-770.0,2315.0,0.0,0.0,3.0064935064935066,,,60.0,40.0,60.0
10:3010:32_L1SL15TP60_L2SL30TP50_L3SL40TP40,10:30-10:32,15,30,40,-770.0,2067.0,0.0,0.0,2.6844155844155844,,,60.0,50.0,40.0
10:3010:32_L1SL15TP60_L2SL30TP50_L3SL40TP50,10:30-10:32,15,30,40,-900.0,1892.0,0.0,0.0,2.102222222222222,,,60.0,50.0,50.0
10:3010:32_L1SL15TP60_L2SL30TP50_L3SL40TP60,10:30-10:32,15,30,40,-820.0,2033.0,0.0,0.0,2.479268292682927,,,60.0,50.0,60.0
10:3010:32_L1SL15TP60_L2SL30TP60_L3SL40TP40,10:30-10:32,15,30,40,-770.0,2168.0,0.0,0.0,2.8155844155844156,,,60.0,60.0,40.0
10:3010:32_L1SL15TP60_L2SL30TP60_L3SL40TP50,10:30-10:32,15,30,40,-840.0,1993.0,0.0,0.0,2.3726190476190476,,,60.0,60.0,50.0
10:3010:32_L1SL15TP60_L2SL30TP60_L3SL40TP60,10:30-10:32,15,30,40,-770.0,2134.0,0.0,0.0,2.7714285714285714,,,60.0,60.0,60.0
10:3010:32_L1SL15_L2SL30_L3SL50_RangeBoundary,10:30-10:32,15,30,50,-786.0,2572.0,0.0,0.0,3.272264631043257,range_boundary,,,,
10:3010:32_L1SL15_L2SL30_L3SL50_TP50,10:30-10:32,15,30,50,-907.0,1678.0,0.0,0.0,1.8500551267916208,,50.0,,,
10:3010:32_L1SL15TP40_L2SL30TP40_L3SL50TP40,10:30-10:32,15,30,50,-865.0,2256.0,0.0,0.0,2.608092485549133,,,40.0,40.0,40.0
10:3010:32_L1SL15TP40_L2SL30TP40_L3SL50TP50,10:30-10:32,15,30,50,-855.0,2105.0,0.0,0.0,2.461988304093567,,,40.0,40.0,50.0
10:3010:32_L1SL15TP40_L2SL30TP40_L3SL50TP60,10:30-10:32,15,30,50,-850.0,2198.0,0.0,0.0,2.5858823529411765,,,40.0,40.0,60.0
10:3010:32_L1SL15TP40_L2SL30TP50_L3SL50TP40,10:30-10:32,15,30,50,-855.0,1974.0,0.0,0.0,2.3087719298245615,,,40.0,50.0,40.0
10:3010:32_L1SL15TP40_L2SL30TP50_L3SL50TP50,10:30-10:32,15,30,50,-850.0,1823.0,0.0,0.0,2.144705882352941,,,40.0,50.0,50.0
10:3010:32_L1SL15TP40_L2SL30TP50_L3SL50TP60,10:30-10:32,15,30,50,-850.0,1916.0,0.0,0.0,2.2541176470588233,,,40.0,50.0,60.0
10:3010:32_L1SL15TP40_L2SL30TP60_L3SL50TP40,10:30-10:32,15,30,50,-850.0,2075.0,0.0,0.0,2.4411764705882355,,,40.0,60.0,40.0
10:3010:32_L1SL15TP40_L2SL30TP60_L3SL50TP50,10:30-10:32,15,30,50,-850.0,1924.0,0.0,0.0,2.263529411764706,,,40.0,60.0,50.0
10:3010:32_L1SL15TP40_L2SL30TP60_L3SL50TP60,10:30-10:32,15,30,50,-850.0,2017.0,0.0,0.0,2.3729411764705883,,,40.0,60.0,60.0
