experiment_id,time_interval,lot1_stop_loss,lot2_stop_loss,lot3_stop_loss,mdd,total_pnl,risk_adjusted_return,take_profit_mode,take_profit
10:3010:32_L1SL20_L2SL45_L3SL70_RangeBoundary,10:30-10:32,20,45,70,-1058.0,2547.0,2.4073724007561434,range_boundary,
10:0010:02_L1SL20_L2SL25_L3SL55_TP40,10:00-10:02,20,25,55,-1215.0,1560.0,1.2839506172839505,,40.0
11:3011:32_L1SL20_L2SL55_L3SL60_RangeBoundary,11:30-11:32,20,55,60,-661.0,2987.0,4.518910741301059,range_boundary,
11:3011:32_L1SL15_L2SL15_L3SL65_TP70,11:30-11:32,15,15,65,-572.0,1837.0,3.2115384615384617,,70.0
11:0011:02_L1SL45_L2SL45_L3SL70_TP60,11:00-11:02,45,45,70,-1473.0,-674.0,0.4575695858791582,,60.0
10:3010:32_L1SL30_L2SL65_L3SL65_RangeBoundary,10:30-10:32,30,65,65,-1261.0,2886.0,2.288659793814433,range_boundary,
10:3010:32_L1SL20_L2SL20_L3SL50_TP80,10:30-10:32,20,20,50,-738.0,2669.0,3.616531165311653,,80.0
13:0013:02_L1SL45_L2SL45_L3SL70_TP40,13:00-13:02,45,45,70,-1298.0,145.0,0.11171032357473036,,40.0
10:3010:32_L1SL15_L2SL20_L3SL65_TP50,10:30-10:32,15,20,65,-745.0,2327.0,3.123489932885906,,50.0
12:3012:32_L1SL15_L2SL65_L3SL65_RangeBoundary,12:30-12:32,15,65,65,-915.0,2309.0,2.523497267759563,range_boundary,
10:0010:02_L1SL20_L2SL50_L3SL55_TP70,10:00-10:02,20,50,55,-1485.0,1897.0,1.2774410774410774,,70.0
10:0010:02_L1SL20_L2SL45_L3SL55_TP50,10:00-10:02,20,45,55,-1401.0,1704.0,1.2162740899357602,,50.0
10:3010:32_L1SL15_L2SL45_L3SL50_TP80,10:30-10:32,15,45,50,-816.0,2374.0,2.909313725490196,,80.0
11:0011:02_L1SL30_L2SL55_L3SL70_RangeBoundary,11:00-11:02,30,55,70,-1426.0,-583.0,0.40883590462833097,range_boundary,
