實驗ID,時間區間,多方損益,多方MDD估算,多方勝率估算,多方交易次數,參數,備註
2071,12:30-12:45,348.9,492.0,57.8%,78,15(15%)/25(20%)/40(20%),MDD/勝率為估算值
3442,12:45-13:00,348.9,656.0,53.0%,83,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
3490,12:45-13:00,348.7,642.0,55.7%,83,20(20%)/30(10%)/50(20%),MDD/勝率為估算值
3181,12:45-13:00,348.4,643.0,57.0%,83,15(20%)/30(20%)/45(20%),MDD/勝率為估算值
3198,12:45-13:00,348.4,464.6,54.0%,60,15(20%)/35(15%)/40(20%),MDD/勝率為估算值
3784,12:45-13:00,347.6,549.0,55.7%,83,25(20%)/25(10%)/45(20%),MDD/勝率為估算值
3312,12:45-13:00,347.2,407.5,52.1%,60,20(10%)/35(15%)/50(20%),MDD/勝率為估算值
3432,12:45-13:00,345.7,361.2,50.2%,60,20(15%)/40(10%)/40(20%),MDD/勝率為估算值
3078,12:45-13:00,345.4,325.2,55.0%,60,15(15%)/30(20%)/50(20%),MDD/勝率為估算值
3346,12:45-13:00,345.3,658.0,53.0%,83,20(10%)/40(20%)/50(20%),MDD/勝率為估算值
3444,12:45-13:00,343.8,381.9,50.2%,60,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
3445,12:45-13:00,342.9,655.0,53.0%,83,20(15%)/40(15%)/50(20%),MDD/勝率為估算值
3184,12:45-13:00,342.4,681.0,57.0%,83,15(20%)/30(20%)/50(20%),MDD/勝率為估算值
3787,12:45-13:00,341.6,549.0,55.7%,83,25(20%)/25(10%)/50(20%),MDD/勝率為估算值
3673,12:45-13:00,341.5,549.0,55.7%,83,25(15%)/25(10%)/40(20%),MDD/勝率為估算值
3388,12:45-13:00,341.4,650.0,55.7%,83,20(15%)/30(15%)/45(20%),MDD/勝率為估算值
3345,12:45-13:00,339.2,390.9,50.2%,60,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
3462,12:45-13:00,339.1,196.3,49.1%,60,20(20%)/25(10%)/45(20%),MDD/勝率為估算值
3381,12:45-13:00,338.3,168.9,47.4%,60,20(15%)/30(10%)/45(20%),MDD/勝率為估算值
3424,12:45-13:00,338.2,666.0,55.7%,83,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
3447,12:45-13:00,337.8,436.1,50.2%,60,20(15%)/40(15%)/50(20%),MDD/勝率為估算值
3153,12:45-13:00,336.8,268.7,55.5%,60,15(20%)/25(20%)/40(20%),MDD/勝率為估算值
3234,12:45-13:00,336.8,672.0,52.1%,60,15(20%)/40(20%)/40(20%),MDD/勝率為估算值
2964,12:45-13:00,335.9,219.6,50.0%,60,15(10%)/30(20%)/40(20%),MDD/勝率為估算值
3523,12:45-13:00,335.9,663.0,55.7%,83,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
3430,12:45-13:00,335.6,658.0,53.0%,83,20(15%)/40(10%)/40(20%),MDD/勝率為估算值
3391,12:45-13:00,335.4,646.0,55.7%,83,20(15%)/30(15%)/50(20%),MDD/勝率為估算值
3169,12:45-13:00,335.1,644.0,57.0%,83,15(20%)/30(15%)/40(20%),MDD/勝率為估算值
3205,12:45-13:00,334.4,660.0,57.0%,83,15(20%)/35(20%)/40(20%),MDD/勝率為估算值
3333,12:45-13:00,333.9,366.9,50.2%,60,20(10%)/40(15%)/40(20%),MDD/勝率為估算值
3348,12:45-13:00,333.2,448.0,50.2%,60,20(10%)/40(20%)/50(20%),MDD/勝率為估算值
3363,12:45-13:00,333.1,191.7,49.6%,60,20(15%)/25(15%)/45(20%),MDD/勝率為估算值
3465,12:45-13:00,333.1,221.0,54.0%,60,20(20%)/25(10%)/50(20%),MDD/勝率為估算值
3384,12:45-13:00,332.3,187.2,47.4%,60,20(15%)/30(10%)/50(20%),MDD/勝率為估算值
3427,12:45-13:00,332.2,662.0,55.7%,83,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
3351,12:45-13:00,331.6,183.4,49.1%,60,20(15%)/25(10%)/40(20%),MDD/勝率為估算值
3376,12:45-13:00,330.6,651.0,55.7%,83,20(15%)/30(10%)/40(20%),MDD/勝率為估算值
3232,12:45-13:00,330.0,664.0,55.7%,83,15(20%)/40(20%)/40(20%),MDD/勝率為估算值
3526,12:45-13:00,329.9,659.0,55.7%,83,20(20%)/35(15%)/50(20%),MDD/勝率為估算值
3516,12:45-13:00,329.5,369.8,52.1%,60,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
3270,12:45-13:00,328.5,159.8,47.8%,60,20(10%)/30(10%)/40(20%),MDD/勝率為估算值
3289,12:45-13:00,328.1,653.0,55.7%,83,20(10%)/30(20%)/45(20%),MDD/勝率為估算值
3366,12:45-13:00,327.1,216.0,54.5%,60,20(15%)/25(15%)/50(20%),MDD/勝率為估算值
3264,12:45-13:00,327.0,190.4,50.0%,60,20(10%)/25(20%)/45(20%),MDD/勝率為估算值
3282,12:45-13:00,326.9,166.9,48.2%,60,20(10%)/30(15%)/45(20%),MDD/勝率為估算值
3252,12:45-13:00,325.6,181.0,50.0%,60,20(10%)/25(15%)/40(20%),MDD/勝率為估算值
3511,12:45-13:00,324.5,665.0,55.7%,83,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
3318,12:45-13:00,324.2,383.0,52.1%,60,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
3519,12:45-13:00,323.5,420.9,52.1%,60,20(20%)/35(10%)/50(20%),MDD/勝率為估算值
3183,12:45-13:00,323.0,289.6,54.5%,60,15(20%)/30(20%)/45(20%),MDD/勝率為估算值
3171,12:45-13:00,322.1,272.5,54.0%,60,15(20%)/30(15%)/40(20%),MDD/勝率為估算值
3292,12:45-13:00,322.1,649.0,55.7%,83,20(10%)/30(20%)/50(20%),MDD/勝率為估算值
3331,12:45-13:00,322.0,660.0,53.0%,83,20(10%)/40(15%)/40(20%),MDD/勝率為估算值
3207,12:45-13:00,321.8,519.2,54.0%,60,15(20%)/35(20%)/40(20%),MDD/勝率為估算值
3267,12:45-13:00,321.0,214.7,50.0%,60,20(10%)/25(20%)/50(20%),MDD/勝率為估算值
3285,12:45-13:00,320.9,185.4,48.2%,60,20(10%)/30(15%)/50(20%),MDD/勝率為估算值
3405,12:45-13:00,319.7,353.0,52.1%,60,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
3417,12:45-13:00,319.2,371.7,52.1%,60,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
3070,12:45-13:00,318.9,649.0,57.0%,83,15(15%)/30(20%)/40(20%),MDD/勝率為估算值
3321,12:45-13:00,318.2,438.3,52.1%,60,20(10%)/35(20%)/50(20%),MDD/勝率為估算值
3277,12:45-13:00,317.2,654.0,55.7%,83,20(10%)/30(15%)/40(20%),MDD/勝率為估算值
3186,12:45-13:00,317.0,338.2,54.5%,60,15(20%)/30(20%)/50(20%),MDD/勝率為估算值
3313,12:45-13:00,314.1,670.0,55.7%,83,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
3420,12:45-13:00,313.2,425.0,52.1%,60,20(15%)/35(15%)/50(20%),MDD/勝率為估算值
3451,12:45-13:00,311.9,660.0,53.0%,83,20(15%)/40(20%)/45(20%),MDD/勝率為估算值
3412,12:45-13:00,311.7,668.0,55.7%,83,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
3540,12:45-13:00,311.7,414.6,50.2%,60,20(20%)/40(10%)/40(20%),MDD/勝率為估算值
3552,12:45-13:00,309.8,443.7,50.2%,60,20(20%)/40(15%)/45(20%),MDD/勝率為估算值
3550,12:45-13:00,309.5,657.0,53.0%,83,20(20%)/40(15%)/45(20%),MDD/勝率為估算值
3306,12:45-13:00,309.4,356.3,52.1%,60,20(10%)/35(15%)/40(20%),MDD/勝率為估算值
3072,12:45-13:00,307.6,276.8,55.0%,60,15(15%)/30(20%)/40(20%),MDD/勝率為估算值
3454,12:45-13:00,305.9,678.0,53.0%,83,20(15%)/40(20%)/50(20%),MDD/勝率為估算值
3453,12:45-13:00,305.2,407.8,50.2%,60,20(15%)/40(20%)/45(20%),MDD/勝率為估算值
3489,12:45-13:00,304.3,172.3,47.4%,60,20(20%)/30(10%)/45(20%),MDD/勝率為估算值
2179,12:30-12:45,304.0,510.0,57.8%,78,15(20%)/25(20%)/40(20%),MDD/勝率為估算值
3555,12:45-13:00,303.8,525.0,50.2%,60,20(20%)/40(15%)/50(20%),MDD/勝率為估算值
3553,12:45-13:00,303.5,674.0,53.0%,83,20(20%)/40(15%)/50(20%),MDD/勝率為估算值
3694,12:45-13:00,303.1,549.0,59.6%,83,25(15%)/25(20%)/45(20%),MDD/勝率為估算值
3441,12:45-13:00,299.9,380.1,50.2%,60,20(15%)/40(15%)/40(20%),MDD/勝率為估算值
3496,12:45-13:00,299.4,651.0,55.7%,83,20(20%)/30(15%)/45(20%),MDD/勝率為估算值
3456,12:45-13:00,299.2,476.6,50.2%,60,20(15%)/40(20%)/50(20%),MDD/勝率為估算值
3492,12:45-13:00,298.3,192.2,47.4%,60,20(20%)/30(10%)/50(20%),MDD/勝率為估算值
3697,12:45-13:00,297.1,549.0,59.6%,83,25(15%)/25(20%)/50(20%),MDD/勝率為估算值
3583,12:45-13:00,297.0,549.0,59.6%,83,25(10%)/25(20%)/40(20%),MDD/勝率為估算值
3471,12:45-13:00,296.8,199.0,49.1%,60,20(20%)/25(15%)/45(20%),MDD/勝率為估算值
3532,12:45-13:00,296.2,667.0,55.7%,83,20(20%)/35(20%)/45(20%),MDD/勝率為估算值
3538,12:45-13:00,296.2,659.0,53.0%,83,20(20%)/40(10%)/40(20%),MDD/勝率為估算值
3342,12:45-13:00,295.4,390.0,50.2%,60,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
3459,12:45-13:00,295.3,189.7,49.1%,60,20(20%)/25(10%)/40(20%),MDD/勝率為估算值
3793,12:45-13:00,295.3,549.0,55.7%,83,25(20%)/25(15%)/45(20%),MDD/勝率為估算值
3378,12:45-13:00,294.5,160.6,47.4%,60,20(15%)/30(10%)/40(20%),MDD/勝率為估算值
3499,12:45-13:00,293.4,647.0,55.7%,83,20(20%)/30(15%)/50(20%),MDD/勝率為估算值
3390,12:45-13:00,292.9,168.2,47.8%,60,20(15%)/30(15%)/45(20%),MDD/勝率為估算值
3474,12:45-13:00,290.8,226.7,54.0%,60,20(20%)/25(15%)/50(20%),MDD/勝率為估算值
3372,12:45-13:00,290.7,195.2,49.1%,60,20(15%)/25(20%)/45(20%),MDD/勝率為估算值
3426,12:45-13:00,290.2,397.4,52.1%,60,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
3535,12:45-13:00,290.2,663.0,55.7%,83,20(20%)/35(20%)/50(20%),MDD/勝率為估算值
3796,12:45-13:00,289.3,549.0,55.7%,83,25(20%)/25(15%)/50(20%),MDD/勝率為估算值
3360,12:45-13:00,289.2,184.9,49.6%,60,20(15%)/25(15%)/40(20%),MDD/勝率為估算值
3682,12:45-13:00,289.2,549.0,57.8%,80,25(15%)/25(15%)/40(20%),MDD/勝率為估算值
3484,12:45-13:00,288.5,652.0,55.7%,83,20(20%)/30(10%)/40(20%),MDD/勝率為估算值
3393,12:45-13:00,286.9,191.1,47.8%,60,20(15%)/30(15%)/50(20%),MDD/勝率為估算值
3397,12:45-13:00,286.1,655.0,55.7%,83,20(15%)/30(20%)/45(20%),MDD/勝率為估算值
3513,12:45-13:00,285.7,365.0,52.1%,60,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
3525,12:45-13:00,285.2,386.8,52.1%,60,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
3340,12:45-13:00,285.1,664.0,53.0%,83,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
3375,12:45-13:00,284.7,222.6,54.0%,60,20(15%)/25(20%)/50(20%),MDD/勝率為估算值
3429,12:45-13:00,284.2,463.8,52.1%,60,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
3261,12:45-13:00,283.2,183.3,50.0%,60,20(10%)/25(20%)/40(20%),MDD/勝率為估算值
3279,12:45-13:00,283.1,158.2,48.2%,60,20(10%)/30(15%)/40(20%),MDD/勝率為估算值
3439,12:45-13:00,282.6,662.0,53.0%,83,20(15%)/40(15%)/40(20%),MDD/勝率為估算值
3178,12:45-13:00,282.2,649.0,57.0%,83,15(20%)/30(20%)/40(20%),MDD/勝率為估算值
3291,12:45-13:00,281.6,167.3,48.2%,60,20(10%)/30(20%)/45(20%),MDD/勝率為估算值
3781,12:45-13:00,281.4,549.0,55.7%,83,25(20%)/25(10%)/40(20%),MDD/勝率為估算值
3315,12:45-13:00,280.4,379.4,52.1%,60,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
3400,12:45-13:00,280.1,651.0,55.7%,83,20(15%)/30(20%)/50(20%),MDD/勝率為估算值
3180,12:45-13:00,279.2,284.9,54.5%,60,15(20%)/30(20%)/40(20%),MDD/勝率為估算值
3528,12:45-13:00,279.2,450.6,52.1%,60,20(20%)/35(15%)/50(20%),MDD/勝率為估算值
3294,12:45-13:00,275.6,192.0,48.2%,60,20(10%)/30(20%)/50(20%),MDD/勝率為估算值
3414,12:45-13:00,275.4,367.0,52.1%,60,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
3385,12:45-13:00,275.2,656.0,55.7%,83,20(15%)/30(15%)/40(20%),MDD/勝率為估算值
3559,12:45-13:00,272.6,661.0,53.0%,83,20(20%)/40(20%)/45(20%),MDD/勝率為估算值
3421,12:45-13:00,272.1,672.0,55.7%,83,20(15%)/35(20%)/40(20%),MDD/勝率為估算值
3561,12:45-13:00,271.2,492.6,50.2%,60,20(20%)/40(20%)/45(20%),MDD/勝率為估算值
3520,12:45-13:00,269.6,669.0,55.7%,83,20(20%)/35(15%)/40(20%),MDD/勝率為估算值
3562,12:45-13:00,266.6,697.0,53.0%,83,20(20%)/40(20%)/50(20%),MDD/勝率為估算值
3549,12:45-13:00,265.9,452.0,50.2%,60,20(20%)/40(15%)/40(20%),MDD/勝率為估算值
3564,12:45-13:00,265.2,608.4,50.2%,60,20(20%)/40(20%)/50(20%),MDD/勝率為估算值
3286,12:45-13:00,261.9,659.0,55.7%,83,20(10%)/30(20%)/40(20%),MDD/勝率為估算值
3450,12:45-13:00,261.4,409.2,50.2%,60,20(15%)/40(20%)/40(20%),MDD/勝率為估算值
3486,12:45-13:00,260.5,162.6,47.4%,60,20(20%)/30(10%)/40(20%),MDD/勝率為估算值
3498,12:45-13:00,258.9,170.8,47.4%,60,20(20%)/30(15%)/45(20%),MDD/勝率為估算值
3534,12:45-13:00,256.2,418.8,52.1%,60,20(20%)/35(20%)/45(20%),MDD/勝率為估算值
3480,12:45-13:00,254.4,202.8,48.7%,60,20(20%)/25(20%)/45(20%),MDD/勝率為估算值
3468,12:45-13:00,252.9,191.2,49.1%,60,20(20%)/25(15%)/40(20%),MDD/勝率為估算值
3501,12:45-13:00,252.9,195.7,47.4%,60,20(20%)/30(15%)/50(20%),MDD/勝率為估算值
3537,12:45-13:00,250.2,502.1,52.1%,60,20(20%)/35(20%)/50(20%),MDD/勝率為估算值
3387,12:45-13:00,249.2,158.6,47.8%,60,20(15%)/30(15%)/40(20%),MDD/勝率為估算值
3483,12:45-13:00,248.4,234.8,53.5%,60,20(20%)/25(20%)/50(20%),MDD/勝率為估算值
3399,12:45-13:00,247.6,169.6,48.2%,60,20(15%)/30(20%)/45(20%),MDD/勝率為估算值
3369,12:45-13:00,246.9,187.1,49.1%,60,20(15%)/25(20%)/40(20%),MDD/勝率為估算值
3423,12:45-13:00,246.4,395.4,52.1%,60,20(15%)/35(20%)/40(20%),MDD/勝率為估算值
3448,12:45-13:00,245.8,666.0,53.0%,83,20(15%)/40(20%)/40(20%),MDD/勝率為估算值
3622,12:45-13:00,244.9,624.0,55.7%,83,25(10%)/35(10%)/45(20%),MDD/勝率為估算值
3505,12:45-13:00,244.0,656.0,55.7%,83,20(20%)/30(20%)/45(20%),MDD/勝率為估算值
3547,12:45-13:00,243.3,663.0,53.0%,83,20(20%)/40(15%)/40(20%),MDD/勝率為估算值
3802,12:45-13:00,243.0,549.0,57.8%,80,25(20%)/25(20%)/45(20%),MDD/勝率為估算值
3402,12:45-13:00,241.6,197.3,48.2%,60,20(15%)/30(20%)/50(20%),MDD/勝率為估算值
3522,12:45-13:00,241.4,383.1,52.1%,60,20(20%)/35(15%)/40(20%),MDD/勝率為估算值
3625,12:45-13:00,238.9,620.0,55.7%,83,25(10%)/35(10%)/50(20%),MDD/勝率為估算值
3508,12:45-13:00,238.0,655.0,55.7%,83,20(20%)/30(20%)/50(20%),MDD/勝率為估算值
3288,12:45-13:00,237.8,158.0,48.2%,60,20(10%)/30(20%)/40(20%),MDD/勝率為估算值
3805,12:45-13:00,237.0,549.0,57.8%,80,25(20%)/25(20%)/50(20%),MDD/勝率為估算值
3691,12:45-13:00,236.9,549.0,59.6%,83,25(15%)/25(20%)/40(20%),MDD/勝率為估算值
3493,12:45-13:00,233.2,657.0,55.7%,83,20(20%)/30(15%)/40(20%),MDD/勝率為估算值
3529,12:45-13:00,230.0,673.0,55.7%,83,20(20%)/35(20%)/40(20%),MDD/勝率為估算值
3790,12:45-13:00,229.1,549.0,55.7%,83,25(20%)/25(15%)/40(20%),MDD/勝率為估算值
3558,12:45-13:00,227.4,514.3,50.2%,60,20(20%)/40(20%)/40(20%),MDD/勝率為估算值
3394,12:45-13:00,219.8,661.0,55.7%,83,20(15%)/30(20%)/40(20%),MDD/勝率為估算值
3495,12:45-13:00,215.2,159.0,47.4%,60,20(20%)/30(15%)/40(20%),MDD/勝率為估算值
3507,12:45-13:00,213.6,170.7,47.8%,60,20(20%)/30(20%)/45(20%),MDD/勝率為估算值
3531,12:45-13:00,212.4,419.9,52.1%,60,20(20%)/35(20%)/40(20%),MDD/勝率為估算值
3649,12:45-13:00,211.2,618.0,53.0%,83,25(10%)/40(10%)/45(20%),MDD/勝率為估算值
3477,12:45-13:00,210.6,193.2,48.7%,60,20(20%)/25(20%)/40(20%),MDD/勝率為估算值
3595,12:45-13:00,208.9,611.0,55.7%,83,25(10%)/30(10%)/45(20%),MDD/勝率為估算值
3510,12:45-13:00,207.6,201.3,47.8%,60,20(20%)/30(20%)/50(20%),MDD/勝率為估算值
3556,12:45-13:00,206.4,667.0,53.0%,83,20(20%)/40(20%)/40(20%),MDD/勝率為估算值
3652,12:45-13:00,205.2,614.0,53.0%,83,25(10%)/40(10%)/50(20%),MDD/勝率為估算值
3396,12:45-13:00,203.8,158.2,48.2%,60,20(15%)/30(20%)/40(20%),MDD/勝率為估算值
3598,12:45-13:00,202.9,607.0,55.7%,83,25(10%)/30(10%)/50(20%),MDD/勝率為估算值
3570,12:45-13:00,197.4,169.0,49.1%,59,25(10%)/25(10%)/45(20%),MDD/勝率為估算值
3573,12:45-13:00,191.4,198.4,49.1%,59,25(10%)/25(10%)/50(20%),MDD/勝率為估算值
3631,12:45-13:00,190.1,628.0,55.7%,83,25(10%)/35(15%)/45(20%),MDD/勝率為估算值
3730,12:45-13:00,189.9,626.0,55.7%,83,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
3634,12:45-13:00,184.1,624.0,55.7%,83,25(10%)/35(15%)/50(20%),MDD/勝率為估算值
3733,12:45-13:00,183.9,622.0,55.7%,83,25(15%)/35(10%)/50(20%),MDD/勝率為估算值
3619,12:45-13:00,178.7,630.0,55.7%,83,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
3502,12:45-13:00,177.8,662.0,55.7%,83,20(20%)/30(20%)/40(20%),MDD/勝率為估算值
3799,12:45-13:00,176.8,549.0,57.8%,80,25(20%)/25(20%)/40(20%),MDD/勝率為估算值
3504,12:45-13:00,169.8,156.5,47.8%,60,20(20%)/30(20%)/40(20%),MDD/勝率為估算值
3651,12:45-13:00,166.8,275.4,45.6%,60,25(10%)/40(10%)/45(20%),MDD/勝率為估算值
3654,12:45-13:00,160.8,341.1,50.2%,60,25(10%)/40(10%)/50(20%),MDD/勝率為估算值
3757,12:45-13:00,158.9,620.0,53.0%,83,25(15%)/40(10%)/45(20%),MDD/勝率為估算值
3658,12:45-13:00,158.3,622.0,53.0%,83,25(10%)/40(15%)/45(20%),MDD/勝率為估算值
3579,12:45-13:00,155.1,160.0,50.0%,60,25(10%)/25(15%)/45(20%),MDD/勝率為估算值
3703,12:45-13:00,153.9,613.0,55.7%,83,25(15%)/30(10%)/45(20%),MDD/勝率為估算值
3567,12:45-13:00,153.6,151.8,44.2%,59,25(10%)/25(10%)/40(20%),MDD/勝率為估算值
3604,12:45-13:00,153.6,616.0,55.7%,83,25(10%)/30(15%)/45(20%),MDD/勝率為估算值
3760,12:45-13:00,152.9,616.0,53.0%,83,25(15%)/40(10%)/50(20%),MDD/勝率為估算值
3678,12:45-13:00,152.4,159.9,48.2%,60,25(15%)/25(10%)/45(20%),MDD/勝率為估算值
3661,12:45-13:00,152.3,618.0,53.0%,83,25(10%)/40(15%)/50(20%),MDD/勝率為估算值
3640,12:45-13:00,150.4,632.0,55.7%,83,25(10%)/35(20%)/45(20%),MDD/勝率為估算值
3582,12:45-13:00,149.1,192.0,50.0%,60,25(10%)/25(15%)/50(20%),MDD/勝率為估算值
3706,12:45-13:00,147.9,609.0,55.7%,83,25(15%)/30(10%)/50(20%),MDD/勝率為估算值
3607,12:45-13:00,147.6,612.0,55.7%,83,25(10%)/30(15%)/50(20%),MDD/勝率為估算值
3681,12:45-13:00,146.4,192.3,48.2%,60,25(15%)/25(10%)/50(20%),MDD/勝率為估算值
3646,12:45-13:00,145.0,624.0,53.0%,83,25(10%)/40(10%)/40(20%),MDD/勝率為估算值
3643,12:45-13:00,144.4,628.0,55.7%,83,25(10%)/35(20%)/50(20%),MDD/勝率為估算值
3592,12:45-13:00,142.7,617.0,55.7%,83,25(10%)/30(10%)/40(20%),MDD/勝率為估算值
3624,12:45-13:00,140.8,251.9,46.5%,60,25(10%)/35(10%)/45(20%),MDD/勝率為估算值
3739,12:45-13:00,135.1,630.0,55.7%,83,25(15%)/35(15%)/45(20%),MDD/勝率為估算值
3838,12:45-13:00,134.9,630.0,55.7%,83,25(20%)/35(10%)/45(20%),MDD/勝率為估算值
3627,12:45-13:00,134.8,313.5,51.1%,60,25(10%)/35(10%)/50(20%),MDD/勝率為估算值
3742,12:45-13:00,129.1,626.0,55.7%,83,25(15%)/35(15%)/50(20%),MDD/勝率為估算值
3841,12:45-13:00,128.9,626.0,55.7%,83,25(20%)/35(10%)/50(20%),MDD/勝率為估算值
3759,12:45-13:00,124.5,281.5,45.6%,60,25(15%)/40(10%)/45(20%),MDD/勝率為估算值
3628,12:45-13:00,123.8,634.0,55.7%,83,25(10%)/35(15%)/40(20%),MDD/勝率為估算值
3727,12:45-13:00,123.7,632.0,55.7%,83,25(15%)/35(10%)/40(20%),MDD/勝率為估算值
3648,12:45-13:00,123.0,256.4,45.6%,60,25(10%)/40(10%)/40(20%),MDD/勝率為估算值
3667,12:45-13:00,121.4,626.0,53.0%,83,25(10%)/40(20%)/45(20%),MDD/勝率為估算值
3660,12:45-13:00,121.0,286.2,45.6%,60,25(10%)/40(15%)/45(20%),MDD/勝率為估算值
3762,12:45-13:00,118.5,377.8,50.2%,60,25(15%)/40(10%)/50(20%),MDD/勝率為估算值
3597,12:45-13:00,115.6,111.6,42.2%,60,25(10%)/30(10%)/45(20%),MDD/勝率為估算值
3670,12:45-13:00,115.4,622.0,53.0%,83,25(10%)/40(20%)/50(20%),MDD/勝率為估算值
3663,12:45-13:00,115.0,389.6,50.2%,60,25(10%)/40(15%)/50(20%),MDD/勝率為估算值
3588,12:45-13:00,112.7,148.1,45.0%,60,25(10%)/25(20%)/45(20%),MDD/勝率為估算值
3576,12:45-13:00,111.2,136.8,45.0%,60,25(10%)/25(15%)/40(20%),MDD/勝率為估算值
3687,12:45-13:00,110.1,145.8,44.2%,59,25(15%)/25(15%)/45(20%),MDD/勝率為估算值
3600,12:45-13:00,109.6,117.9,42.2%,60,25(10%)/30(10%)/50(20%),MDD/勝率為估算值
3675,12:45-13:00,108.7,136.2,43.4%,60,25(15%)/25(10%)/40(20%),MDD/勝率為估算值
3786,12:45-13:00,107.5,145.4,43.4%,60,25(20%)/25(10%)/45(20%),MDD/勝率為估算值
3591,12:45-13:00,106.7,184.0,50.0%,60,25(10%)/25(20%)/50(20%),MDD/勝率為估算值
3865,12:45-13:00,106.6,624.0,53.0%,83,25(20%)/40(10%)/45(20%),MDD/勝率為估算值
3766,12:45-13:00,106.0,624.0,53.0%,83,25(15%)/40(15%)/45(20%),MDD/勝率為估算值
3690,12:45-13:00,104.1,181.3,49.1%,59,25(15%)/25(15%)/50(20%),MDD/勝率為估算值
3789,12:45-13:00,101.5,181.5,48.2%,60,25(20%)/25(10%)/50(20%),MDD/勝率為估算值
3868,12:45-13:00,100.6,620.0,53.0%,83,25(20%)/40(10%)/50(20%),MDD/勝率為估算值
3769,12:45-13:00,100.0,620.0,53.0%,83,25(15%)/40(15%)/50(20%),MDD/勝率為估算值
3811,12:45-13:00,98.9,617.0,55.7%,83,25(20%)/30(10%)/45(20%),MDD/勝率為估算值
3712,12:45-13:00,98.5,618.0,55.7%,83,25(15%)/30(15%)/45(20%),MDD/勝率為估算值
3732,12:45-13:00,98.5,245.6,46.5%,60,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
3613,12:45-13:00,98.2,621.0,55.7%,83,25(10%)/30(20%)/45(20%),MDD/勝率為估算值
3621,12:45-13:00,97.0,222.0,46.5%,60,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
3633,12:45-13:00,96.5,248.0,46.5%,60,25(10%)/35(15%)/45(20%),MDD/勝率為估算值
3748,12:45-13:00,95.4,634.0,55.7%,83,25(15%)/35(20%)/45(20%),MDD/勝率為估算值
3814,12:45-13:00,92.9,613.0,55.7%,83,25(20%)/30(10%)/50(20%),MDD/勝率為估算值
3754,12:45-13:00,92.7,626.0,53.0%,83,25(15%)/40(10%)/40(20%),MDD/勝率為估算值
3715,12:45-13:00,92.5,614.0,55.7%,83,25(15%)/30(15%)/50(20%),MDD/勝率為估算值
3735,12:45-13:00,92.5,333.5,51.1%,60,25(15%)/35(10%)/50(20%),MDD/勝率為估算值
3616,12:45-13:00,92.2,617.0,55.7%,83,25(10%)/30(20%)/50(20%),MDD/勝率為估算值
3655,12:45-13:00,92.1,628.0,53.0%,83,25(10%)/40(15%)/40(20%),MDD/勝率為估算值
3636,12:45-13:00,90.5,340.5,51.1%,60,25(10%)/35(15%)/50(20%),MDD/勝率為估算值
3751,12:45-13:00,89.4,630.0,55.7%,83,25(15%)/35(20%)/50(20%),MDD/勝率為估算值
3700,12:45-13:00,87.7,619.0,55.7%,83,25(15%)/30(10%)/40(20%),MDD/勝率為估算值
3601,12:45-13:00,87.3,622.0,55.7%,83,25(10%)/30(15%)/40(20%),MDD/勝率為估算值
3637,12:45-13:00,84.2,638.0,55.7%,83,25(10%)/35(20%)/40(20%),MDD/勝率為估算值
3669,12:45-13:00,82.5,317.1,50.2%,60,25(10%)/40(20%)/45(20%),MDD/勝率為估算值
3867,12:45-13:00,82.1,300.3,50.2%,60,25(20%)/40(10%)/45(20%),MDD/勝率為估算值
3756,12:45-13:00,80.7,254.0,45.6%,60,25(15%)/40(10%)/40(20%),MDD/勝率為估算值
3847,12:45-13:00,80.0,634.0,55.7%,83,25(20%)/35(15%)/45(20%),MDD/勝率為估算值
3768,12:45-13:00,78.7,298.5,50.2%,60,25(15%)/40(15%)/45(20%),MDD/勝率為估算值
3657,12:45-13:00,77.2,258.6,45.6%,60,25(10%)/40(15%)/40(20%),MDD/勝率為估算值
3672,12:45-13:00,76.5,551.9,50.2%,60,25(10%)/40(20%)/50(20%),MDD/勝率為估算值
