實驗ID,時間區間,多方損益,多方MDD估算,多方勝率估算,多方交易次數,參數,備註
2628,12:30-12:45,1324.5,1521.7,53.1%,44,25(10%)/30(10%)/50(20%),MDD/勝率為估算值
2625,12:30-12:45,1284.7,1873.8,53.1%,44,25(10%)/30(10%)/45(20%),MDD/勝率為估算值
2736,12:30-12:45,1284.3,1835.7,51.7%,45,25(15%)/30(10%)/50(20%),MDD/勝率為估算值
2637,12:30-12:45,1281.4,1846.9,53.6%,45,25(10%)/30(15%)/50(20%),MDD/勝率為估算值
2331,12:30-12:45,1260.5,1407.8,50.7%,45,20(10%)/35(10%)/50(20%),MDD/勝率為估算值
2655,12:30-12:45,1259.4,2270.6,47.8%,45,25(10%)/35(10%)/50(20%),MDD/勝率為估算值
2304,12:30-12:45,1255.4,1160.6,55.5%,45,20(10%)/30(10%)/50(20%),MDD/勝率為估算值
2733,12:30-12:45,1244.5,2365.5,51.7%,45,25(15%)/30(10%)/45(20%),MDD/勝率為估算值
2844,12:30-12:45,1244.2,2451.9,51.7%,45,25(20%)/30(10%)/50(20%),MDD/勝率為估算值
2634,12:30-12:45,1241.6,2383.7,53.6%,45,25(10%)/30(15%)/45(20%),MDD/勝率為估算值
2745,12:30-12:45,1241.2,2341.2,52.1%,44,25(15%)/30(15%)/50(20%),MDD/勝率為估算值
2646,12:30-12:45,1238.3,2359.7,53.6%,45,25(10%)/30(20%)/50(20%),MDD/勝率為估算值
2358,12:30-12:45,1231.9,1832.8,50.7%,45,20(10%)/40(10%)/50(20%),MDD/勝率為估算值
2682,12:30-12:45,1230.8,2822.1,47.8%,45,25(10%)/40(10%)/50(20%),MDD/勝率為估算值
2439,12:30-12:45,1227.8,1629.2,50.7%,45,20(15%)/35(10%)/50(20%),MDD/勝率為估算值
2601,12:30-12:45,1227.2,1492.3,53.5%,43,25(10%)/25(10%)/50(20%),MDD/勝率為估算值
2763,12:30-12:45,1225.2,3128.7,46.9%,45,25(15%)/35(10%)/50(20%),MDD/勝率為估算值
2328,12:30-12:45,1220.7,1752.0,50.7%,45,20(10%)/35(10%)/45(20%),MDD/勝率為估算值
2412,12:30-12:45,1220.7,1310.4,55.5%,45,20(15%)/30(10%)/50(20%),MDD/勝率為估算值
2652,12:30-12:45,1219.6,3290.4,47.8%,45,25(10%)/35(10%)/45(20%),MDD/勝率為估算值
2301,12:30-12:45,1215.6,1369.4,55.5%,45,20(10%)/30(10%)/45(20%),MDD/勝率為估算值
2340,12:30-12:45,1215.0,1754.9,50.7%,45,20(10%)/35(15%)/50(20%),MDD/勝率為估算值
2664,12:30-12:45,1213.8,3259.1,47.8%,45,25(10%)/35(15%)/50(20%),MDD/勝率為估算值
2313,12:30-12:45,1212.3,1368.1,55.5%,45,20(10%)/30(15%)/50(20%),MDD/勝率為估算值
2841,12:30-12:45,1204.4,3463.8,51.7%,45,25(20%)/30(10%)/45(20%),MDD/勝率為估算值
2742,12:30-12:45,1201.5,3294.9,52.1%,44,25(15%)/30(15%)/45(20%),MDD/勝率為估算值
2853,12:30-12:45,1201.1,3488.4,51.7%,45,25(20%)/30(15%)/50(20%),MDD/勝率為估算值
2643,12:30-12:45,1198.5,3342.3,53.6%,45,25(10%)/30(20%)/45(20%),MDD/勝率為估算值
2754,12:30-12:45,1198.2,3257.3,52.6%,45,25(15%)/30(20%)/50(20%),MDD/勝率為估算值
2790,12:30-12:45,1196.5,4060.5,46.9%,45,25(15%)/40(10%)/50(20%),MDD/勝率為估算值
2610,12:30-12:45,1193.0,1805.7,54.5%,45,25(10%)/25(15%)/50(20%),MDD/勝率為估算值
2367,12:30-12:45,1192.5,2263.7,50.7%,45,20(10%)/40(15%)/50(20%),MDD/勝率為估算值
2355,12:30-12:45,1192.1,2315.0,50.7%,45,20(10%)/40(10%)/45(20%),MDD/勝率為估算值
2691,12:30-12:45,1191.5,4078.0,47.8%,45,25(10%)/40(15%)/50(20%),MDD/勝率為估算值
2679,12:30-12:45,1191.0,4149.1,47.8%,45,25(10%)/40(10%)/45(20%),MDD/勝率為估算值
2871,12:30-12:45,1190.9,5503.9,46.9%,45,25(20%)/35(10%)/50(20%),MDD/勝率為估算值
2436,12:30-12:45,1188.0,2103.4,50.7%,45,20(15%)/35(10%)/45(20%),MDD/勝率為估算值
2598,12:30-12:45,1187.4,1864.6,53.5%,43,25(10%)/25(10%)/45(20%),MDD/勝率為估算值
2709,12:30-12:45,1187.0,1827.0,52.6%,45,25(15%)/25(10%)/50(20%),MDD/勝率為估算值
2007,12:30-12:45,1186.0,1991.5,47.8%,45,15(10%)/35(10%)/50(20%),MDD/勝率為估算值
2760,12:30-12:45,1185.3,5257.3,46.9%,45,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
2448,12:30-12:45,1182.2,2111.2,50.7%,45,20(15%)/35(15%)/50(20%),MDD/勝率為估算值
2409,12:30-12:45,1180.9,1580.9,55.5%,45,20(15%)/30(10%)/45(20%),MDD/勝率為估算值
2772,12:30-12:45,1179.6,5304.7,46.9%,45,25(15%)/35(15%)/50(20%),MDD/勝率為估算值
2421,12:30-12:45,1177.6,1580.9,55.5%,45,20(15%)/30(15%)/50(20%),MDD/勝率為估算值
2337,12:30-12:45,1175.2,2316.9,50.7%,45,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
2547,12:30-12:45,1175.1,2051.8,50.7%,45,20(20%)/35(10%)/50(20%),MDD/勝率為估算值
2622,12:30-12:45,1175.1,2494.4,53.1%,44,25(10%)/30(10%)/40(20%),MDD/勝率為估算值
2349,12:30-12:45,1174.2,2272.1,50.7%,45,20(10%)/35(20%)/50(20%),MDD/勝率為估算值
2661,12:30-12:45,1174.0,5630.1,47.8%,45,25(10%)/35(15%)/45(20%),MDD/勝率為估算值
2673,12:30-12:45,1173.1,5491.1,47.8%,45,25(10%)/35(20%)/50(20%),MDD/勝率為估算值
2310,12:30-12:45,1172.5,1664.4,55.5%,45,20(10%)/30(15%)/45(20%),MDD/勝率為估算值
2277,12:30-12:45,1172.3,1022.5,57.4%,45,20(10%)/25(10%)/50(20%),MDD/勝率為估算值
1980,12:30-12:45,1171.9,1478.9,52.6%,45,15(10%)/30(10%)/50(20%),MDD/勝率為估算值
2322,12:30-12:45,1169.2,1658.7,55.5%,45,20(10%)/30(20%)/50(20%),MDD/勝率為估算值
2520,12:30-12:45,1166.0,1569.0,55.5%,45,20(20%)/30(10%)/50(20%),MDD/勝率為估算值
2898,12:30-12:45,1162.3,9211.8,46.9%,45,25(20%)/40(10%)/50(20%),MDD/勝率為估算值
2850,12:30-12:45,1161.3,6007.7,51.7%,45,25(20%)/30(15%)/45(20%),MDD/勝率為估算值
2619,12:30-12:45,1158.7,2411.0,54.5%,45,25(10%)/25(20%)/50(20%),MDD/勝率為估算值
2751,12:30-12:45,1158.3,5513.4,52.6%,45,25(15%)/30(20%)/45(20%),MDD/勝率為估算值
2862,12:30-12:45,1158.0,6076.4,52.1%,44,25(20%)/30(20%)/50(20%),MDD/勝率為估算值
2799,12:30-12:45,1157.2,7462.1,46.9%,45,25(15%)/40(15%)/50(20%),MDD/勝率為估算值
2115,12:30-12:45,1157.0,2323.9,47.8%,45,15(15%)/35(10%)/50(20%),MDD/勝率為估算值
2787,12:30-12:45,1156.8,7715.9,46.9%,45,25(15%)/40(10%)/45(20%),MDD/勝率為估算值
2376,12:30-12:45,1153.2,3003.0,50.7%,45,20(10%)/40(20%)/50(20%),MDD/勝率為估算值
2466,12:30-12:45,1153.2,2401.3,49.7%,45,20(15%)/40(10%)/50(20%),MDD/勝率為估算值
2607,12:30-12:45,1153.2,2371.8,54.5%,45,25(10%)/25(15%)/45(20%),MDD/勝率為估算值
2364,12:30-12:45,1152.8,3083.7,50.7%,45,20(10%)/40(15%)/45(20%),MDD/勝率為估算值
2718,12:30-12:45,1152.8,2330.2,53.5%,43,25(15%)/25(15%)/50(20%),MDD/勝率為估算值
2700,12:30-12:45,1152.1,7573.5,47.8%,45,25(10%)/40(20%)/50(20%),MDD/勝率為估算值
2688,12:30-12:45,1151.7,7873.2,47.8%,45,25(10%)/40(15%)/45(20%),MDD/勝率為估算值
2868,12:30-12:45,1151.1,16919.8,46.9%,45,25(20%)/35(10%)/45(20%),MDD/勝率為估算值
2706,12:30-12:45,1147.2,2411.4,52.6%,45,25(15%)/25(10%)/45(20%),MDD/勝率為估算值
2817,12:30-12:45,1146.9,2373.9,52.6%,45,25(20%)/25(10%)/50(20%),MDD/勝率為估算值
2004,12:30-12:45,1146.2,2786.0,47.8%,45,15(10%)/35(10%)/45(20%),MDD/勝率為估算值
2880,12:30-12:45,1145.3,19094.6,46.9%,45,25(20%)/35(15%)/50(20%),MDD/勝率為估算值
2445,12:30-12:45,1142.5,2977.3,50.7%,45,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
2088,12:30-12:45,1141.5,1683.8,51.7%,45,15(15%)/30(10%)/50(20%),MDD/勝率為估算值
2457,12:30-12:45,1141.5,2916.4,50.7%,45,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
2016,12:30-12:45,1140.5,2676.1,47.8%,45,15(10%)/35(15%)/50(20%),MDD/勝率為估算值
2769,12:30-12:45,1139.8,15381.6,46.9%,45,25(15%)/35(15%)/45(20%),MDD/勝率為估算值
2781,12:30-12:45,1138.8,15288.0,46.9%,45,25(15%)/35(20%)/50(20%),MDD/勝率為估算值
2418,12:30-12:45,1137.8,1989.5,55.5%,45,20(15%)/30(15%)/45(20%),MDD/勝率為估算值
2385,12:30-12:45,1137.6,1167.0,57.4%,45,20(15%)/25(10%)/50(20%),MDD/勝率為估算值
2544,12:30-12:45,1135.3,2864.4,50.7%,45,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
2286,12:30-12:45,1135.2,1192.5,57.4%,45,20(10%)/25(15%)/50(20%),MDD/勝率為估算值
2730,12:30-12:45,1135.0,3664.4,51.7%,45,25(15%)/30(10%)/40(20%),MDD/勝率為估算值
2430,12:30-12:45,1134.5,1985.7,55.5%,45,20(15%)/30(20%)/50(20%),MDD/勝率為估算值
2346,12:30-12:45,1134.4,3319.9,50.7%,45,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
2670,12:30-12:45,1133.3,17055.1,47.8%,45,25(10%)/35(20%)/45(20%),MDD/勝率為估算值
2274,12:30-12:45,1132.5,1209.8,57.4%,45,20(10%)/25(10%)/45(20%),MDD/勝率為估算值
1977,12:30-12:45,1132.1,1930.1,52.6%,45,15(10%)/30(10%)/45(20%),MDD/勝率為估算值
2631,12:30-12:45,1132.0,3726.1,53.6%,45,25(10%)/30(15%)/40(20%),MDD/勝率為估算值
2556,12:30-12:45,1129.5,2888.7,50.7%,45,20(20%)/35(15%)/50(20%),MDD/勝率為估算值
2319,12:30-12:45,1129.4,2115.7,55.5%,45,20(10%)/30(20%)/45(20%),MDD/勝率為估算值
1989,12:30-12:45,1128.8,1847.9,51.7%,45,15(10%)/30(15%)/50(20%),MDD/勝率為估算值
2223,12:30-12:45,1128.1,2769.2,47.8%,45,15(20%)/35(10%)/50(20%),MDD/勝率為估算值
2517,12:30-12:45,1126.2,1974.1,55.5%,45,20(20%)/30(10%)/45(20%),MDD/勝率為估算值
2907,12:30-12:45,1123.0,2072644.9,46.9%,45,25(20%)/40(15%)/50(20%),MDD/勝率為估算值
2529,12:30-12:45,1122.9,1977.5,55.5%,45,20(20%)/30(15%)/50(20%),MDD/勝率為估算值
2895,12:30-12:45,1122.5,813188.9,38.3%,45,25(20%)/40(10%)/45(20%),MDD/勝率為估算值
2616,12:30-12:45,1118.9,3520.2,54.5%,45,25(10%)/25(20%)/45(20%),MDD/勝率為估算值
2727,12:30-12:45,1118.5,3476.9,54.5%,45,25(15%)/25(20%)/50(20%),MDD/勝率為估算值
2859,12:30-12:45,1118.2,22328.8,52.1%,44,25(20%)/30(20%)/45(20%),MDD/勝率為估算值
2808,12:30-12:45,1117.8,58711.4,46.9%,45,25(15%)/40(20%)/50(20%),MDD/勝率為估算值
2796,12:30-12:45,1117.4,68025.1,46.9%,45,25(15%)/40(15%)/45(20%),MDD/勝率為估算值
2112,12:30-12:45,1117.2,3443.1,47.8%,45,15(15%)/35(10%)/45(20%),MDD/勝率為估算值
2034,12:30-12:45,1114.8,2765.6,46.9%,45,15(10%)/40(10%)/50(20%),MDD/勝率為估算值
2475,12:30-12:45,1113.8,3283.7,49.7%,45,20(15%)/40(15%)/50(20%),MDD/勝率為估算值
2373,12:30-12:45,1113.4,4672.6,50.7%,45,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
2463,12:30-12:45,1113.4,3379.5,49.7%,45,20(15%)/40(10%)/45(20%),MDD/勝率為估算值
2715,12:30-12:45,1113.0,3361.8,53.5%,43,25(15%)/25(15%)/45(20%),MDD/勝率為估算值
2826,12:30-12:45,1112.7,3324.3,52.6%,45,25(20%)/25(15%)/50(20%),MDD/勝率為估算值
2697,12:30-12:45,1112.3,84914.6,47.8%,45,25(10%)/40(20%)/45(20%),MDD/勝率為估算值
2124,12:30-12:45,1111.5,3312.3,47.8%,45,15(15%)/35(15%)/50(20%),MDD/勝率為估算值
2325,12:30-12:45,1111.1,2547.6,50.7%,45,20(10%)/35(10%)/40(20%),MDD/勝率為估算值
2196,12:30-12:45,1111.0,1939.9,51.7%,45,15(20%)/30(10%)/50(20%),MDD/勝率為估算值
2649,12:30-12:45,1110.0,7336.4,47.8%,45,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
2814,12:30-12:45,1107.1,3456.7,52.6%,45,25(20%)/25(10%)/45(20%),MDD/勝率為估算值
2298,12:30-12:45,1106.0,1734.3,55.5%,45,20(10%)/30(10%)/40(20%),MDD/勝率為估算值
2877,12:30-12:45,1105.5,15229.9,38.3%,45,25(20%)/35(15%)/45(20%),MDD/勝率為估算值
2889,12:30-12:45,1104.6,14345.8,38.3%,45,25(20%)/35(20%)/50(20%),MDD/勝率為估算值
2574,12:30-12:45,1102.5,3251.0,49.7%,45,20(20%)/40(10%)/50(20%),MDD/勝率為估算值
2085,12:30-12:45,1101.7,2272.4,51.7%,45,15(15%)/30(10%)/45(20%),MDD/勝率為估算值
2454,12:30-12:45,1101.7,4906.7,50.7%,45,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
2013,12:30-12:45,1100.7,4231.4,47.8%,45,15(10%)/35(15%)/45(20%),MDD/勝率為估算值
2394,12:30-12:45,1100.5,1392.5,57.4%,45,20(15%)/25(15%)/50(20%),MDD/勝率為估算值
2025,12:30-12:45,1099.7,3964.4,47.8%,45,15(10%)/35(20%)/50(20%),MDD/勝率為估算值
2778,12:30-12:45,1099.0,18680.9,38.3%,45,25(15%)/35(20%)/45(20%),MDD/勝率為估算值
2097,12:30-12:45,1098.3,2177.2,51.7%,45,15(15%)/30(15%)/50(20%),MDD/勝率為估算值
2295,12:30-12:45,1098.0,1433.4,57.4%,45,20(10%)/25(20%)/50(20%),MDD/勝率為估算值
2382,12:30-12:45,1097.8,1413.7,57.4%,45,20(15%)/25(10%)/45(20%),MDD/勝率為估算值
2283,12:30-12:45,1095.3,1452.7,57.4%,45,20(10%)/25(15%)/45(20%),MDD/勝率為估算值
2838,12:30-12:45,1094.8,8049.2,51.7%,45,25(20%)/30(10%)/40(20%),MDD/勝率為估算值
2427,12:30-12:45,1094.7,2681.9,55.5%,45,20(15%)/30(20%)/45(20%),MDD/勝率為估算值
2739,12:30-12:45,1091.8,7116.6,52.1%,44,25(15%)/30(15%)/40(20%),MDD/勝率為估算值
2553,12:30-12:45,1089.8,4830.3,50.7%,45,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
1986,12:30-12:45,1089.0,2560.5,51.7%,45,15(10%)/30(15%)/45(20%),MDD/勝率為估算值
2640,12:30-12:45,1088.9,7332.4,53.6%,45,25(10%)/30(20%)/40(20%),MDD/勝率為估算值
1953,12:30-12:45,1088.8,1220.2,54.5%,45,15(10%)/25(10%)/50(20%),MDD/勝率為估算值
2565,12:30-12:45,1088.8,4705.7,50.7%,45,20(20%)/35(20%)/50(20%),MDD/勝率為估算值
2220,12:30-12:45,1088.3,4485.2,47.8%,45,15(20%)/35(10%)/45(20%),MDD/勝率為估算值
2142,12:30-12:45,1087.5,3390.9,46.9%,45,15(15%)/40(10%)/50(20%),MDD/勝率為估算值
1998,12:30-12:45,1085.7,2454.4,50.7%,45,15(10%)/30(20%)/50(20%),MDD/勝率為估算值
2916,12:30-12:45,1083.6,9217.4,38.3%,45,25(20%)/40(20%)/50(20%),MDD/勝率為估算值
2904,12:30-12:45,1083.2,9168.4,38.3%,45,25(20%)/40(15%)/45(20%),MDD/勝率為估算值
2526,12:30-12:45,1083.1,2669.9,55.5%,45,20(20%)/30(15%)/45(20%),MDD/勝率為估算值
2493,12:30-12:45,1082.9,1415.9,57.4%,45,20(20%)/25(10%)/50(20%),MDD/勝率為估算值
2232,12:30-12:45,1082.5,4322.7,47.8%,45,15(20%)/35(15%)/50(20%),MDD/勝率為估算值
2352,12:30-12:45,1082.5,3639.1,50.7%,45,20(10%)/40(10%)/40(20%),MDD/勝率為估算值
2676,12:30-12:45,1081.4,14234.0,47.8%,45,25(10%)/40(10%)/40(20%),MDD/勝率為估算值
2538,12:30-12:45,1079.8,2673.3,55.5%,45,20(20%)/30(20%)/50(20%),MDD/勝率為估算值
2724,12:30-12:45,1078.8,6392.2,54.5%,45,25(15%)/25(20%)/45(20%),MDD/勝率為估算值
2433,12:30-12:45,1078.4,3446.8,50.7%,45,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
2835,12:30-12:45,1078.4,6394.6,53.0%,43,25(20%)/25(20%)/50(20%),MDD/勝率為估算值
2805,12:30-12:45,1078.0,9963.1,38.3%,45,25(15%)/40(20%)/45(20%),MDD/勝率為估算值
2595,12:30-12:45,1077.8,2576.9,53.5%,43,25(10%)/25(10%)/40(20%),MDD/勝率為估算值
2757,12:30-12:45,1075.8,69806.8,46.9%,45,25(15%)/35(10%)/40(20%),MDD/勝率為估算值
2043,12:30-12:45,1075.5,4045.2,46.9%,45,15(10%)/40(15%)/50(20%),MDD/勝率為估算值
2031,12:30-12:45,1075.0,4383.0,46.9%,45,15(10%)/40(10%)/45(20%),MDD/勝率為估算值
2484,12:30-12:45,1074.5,5293.1,49.7%,45,20(15%)/40(20%)/50(20%),MDD/勝率為估算值
2472,12:30-12:45,1074.0,5513.5,49.7%,45,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
2823,12:30-12:45,1072.8,5922.3,52.6%,45,25(20%)/25(15%)/45(20%),MDD/勝率為估算值
2121,12:30-12:45,1071.7,5986.6,47.8%,45,15(15%)/35(15%)/45(20%),MDD/勝率為估算值
2406,12:30-12:45,1071.3,2120.7,55.5%,45,20(15%)/30(10%)/40(20%),MDD/勝率為估算值
2193,12:30-12:45,1071.2,2747.0,51.7%,45,15(20%)/30(10%)/45(20%),MDD/勝率為估算值
2133,12:30-12:45,1070.8,5554.8,47.8%,45,15(15%)/35(20%)/50(20%),MDD/勝率為估算值
2205,12:30-12:45,1067.9,2633.0,50.7%,45,15(20%)/30(15%)/50(20%),MDD/勝率為估算值
2334,12:30-12:45,1065.5,4125.0,50.7%,45,20(10%)/35(15%)/40(20%),MDD/勝率為估算值
2886,12:30-12:45,1064.8,5444.9,38.3%,45,25(20%)/35(20%)/45(20%),MDD/勝率為估算值
2658,12:30-12:45,1064.5,4257800.0,39.1%,45,25(10%)/35(15%)/40(20%),MDD/勝率為估算值
2403,12:30-12:45,1063.3,1731.8,56.4%,45,20(15%)/25(20%)/50(20%),MDD/勝率為估算值
2583,12:30-12:45,1063.2,5210.3,49.7%,45,20(20%)/40(15%)/50(20%),MDD/勝率為估算值
2307,12:30-12:45,1062.9,2284.8,55.5%,45,20(10%)/30(15%)/40(20%),MDD/勝率為估算值
2571,12:30-12:45,1062.7,5424.5,49.7%,45,20(20%)/40(10%)/45(20%),MDD/勝率為估算值
2391,12:30-12:45,1060.7,1757.5,57.4%,45,20(15%)/25(15%)/45(20%),MDD/勝率為估算值
2250,12:30-12:45,1060.3,4368.5,46.9%,45,15(20%)/40(10%)/50(20%),MDD/勝率為估算值
2022,12:30-12:45,1059.9,8373.3,47.8%,45,15(10%)/35(20%)/45(20%),MDD/勝率為估算值
2094,12:30-12:45,1058.5,3204.8,51.7%,45,15(15%)/30(15%)/45(20%),MDD/勝率為估算值
2061,12:30-12:45,1058.3,1391.8,54.5%,45,15(15%)/25(10%)/50(20%),MDD/勝率為估算值
2292,12:30-12:45,1058.2,1824.2,57.4%,45,20(10%)/25(20%)/45(20%),MDD/勝率為估算值
2106,12:30-12:45,1055.2,3073.9,50.7%,45,15(15%)/30(20%)/50(20%),MDD/勝率為估算值
1962,12:30-12:45,1051.7,1503.7,54.5%,45,15(10%)/25(15%)/50(20%),MDD/勝率為估算值
2847,12:30-12:45,1051.7,123029.1,42.3%,45,25(20%)/30(15%)/40(20%),MDD/勝率為估算值
1950,12:30-12:45,1049.0,1590.1,54.5%,45,15(10%)/25(10%)/45(20%),MDD/勝率為估算值
2562,12:30-12:45,1049.0,14302.2,50.7%,45,20(20%)/35(20%)/45(20%),MDD/勝率為估算值
2748,12:30-12:45,1048.8,120800.5,52.6%,45,25(15%)/30(20%)/40(20%),MDD/勝率為估算值
2151,12:30-12:45,1048.2,5570.3,46.9%,45,15(15%)/40(15%)/50(20%),MDD/勝率為估算值
2139,12:30-12:45,1047.8,6132.5,46.9%,45,15(15%)/40(10%)/45(20%),MDD/勝率為估算值
2784,12:30-12:45,1047.2,19271.3,38.3%,45,25(15%)/40(10%)/40(20%),MDD/勝率為估算值
1995,12:30-12:45,1045.9,3805.0,50.7%,45,15(10%)/30(20%)/45(20%),MDD/勝率為估算值
2502,12:30-12:45,1045.8,1765.3,56.4%,45,20(20%)/25(15%)/50(20%),MDD/勝率為估算值
2913,12:30-12:45,1043.8,5039.0,38.3%,45,25(20%)/40(20%)/45(20%),MDD/勝率為估算值
2604,12:30-12:45,1043.5,3860.7,54.5%,45,25(10%)/25(15%)/40(20%),MDD/勝率為估算值
2361,12:30-12:45,1043.2,6399.8,50.7%,45,20(10%)/40(15%)/40(20%),MDD/勝率為估算值
2490,12:30-12:45,1043.1,1795.1,57.4%,45,20(20%)/25(10%)/45(20%),MDD/勝率為估算值
2229,12:30-12:45,1042.8,10253.3,47.8%,45,15(20%)/35(15%)/45(20%),MDD/勝率為估算值
2685,12:30-12:45,1042.0,18091.8,39.1%,45,25(10%)/40(15%)/40(20%),MDD/勝率為估算值
2241,12:30-12:45,1041.8,9279.5,47.8%,45,15(20%)/35(20%)/50(20%),MDD/勝率為估算值
2865,12:30-12:45,1041.5,7839.8,38.3%,45,25(20%)/35(10%)/40(20%),MDD/勝率為估算值
2535,12:30-12:45,1040.0,4147.1,55.5%,45,20(20%)/30(20%)/45(20%),MDD/勝率為估算值
2832,12:30-12:45,1038.6,41139.4,53.0%,43,25(20%)/25(20%)/45(20%),MDD/勝率為估算值
2703,12:30-12:45,1037.7,3994.8,52.6%,45,25(15%)/25(10%)/40(20%),MDD/勝率為估算值
2001,12:30-12:45,1036.6,5319.2,47.8%,45,15(10%)/35(10%)/40(20%),MDD/勝率為估算值
2052,12:30-12:45,1036.1,7595.6,46.9%,45,15(10%)/40(20%)/50(20%),MDD/勝率為估算值
2040,12:30-12:45,1035.7,8527.3,46.9%,45,15(10%)/40(15%)/45(20%),MDD/勝率為估算值
2481,12:30-12:45,1034.7,15827.8,49.7%,45,20(15%)/40(20%)/45(20%),MDD/勝率為估算值
2442,12:30-12:45,1032.8,7232.0,50.7%,45,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
2130,12:30-12:45,1031.0,20424.2,47.8%,45,15(15%)/35(20%)/45(20%),MDD/勝率為估算值
2766,12:30-12:45,1030.2,8162.6,38.3%,45,25(15%)/35(15%)/40(20%),MDD/勝率為估算值
2415,12:30-12:45,1028.2,3022.8,55.5%,45,20(15%)/30(15%)/40(20%),MDD/勝率為估算值
2202,12:30-12:45,1028.1,4271.2,50.7%,45,15(20%)/30(15%)/45(20%),MDD/勝率為估算值
2169,12:30-12:45,1027.9,1605.9,54.5%,45,15(20%)/25(10%)/50(20%),MDD/勝率為估算值
2541,12:30-12:45,1025.7,6589.3,50.7%,45,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
2214,12:30-12:45,1024.8,4097.8,50.7%,45,15(20%)/30(20%)/50(20%),MDD/勝率為估算值
2343,12:30-12:45,1024.8,10132.9,50.7%,45,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
2592,12:30-12:45,1023.8,13792.2,49.7%,45,20(20%)/40(20%)/50(20%),MDD/勝率為估算值
2667,12:30-12:45,1023.7,7690.1,39.1%,45,25(10%)/35(20%)/40(20%),MDD/勝率為估算值
2400,12:30-12:45,1023.5,2335.6,56.4%,45,20(15%)/25(20%)/45(20%),MDD/勝率為估算值
2580,12:30-12:45,1023.4,15161.6,49.7%,45,20(20%)/40(15%)/45(20%),MDD/勝率為估算值
2271,12:30-12:45,1022.9,1532.5,57.4%,45,20(10%)/25(10%)/40(20%),MDD/勝率為估算值
1974,12:30-12:45,1022.5,2844.5,52.6%,45,15(10%)/30(10%)/40(20%),MDD/勝率為估算值
2070,12:30-12:45,1021.2,1769.5,53.6%,45,15(15%)/25(15%)/50(20%),MDD/勝率為估算值
2259,12:30-12:45,1021.0,8976.2,46.9%,45,15(20%)/40(15%)/50(20%),MDD/勝率為估算值
2247,12:30-12:45,1020.5,10269.3,46.9%,45,15(20%)/40(10%)/45(20%),MDD/勝率為估算值
2316,12:30-12:45,1019.8,3359.3,55.5%,45,20(10%)/30(20%)/40(20%),MDD/勝率為估算值
2058,12:30-12:45,1018.5,1873.4,54.5%,45,15(15%)/25(10%)/45(20%),MDD/勝率為估算值
2514,12:30-12:45,1016.6,2997.3,55.5%,45,20(20%)/30(10%)/40(20%),MDD/勝率為估算值
2103,12:30-12:45,1015.5,5460.6,50.7%,45,15(15%)/30(20%)/45(20%),MDD/勝率為估算值
1971,12:30-12:45,1014.5,1951.4,53.6%,45,15(10%)/25(20%)/50(20%),MDD/勝率為估算值
2892,12:30-12:45,1012.9,5918.8,38.3%,45,25(20%)/40(10%)/40(20%),MDD/勝率為估算值
1959,12:30-12:45,1011.9,2063.4,54.5%,45,15(10%)/25(15%)/45(20%),MDD/勝率為估算值
2613,12:30-12:45,1009.3,9738.6,54.5%,45,25(10%)/25(20%)/40(20%),MDD/勝率為估算值
2160,12:30-12:45,1008.9,15978.8,46.9%,45,15(15%)/40(20%)/50(20%),MDD/勝率為估算值
2511,12:30-12:45,1008.6,2358.2,56.4%,45,20(20%)/25(20%)/50(20%),MDD/勝率為估算值
2856,12:30-12:45,1008.6,7282.1,42.6%,44,25(20%)/30(20%)/40(20%),MDD/勝率為估算值
2148,12:30-12:45,1008.4,19773.1,46.9%,45,15(15%)/40(15%)/45(20%),MDD/勝率為估算值
2793,12:30-12:45,1007.8,5960.1,38.3%,45,25(15%)/40(15%)/40(20%),MDD/勝率為估算值
2109,12:30-12:45,1007.6,8881.0,47.8%,45,15(15%)/35(10%)/40(20%),MDD/勝率為估算值
2499,12:30-12:45,1006.0,2400.7,56.4%,45,20(20%)/25(15%)/45(20%),MDD/勝率為估算值
2370,12:30-12:45,1003.8,29727.9,50.7%,45,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
2460,12:30-12:45,1003.8,8409.1,49.7%,45,20(15%)/40(10%)/40(20%),MDD/勝率為估算值
2712,12:30-12:45,1003.4,8613.4,53.5%,43,25(15%)/25(15%)/40(20%),MDD/勝率為估算值
2694,12:30-12:45,1002.7,5825.0,39.1%,45,25(10%)/40(20%)/40(20%),MDD/勝率為估算值
