實驗ID,時間區間,空方損益,空方MDD估算,空方勝率估算,空方交易次數,參數,備註
2966,12:45-13:00,510.4,449.0,50.8%,78,15(10%)/30(20%)/45(20%),MDD/勝率為估算值
3242,12:45-13:00,509.2,381.0,51.4%,77,20(10%)/25(10%)/40(20%),MDD/勝率為估算值
3386,12:45-13:00,505.2,437.0,50.0%,77,20(15%)/30(15%)/40(20%),MDD/勝率為估算值
1304,12:15-12:30,502.8,891.0,45.1%,100,20(10%)/25(10%)/50(20%),MDD/勝率為估算值
3287,12:45-13:00,499.5,435.0,50.8%,78,20(10%)/30(20%)/40(20%),MDD/勝率為估算值
3383,12:45-13:00,497.6,485.0,49.4%,78,20(15%)/30(10%)/50(20%),MDD/勝率為估算值
3326,12:45-13:00,494.5,521.0,47.9%,78,20(10%)/40(10%)/45(20%),MDD/勝率為估算值
3053,12:45-13:00,493.5,437.0,49.4%,78,15(15%)/30(10%)/40(20%),MDD/勝率為估算值
3284,12:45-13:00,491.9,484.0,50.8%,78,20(10%)/30(15%)/50(20%),MDD/勝率為估算值
3299,12:45-13:00,490.6,536.0,49.4%,78,20(10%)/35(10%)/45(20%),MDD/勝率為估算值
3704,12:45-13:00,490.6,450.0,47.9%,78,25(15%)/30(10%)/45(20%),MDD/勝率為估算值
3254,12:45-13:00,490.2,391.0,52.2%,78,20(10%)/25(15%)/45(20%),MDD/勝率為估算值
2918,12:45-13:00,489.1,392.0,50.0%,77,15(10%)/25(10%)/40(20%),MDD/勝率為估算值
3605,12:45-13:00,488.2,448.0,49.4%,78,25(10%)/30(15%)/45(20%),MDD/勝率為估算值
3353,12:45-13:00,488.1,395.0,50.8%,78,20(15%)/25(10%)/45(20%),MDD/勝率為估算值
2963,12:45-13:00,486.6,442.0,50.8%,78,15(10%)/30(20%)/40(20%),MDD/勝率為估算值
3497,12:45-13:00,486.1,455.0,49.4%,78,20(20%)/30(15%)/45(20%),MDD/勝率為估算值
3164,12:45-13:00,482.0,453.0,49.4%,78,15(20%)/30(10%)/45(20%),MDD/勝率為估算值
3398,12:45-13:00,480.4,448.0,50.8%,78,20(15%)/30(20%)/45(20%),MDD/勝率為估算值
2960,12:45-13:00,478.9,491.0,50.8%,78,15(10%)/30(15%)/50(20%),MDD/勝率為估算值
2975,12:45-13:00,477.7,543.0,49.4%,78,15(10%)/35(10%)/45(20%),MDD/勝率為估算值
3323,12:45-13:00,470.7,514.0,47.9%,78,20(10%)/40(10%)/40(20%),MDD/勝率為估算值
3065,12:45-13:00,470.3,449.0,50.0%,77,15(15%)/30(15%)/45(20%),MDD/勝率為估算值
2930,12:45-13:00,470.1,403.0,50.8%,78,15(10%)/25(15%)/45(20%),MDD/勝率為估算值
3701,12:45-13:00,466.9,443.0,47.9%,78,25(15%)/30(10%)/40(20%),MDD/勝率為估算值
3296,12:45-13:00,466.8,529.0,49.4%,78,20(10%)/35(10%)/40(20%),MDD/勝率為估算值
3251,12:45-13:00,466.4,384.0,52.2%,78,20(10%)/25(15%)/40(20%),MDD/勝率為估算值
3350,12:45-13:00,464.4,388.0,50.8%,78,20(15%)/25(10%)/40(20%),MDD/勝率為估算值
3602,12:45-13:00,464.4,441.0,49.4%,78,25(10%)/30(15%)/40(20%),MDD/勝率為估算值
3494,12:45-13:00,462.4,448.0,49.4%,78,20(20%)/30(15%)/40(20%),MDD/勝率為估算值
3161,12:45-13:00,458.2,446.0,49.4%,78,15(20%)/30(10%)/40(20%),MDD/勝率為估算值
3599,12:45-13:00,456.8,489.0,48.6%,77,25(10%)/30(10%)/50(20%),MDD/勝率為估算值
3395,12:45-13:00,456.6,441.0,50.8%,78,20(15%)/30(20%)/40(20%),MDD/勝率為估算值
3434,12:45-13:00,455.1,524.0,47.9%,78,20(15%)/40(10%)/45(20%),MDD/勝率為估算值
3491,12:45-13:00,454.7,496.0,49.4%,78,20(20%)/30(10%)/50(20%),MDD/勝率為估算值
2972,12:45-13:00,453.9,536.0,49.4%,78,15(10%)/35(10%)/40(20%),MDD/勝率為估算值
3248,12:45-13:00,453.0,434.0,51.4%,77,20(10%)/25(10%)/50(20%),MDD/勝率為估算值
1305,12:15-12:30,452.5,1440.3,36.0%,66,20(10%)/25(10%)/50(20%),MDD/勝率為估算值
3569,12:45-13:00,451.4,404.0,50.0%,77,25(10%)/25(10%)/45(20%),MDD/勝率為估算值
3407,12:45-13:00,451.1,539.0,49.4%,78,20(15%)/35(10%)/45(20%),MDD/勝率為估算值
3392,12:45-13:00,449.0,490.0,50.0%,77,20(15%)/30(15%)/50(20%),MDD/勝率為估算值
3263,12:45-13:00,447.5,396.0,52.2%,78,20(10%)/25(20%)/45(20%),MDD/勝率為估算值
3062,12:45-13:00,446.5,442.0,50.0%,77,15(15%)/30(15%)/40(20%),MDD/勝率為估算值
2927,12:45-13:00,446.4,396.0,50.8%,78,15(10%)/25(15%)/40(20%),MDD/勝率為估算值
3362,12:45-13:00,445.4,398.0,51.4%,77,20(15%)/25(15%)/45(20%),MDD/勝率為估算值
3335,12:45-13:00,443.6,533.0,47.9%,78,20(10%)/40(15%)/45(20%),MDD/勝率為估算值
3293,12:45-13:00,443.3,488.0,50.8%,78,20(10%)/30(20%)/50(20%),MDD/勝率為估算值
3461,12:45-13:00,443.3,407.0,50.8%,78,20(20%)/25(10%)/45(20%),MDD/勝率為估算值
3713,12:45-13:00,442.1,455.0,48.6%,77,25(15%)/30(15%)/45(20%),MDD/勝率為估算值
3308,12:45-13:00,441.8,546.0,49.4%,78,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
3002,12:45-13:00,441.0,528.0,47.9%,78,15(10%)/40(10%)/45(20%),MDD/勝率為估算值
3812,12:45-13:00,440.9,464.0,47.9%,78,25(20%)/30(10%)/45(20%),MDD/勝率為估算值
3614,12:45-13:00,439.7,452.0,49.4%,78,25(10%)/30(20%)/45(20%),MDD/勝率為估算值
1412,12:15-12:30,438.4,901.0,43.8%,103,20(15%)/25(10%)/50(20%),MDD/勝率為估算值
3506,12:45-13:00,437.6,459.0,50.0%,77,20(20%)/30(20%)/45(20%),MDD/勝率為估算值
3059,12:45-13:00,437.3,490.0,49.4%,78,15(15%)/30(10%)/50(20%),MDD/勝率為估算值
3173,12:45-13:00,435.0,458.0,49.4%,78,15(20%)/30(15%)/45(20%),MDD/勝率為估算值
2924,12:45-13:00,432.9,445.0,50.0%,77,15(10%)/25(10%)/50(20%),MDD/勝率為估算值
1629,12:15-12:30,431.2,1230.7,35.7%,65,25(10%)/25(10%)/50(20%),MDD/勝率為估算值
3431,12:45-13:00,431.2,517.0,47.9%,78,20(15%)/40(10%)/40(20%),MDD/勝率為估算值
2969,12:45-13:00,430.4,495.0,50.8%,78,15(10%)/30(20%)/50(20%),MDD/勝率為估算值
2984,12:45-13:00,428.9,553.0,49.4%,78,15(10%)/35(15%)/45(20%),MDD/勝率為估算值
980,12:15-12:30,428.3,938.0,46.2%,100,15(10%)/25(10%)/50(20%),MDD/勝率為估算值
3566,12:45-13:00,427.6,413.0,50.0%,77,25(10%)/25(10%)/40(20%),MDD/勝率為估算值
2939,12:45-13:00,427.4,409.0,50.8%,78,15(10%)/25(20%)/45(20%),MDD/勝率為估算值
3404,12:45-13:00,427.4,532.0,49.4%,78,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
3029,12:45-13:00,425.6,405.0,49.4%,78,15(15%)/25(10%)/45(20%),MDD/勝率為估算值
1313,12:15-12:30,423.7,900.0,47.0%,103,20(10%)/25(15%)/50(20%),MDD/勝率為估算值
3260,12:45-13:00,423.7,389.0,52.2%,78,20(10%)/25(20%)/40(20%),MDD/勝率為估算值
3074,12:45-13:00,423.3,453.0,50.8%,78,15(15%)/30(20%)/45(20%),MDD/勝率為估算值
3359,12:45-13:00,421.6,391.0,51.4%,77,20(15%)/25(15%)/40(20%),MDD/勝率為估算值
3332,12:45-13:00,419.8,526.0,47.9%,78,20(10%)/40(15%)/40(20%),MDD/勝率為估算值
3458,12:45-13:00,419.5,400.0,50.8%,78,20(20%)/25(10%)/40(20%),MDD/勝率為估算值
3710,12:45-13:00,418.3,448.0,48.6%,77,25(15%)/30(15%)/40(20%),MDD/勝率為估算值
3305,12:45-13:00,417.9,539.0,49.4%,78,20(10%)/35(15%)/40(20%),MDD/勝率為估算值
2999,12:45-13:00,417.2,521.0,47.9%,78,15(10%)/40(10%)/40(20%),MDD/勝率為估算值
3809,12:45-13:00,417.1,457.0,47.9%,78,25(20%)/30(10%)/40(20%),MDD/勝率為估算值
3611,12:45-13:00,415.9,445.0,49.4%,78,25(10%)/30(20%)/40(20%),MDD/勝率為估算值
3329,12:45-13:00,414.5,567.0,47.9%,78,20(10%)/40(10%)/50(20%),MDD/勝率為估算值
3503,12:45-13:00,413.8,452.0,50.0%,77,20(20%)/30(20%)/40(20%),MDD/勝率為估算值
3515,12:45-13:00,411.7,546.0,49.4%,78,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
3170,12:45-13:00,411.2,451.0,49.4%,78,15(20%)/30(15%)/40(20%),MDD/勝率為估算值
3650,12:45-13:00,410.9,531.0,47.9%,78,25(10%)/40(10%)/45(20%),MDD/勝率為估算值
3302,12:45-13:00,410.6,582.0,49.4%,78,20(10%)/35(10%)/50(20%),MDD/勝率為估算值
3707,12:45-13:00,410.6,496.0,47.9%,78,25(15%)/30(10%)/50(20%),MDD/勝率為估算值
3257,12:45-13:00,410.2,437.0,52.2%,78,20(10%)/25(15%)/50(20%),MDD/勝率為估算值
3578,12:45-13:00,408.6,421.0,50.8%,78,25(10%)/25(15%)/45(20%),MDD/勝率為估算值
3608,12:45-13:00,408.2,494.0,49.4%,78,25(10%)/30(15%)/50(20%),MDD/勝率為估算值
3356,12:45-13:00,408.1,441.0,50.8%,78,20(15%)/25(10%)/50(20%),MDD/勝率為估算值
3623,12:45-13:00,407.0,546.0,47.9%,78,25(10%)/35(10%)/45(20%),MDD/勝率為估算值
3500,12:45-13:00,406.1,501.0,49.4%,78,20(20%)/30(15%)/50(20%),MDD/勝率為估算值
1413,12:15-12:30,405.9,1232.8,35.4%,68,20(15%)/25(10%)/50(20%),MDD/勝率為估算值
3677,12:45-13:00,405.2,424.0,49.4%,78,25(15%)/25(10%)/45(20%),MDD/勝率為估算值
2981,12:45-13:00,405.1,546.0,49.4%,78,15(10%)/35(15%)/40(20%),MDD/勝率為估算值
3443,12:45-13:00,404.1,536.0,47.9%,78,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
2936,12:45-13:00,403.6,402.0,50.8%,78,15(10%)/25(20%)/40(20%),MDD/勝率為估算值
3371,12:45-13:00,402.6,403.0,50.8%,78,20(15%)/25(20%)/45(20%),MDD/勝率為估算值
3416,12:45-13:00,402.3,549.0,49.4%,78,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
3167,12:45-13:00,402.0,499.0,49.4%,78,15(20%)/30(10%)/50(20%),MDD/勝率為估算值
3026,12:45-13:00,401.8,398.0,49.4%,78,15(15%)/25(10%)/40(20%),MDD/勝率為估算值
3083,12:45-13:00,401.8,544.0,49.4%,78,15(15%)/35(10%)/45(20%),MDD/勝率為估算值
3470,12:45-13:00,400.6,410.0,50.8%,78,20(20%)/25(15%)/45(20%),MDD/勝率為估算值
3401,12:45-13:00,400.4,494.0,50.8%,78,20(15%)/30(20%)/50(20%),MDD/勝率為估算值
3071,12:45-13:00,399.5,446.0,50.8%,78,15(15%)/30(20%)/40(20%),MDD/勝率為估算值
3273,12:45-13:00,398.6,178.9,47.8%,53,20(10%)/30(10%)/45(20%),MDD/勝率為估算值
2978,12:45-13:00,397.7,589.0,49.4%,78,15(10%)/35(10%)/50(20%),MDD/勝率為估算值
3722,12:45-13:00,393.6,459.0,49.4%,78,25(15%)/30(20%)/45(20%),MDD/勝率為估算值
3317,12:45-13:00,392.9,555.0,49.4%,78,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
3344,12:45-13:00,392.7,542.0,47.9%,78,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
3821,12:45-13:00,392.4,469.0,47.9%,78,25(20%)/30(15%)/45(20%),MDD/勝率為估算值
3068,12:45-13:00,390.3,495.0,50.0%,77,15(15%)/30(15%)/50(20%),MDD/勝率為估算值
2933,12:45-13:00,390.1,449.0,50.8%,78,15(10%)/25(15%)/50(20%),MDD/勝率為估算值
3011,12:45-13:00,390.1,540.0,47.9%,78,15(10%)/40(15%)/45(20%),MDD/勝率為估算值
1314,12:15-12:30,389.8,1168.0,36.9%,68,20(10%)/25(15%)/50(20%),MDD/勝率為估算值
3137,12:45-13:00,388.7,415.0,49.4%,78,15(20%)/25(10%)/45(20%),MDD/勝率為估算值
3182,12:45-13:00,388.0,462.0,50.0%,77,15(20%)/30(20%)/45(20%),MDD/勝率為估算值
3512,12:45-13:00,387.9,539.0,49.4%,78,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
3647,12:45-13:00,387.1,524.0,47.9%,78,25(10%)/40(10%)/40(20%),MDD/勝率為估算值
3575,12:45-13:00,384.9,430.0,50.8%,78,25(10%)/25(15%)/40(20%),MDD/勝率為估算值
3038,12:45-13:00,384.1,409.0,50.0%,77,15(15%)/25(15%)/45(20%),MDD/勝率為估算值
3620,12:45-13:00,383.2,539.0,47.9%,78,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
3270,12:45-13:00,382.8,186.2,47.8%,53,20(10%)/30(10%)/40(20%),MDD/勝率為估算值
3674,12:45-13:00,381.4,433.0,49.4%,78,25(15%)/25(10%)/40(20%),MDD/勝率為估算值
3440,12:45-13:00,380.4,529.0,47.9%,78,20(15%)/40(15%)/40(20%),MDD/勝率為估算值
2993,12:45-13:00,380.0,562.0,49.4%,78,15(10%)/35(20%)/45(20%),MDD/勝率為估算值
3368,12:45-13:00,378.9,396.0,50.8%,78,20(15%)/25(20%)/40(20%),MDD/勝率為估算值
3413,12:45-13:00,378.5,542.0,49.4%,78,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
1737,12:15-12:30,378.3,1039.6,33.9%,68,25(15%)/25(10%)/50(20%),MDD/勝率為估算值
3080,12:45-13:00,378.0,537.0,49.4%,78,15(15%)/35(10%)/40(20%),MDD/勝率為估算值
3467,12:45-13:00,376.8,403.0,50.8%,78,20(20%)/25(15%)/40(20%),MDD/勝率為估算值
3437,12:45-13:00,375.1,570.0,47.9%,78,20(15%)/40(10%)/50(20%),MDD/勝率為估算值
981,12:15-12:30,374.6,1121.1,37.5%,66,15(10%)/25(10%)/50(20%),MDD/勝率為估算值
1520,12:15-12:30,374.0,917.0,43.8%,103,20(20%)/25(10%)/50(20%),MDD/勝率為估算值
3542,12:45-13:00,373.6,531.0,47.9%,78,20(20%)/40(10%)/45(20%),MDD/勝率為估算值
1638,12:15-12:30,371.7,1006.1,38.4%,68,25(10%)/25(15%)/50(20%),MDD/勝率為估算值
3572,12:45-13:00,371.4,447.0,50.0%,77,25(10%)/25(10%)/50(20%),MDD/勝率為估算值
3410,12:45-13:00,371.1,585.0,49.4%,78,20(15%)/35(10%)/50(20%),MDD/勝率為估算值
1301,12:15-12:30,371.0,904.0,45.1%,100,20(10%)/25(10%)/45(20%),MDD/勝率為估算值
3191,12:45-13:00,369.9,549.0,49.4%,78,15(20%)/35(10%)/45(20%),MDD/勝率為估算值
3719,12:45-13:00,369.8,452.0,49.4%,78,25(15%)/30(20%)/40(20%),MDD/勝率為估算值
3314,12:45-13:00,369.1,548.0,49.4%,78,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
1298,12:15-12:30,369.0,906.0,45.7%,101,20(10%)/25(10%)/40(20%),MDD/勝率為估算值
3341,12:45-13:00,368.9,535.0,47.9%,78,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
3818,12:45-13:00,368.6,462.0,47.9%,78,25(20%)/30(15%)/40(20%),MDD/勝率為估算值
3758,12:45-13:00,368.1,535.0,47.9%,78,25(15%)/40(10%)/45(20%),MDD/勝率為估算值
3266,12:45-13:00,367.5,442.0,52.2%,78,20(10%)/25(20%)/50(20%),MDD/勝率為估算值
3381,12:45-13:00,366.9,183.1,47.4%,54,20(15%)/30(10%)/45(20%),MDD/勝率為估算值
3110,12:45-13:00,366.8,529.0,47.9%,78,15(15%)/40(10%)/45(20%),MDD/勝率為估算值
3008,12:45-13:00,366.3,533.0,47.9%,78,15(10%)/40(15%)/40(20%),MDD/勝率為估算值
3365,12:45-13:00,365.4,444.0,51.4%,77,20(15%)/25(15%)/50(20%),MDD/勝率為估算值
3134,12:45-13:00,364.9,408.0,49.4%,78,15(20%)/25(10%)/40(20%),MDD/勝率為估算值
3179,12:45-13:00,364.2,455.0,50.0%,77,15(20%)/30(20%)/40(20%),MDD/勝率為估算值
3731,12:45-13:00,364.2,550.0,47.9%,78,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
1322,12:15-12:30,364.0,912.0,47.0%,103,20(10%)/25(20%)/50(20%),MDD/勝率為估算值
3338,12:45-13:00,363.6,579.0,47.9%,78,20(10%)/40(15%)/50(20%),MDD/勝率為估算值
3464,12:45-13:00,363.3,453.0,50.8%,78,20(20%)/25(10%)/50(20%),MDD/勝率為估算值
1358,12:15-12:30,363.0,1078.0,41.7%,103,20(10%)/35(10%)/50(20%),MDD/勝率為估算值
2949,12:45-13:00,363.0,163.9,49.6%,53,15(10%)/30(10%)/45(20%),MDD/勝率為估算值
3524,12:45-13:00,362.9,556.0,49.4%,78,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
3686,12:45-13:00,362.5,441.0,50.0%,77,25(15%)/25(15%)/45(20%),MDD/勝率為估算值
3587,12:45-13:00,362.3,441.0,50.8%,78,25(10%)/25(20%)/45(20%),MDD/勝率為估算值
3716,12:45-13:00,362.1,501.0,48.6%,77,25(15%)/30(15%)/50(20%),MDD/勝率為估算值
3311,12:45-13:00,361.8,592.0,49.4%,78,20(10%)/35(15%)/50(20%),MDD/勝率為估算值
1302,12:15-12:30,361.3,1158.3,36.8%,66,20(10%)/25(10%)/45(20%),MDD/勝率為估算值
3005,12:45-13:00,361.0,574.0,47.9%,78,15(10%)/40(10%)/50(20%),MDD/勝率為估算值
3815,12:45-13:00,360.9,510.0,47.9%,78,25(20%)/30(10%)/50(20%),MDD/勝率為估算值
3282,12:45-13:00,360.7,184.1,48.2%,54,20(10%)/30(15%)/45(20%),MDD/勝率為估算值
3035,12:45-13:00,360.4,402.0,50.0%,77,15(15%)/25(15%)/40(20%),MDD/勝率為估算值
3659,12:45-13:00,360.0,543.0,47.9%,78,25(10%)/40(15%)/45(20%),MDD/勝率為估算值
3617,12:45-13:00,359.7,498.0,49.4%,78,25(10%)/30(20%)/50(20%),MDD/勝率為估算值
1521,12:15-12:30,359.4,1048.4,35.4%,68,20(20%)/25(10%)/50(20%),MDD/勝率為估算值
1421,12:15-12:30,359.3,910.0,44.4%,99,20(15%)/25(15%)/50(20%),MDD/勝率為估算值
3785,12:45-13:00,359.1,448.0,49.4%,78,25(20%)/25(10%)/45(20%),MDD/勝率為估算值
3632,12:45-13:00,358.1,556.0,47.9%,78,25(10%)/35(15%)/45(20%),MDD/勝率為估算值
3479,12:45-13:00,357.8,416.0,50.0%,77,20(20%)/25(20%)/45(20%),MDD/勝率為估算值
3509,12:45-13:00,357.6,505.0,50.0%,77,20(20%)/30(20%)/50(20%),MDD/勝率為估算值
2990,12:45-13:00,356.2,555.0,49.4%,78,15(10%)/35(20%)/40(20%),MDD/勝率為估算值
3176,12:45-13:00,355.0,504.0,49.4%,78,15(20%)/30(15%)/50(20%),MDD/勝率為估算值
3425,12:45-13:00,353.4,558.0,49.4%,78,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
3452,12:45-13:00,353.2,545.0,47.9%,78,20(15%)/40(20%)/45(20%),MDD/勝率為估算值
3092,12:45-13:00,352.9,554.0,49.4%,78,15(15%)/35(15%)/45(20%),MDD/勝率為估算值
989,12:15-12:30,352.4,943.0,48.1%,103,15(10%)/25(15%)/50(20%),MDD/勝率為估算值
3378,12:45-13:00,351.1,191.4,47.4%,54,20(15%)/30(10%)/40(20%),MDD/勝率為估算值
3539,12:45-13:00,349.8,524.0,47.9%,78,20(20%)/40(10%)/40(20%),MDD/勝率為估算值
2987,12:45-13:00,348.9,599.0,49.4%,78,15(10%)/35(15%)/50(20%),MDD/勝率為估算值
2942,12:45-13:00,347.4,455.0,50.8%,78,15(10%)/25(20%)/50(20%),MDD/勝率為估算值
2946,12:45-13:00,347.2,169.8,49.6%,53,15(10%)/30(10%)/40(20%),MDD/勝率為估算值
3146,12:45-13:00,347.2,419.0,49.4%,78,15(20%)/25(15%)/45(20%),MDD/勝率為估算值
3276,12:45-13:00,347.2,174.7,47.8%,53,20(10%)/30(10%)/50(20%),MDD/勝率為估算值
1323,12:15-12:30,346.5,995.0,36.9%,68,20(10%)/25(20%)/50(20%),MDD/勝率為估算值
3188,12:45-13:00,346.1,542.0,49.4%,78,15(20%)/35(10%)/40(20%),MDD/勝率為估算值
3032,12:45-13:00,345.6,451.0,49.4%,78,15(15%)/25(10%)/50(20%),MDD/勝率為估算值
3279,12:45-13:00,344.9,192.8,48.2%,54,20(10%)/30(15%)/40(20%),MDD/勝率為估算值
3755,12:45-13:00,344.4,528.0,47.9%,78,25(15%)/40(10%)/40(20%),MDD/勝率為估算值
3830,12:45-13:00,343.8,473.0,48.6%,77,25(20%)/30(20%)/45(20%),MDD/勝率為估算值
3077,12:45-13:00,343.3,499.0,50.8%,78,15(15%)/30(20%)/50(20%),MDD/勝率為估算值
1422,12:15-12:30,343.2,988.7,35.5%,65,20(15%)/25(15%)/50(20%),MDD/勝率為估算值
3107,12:45-13:00,343.0,522.0,47.9%,78,15(15%)/40(10%)/40(20%),MDD/勝率為估算值
3047,12:45-13:00,342.7,415.0,50.8%,78,15(15%)/25(20%)/45(20%),MDD/勝率為估算值
3728,12:45-13:00,340.4,552.0,47.9%,78,25(15%)/35(10%)/40(20%),MDD/勝率為估算值
1626,12:15-12:30,340.0,956.1,36.2%,65,25(10%)/25(10%)/45(20%),MDD/勝率為估算值
3020,12:45-13:00,339.2,549.0,47.9%,78,15(10%)/40(20%)/45(20%),MDD/勝率為估算值
3521,12:45-13:00,339.1,549.0,49.4%,78,20(20%)/35(15%)/40(20%),MDD/勝率為估算值
3683,12:45-13:00,338.7,450.0,50.0%,77,25(15%)/25(15%)/40(20%),MDD/勝率為估算值
3584,12:45-13:00,338.5,450.0,50.8%,78,25(10%)/25(20%)/40(20%),MDD/勝率為估算值
3218,12:45-13:00,336.6,534.0,47.9%,78,15(20%)/40(10%)/45(20%),MDD/勝率為估算值
3656,12:45-13:00,336.2,536.0,47.9%,78,25(10%)/40(15%)/40(20%),MDD/勝率為估算值
3782,12:45-13:00,335.3,457.0,49.4%,78,25(20%)/25(10%)/40(20%),MDD/勝率為估算值
3489,12:45-13:00,335.2,189.7,47.4%,54,20(20%)/30(10%)/45(20%),MDD/勝率為估算值
3629,12:45-13:00,334.4,562.0,47.9%,78,25(10%)/35(15%)/40(20%),MDD/勝率為估算值
3476,12:45-13:00,334.0,409.0,50.0%,77,20(20%)/25(20%)/40(20%),MDD/勝率為估算值
3246,12:45-13:00,332.8,149.3,49.6%,53,20(10%)/25(10%)/45(20%),MDD/勝率為估算值
3518,12:45-13:00,331.7,592.0,49.4%,78,20(20%)/35(10%)/50(20%),MDD/勝率為估算值
1647,12:15-12:30,331.6,919.0,38.4%,68,25(10%)/25(20%)/50(20%),MDD/勝率為估算值
3653,12:45-13:00,330.9,577.0,47.9%,78,25(10%)/40(10%)/50(20%),MDD/勝率為估算值
1359,12:15-12:30,329.8,943.7,32.5%,68,20(10%)/35(10%)/50(20%),MDD/勝率為估算值
3422,12:45-13:00,329.6,551.0,49.4%,78,20(15%)/35(20%)/40(20%),MDD/勝率為估算值
3449,12:45-13:00,329.4,538.0,47.9%,78,20(15%)/40(20%)/40(20%),MDD/勝率為估算值
3089,12:45-13:00,329.1,547.0,49.4%,78,15(15%)/35(15%)/40(20%),MDD/勝率為估算值
3390,12:45-13:00,329.0,188.8,47.8%,53,20(15%)/30(15%)/45(20%),MDD/勝率為估算值
3581,12:45-13:00,328.6,450.0,50.8%,78,25(10%)/25(15%)/50(20%),MDD/勝率為估算值
1332,12:15-12:30,327.0,943.7,33.9%,68,20(10%)/30(10%)/50(20%),MDD/勝率為估算值
3626,12:45-13:00,327.0,592.0,47.9%,78,25(10%)/35(10%)/50(20%),MDD/勝率為估算值
1331,12:15-12:30,326.9,1065.0,42.7%,103,20(10%)/30(10%)/50(20%),MDD/勝率為估算值
1845,12:15-12:30,325.4,904.8,33.9%,68,25(20%)/25(10%)/50(20%),MDD/勝率為估算值
3680,12:45-13:00,325.2,453.0,49.4%,78,25(15%)/25(10%)/50(20%),MDD/勝率為估算值
2958,12:45-13:00,325.1,166.5,50.0%,54,15(10%)/30(15%)/45(20%),MDD/勝率為估算值
3446,12:45-13:00,324.1,582.0,47.9%,78,20(15%)/40(15%)/50(20%),MDD/勝率為估算值
3143,12:45-13:00,323.4,412.0,49.4%,78,15(20%)/25(15%)/40(20%),MDD/勝率為估算值
3291,12:45-13:00,322.8,191.7,48.2%,54,20(10%)/30(20%)/45(20%),MDD/勝率為估算值
3551,12:45-13:00,322.7,543.0,47.9%,78,20(20%)/40(15%)/45(20%),MDD/勝率為估算值
