實驗ID,時間區間,空方損益,空方MDD估算,空方勝率估算,空方交易次數,參數,備註
1394,12:15-12:30,193.7,1165.0,39.5%,103,20(10%)/40(15%)/50(20%),MDD/勝率為估算值
3072,12:45-13:00,193.6,174.2,45.0%,54,15(15%)/30(20%)/40(20%),MDD/勝率為估算值
1493,12:15-12:30,193.2,1157.0,39.5%,103,20(15%)/40(10%)/50(20%),MDD/勝率為估算值
3212,12:45-13:00,192.2,614.0,49.4%,78,15(20%)/35(20%)/50(20%),MDD/勝率為估算值
3563,12:45-13:00,191.8,598.0,47.9%,78,20(20%)/40(20%)/50(20%),MDD/勝率為估算值
3878,12:45-13:00,190.9,603.0,47.9%,78,25(20%)/40(15%)/50(20%),MDD/勝率為估算值
3806,12:45-13:00,190.0,506.0,49.2%,76,25(20%)/25(20%)/50(20%),MDD/勝率為估算值
3324,12:45-13:00,189.9,175.7,41.1%,54,20(10%)/40(10%)/40(20%),MDD/勝率為估算值
3408,12:45-13:00,189.7,186.9,42.6%,54,20(15%)/35(10%)/45(20%),MDD/勝率為估算值
3851,12:45-13:00,189.1,617.0,47.9%,78,25(20%)/35(15%)/50(20%),MDD/勝率為估算值
1800,12:15-12:30,188.7,997.2,32.0%,67,25(15%)/35(15%)/50(20%),MDD/勝率為估算值
1701,12:15-12:30,187.6,995.2,32.5%,68,25(10%)/35(20%)/50(20%),MDD/勝率為估算值
1752,12:15-12:30,187.5,995.0,38.4%,68,25(15%)/25(20%)/45(20%),MDD/勝率為估算值
1448,12:15-12:30,187.4,1080.0,42.1%,102,20(15%)/30(15%)/50(20%),MDD/勝率為估算值
3717,12:45-13:00,187.1,354.5,51.6%,53,25(15%)/30(15%)/50(20%),MDD/勝率為估算值
3752,12:45-13:00,186.6,619.0,47.9%,78,25(15%)/35(20%)/50(20%),MDD/勝率為估算值
3779,12:45-13:00,186.3,602.0,47.9%,78,25(15%)/40(20%)/50(20%),MDD/勝率為估算值
1641,12:15-12:30,185.4,948.3,38.4%,68,25(10%)/25(20%)/40(20%),MDD/勝率為估算值
3618,12:45-13:00,185.4,360.3,52.1%,54,25(10%)/30(20%)/50(20%),MDD/勝率為估算值
3816,12:45-13:00,185.2,348.2,51.1%,54,25(20%)/30(10%)/50(20%),MDD/勝率為估算值
1017,12:15-12:30,185.1,866.8,35.4%,68,15(10%)/30(15%)/50(20%),MDD/勝率為估算值
3131,12:45-13:00,185.0,596.0,47.9%,78,15(15%)/40(20%)/50(20%),MDD/勝率為估算值
3720,12:45-13:00,184.8,563.9,52.1%,54,25(15%)/30(20%)/40(20%),MDD/勝率為估算值
1383,12:15-12:30,184.7,840.3,31.7%,68,20(10%)/40(10%)/45(20%),MDD/勝率為估算值
3138,12:45-13:00,184.4,105.3,45.0%,54,15(20%)/25(10%)/45(20%),MDD/勝率為估算值
3477,12:45-13:00,184.0,168.8,48.7%,53,20(20%)/25(20%)/40(20%),MDD/勝率為估算值
996,12:15-12:30,183.8,781.5,39.1%,68,15(10%)/25(20%)/45(20%),MDD/勝率為估算值
1428,12:15-12:30,183.8,804.3,37.6%,68,20(15%)/25(20%)/45(20%),MDD/勝率為估算值
1353,12:15-12:30,183.6,795.0,33.2%,68,20(10%)/35(10%)/40(20%),MDD/勝率為估算值
3183,12:45-13:00,183.4,164.4,44.6%,53,15(20%)/30(20%)/45(20%),MDD/勝率為估算值
1032,12:15-12:30,183.3,818.3,34.7%,68,15(10%)/35(10%)/45(20%),MDD/勝率為估算值
1568,12:15-12:30,183.2,1103.0,42.7%,103,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
3819,12:45-13:00,182.9,551.7,51.1%,54,25(20%)/30(15%)/40(20%),MDD/勝率為估算值
2976,12:45-13:00,182.4,152.1,44.2%,54,15(10%)/35(10%)/45(20%),MDD/勝率為估算值
1719,12:15-12:30,182.1,1006.2,31.0%,68,25(10%)/40(15%)/50(20%),MDD/勝率為估算值
3375,12:45-13:00,182.1,142.4,44.2%,54,20(15%)/25(20%)/50(20%),MDD/勝率為估算值
1625,12:15-12:30,181.4,903.0,44.4%,99,25(10%)/25(10%)/45(20%),MDD/勝率為估算值
3309,12:45-13:00,181.4,185.6,42.6%,54,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
3474,12:45-13:00,181.2,141.3,44.2%,54,20(20%)/25(15%)/50(20%),MDD/勝率為估算值
1326,12:15-12:30,180.8,809.8,34.7%,68,20(10%)/30(10%)/40(20%),MDD/勝率為估算值
3039,12:45-13:00,180.5,105.6,45.4%,53,15(15%)/25(15%)/45(20%),MDD/勝率為估算值
1404,12:15-12:30,180.1,883.7,31.0%,68,20(10%)/40(20%)/50(20%),MDD/勝率為估算值
1584,12:15-12:30,179.9,866.7,31.7%,68,20(20%)/35(15%)/50(20%),MDD/勝率為估算值
3687,12:45-13:00,179.8,238.2,54.0%,53,25(15%)/25(15%)/45(20%),MDD/勝率為估算值
3588,12:45-13:00,179.6,235.9,55.0%,54,25(10%)/25(20%)/45(20%),MDD/勝率為估算值
1622,12:15-12:30,179.4,905.0,45.1%,100,25(10%)/25(10%)/40(20%),MDD/勝率為估算值
1839,12:15-12:30,179.2,949.2,34.7%,68,25(20%)/25(10%)/40(20%),MDD/勝率為估算值
1557,12:15-12:30,178.2,878.1,33.2%,68,20(20%)/30(15%)/50(20%),MDD/勝率為估算值
1463,12:15-12:30,177.4,1093.0,41.7%,103,20(15%)/35(10%)/45(20%),MDD/勝率為估算值
3435,12:45-13:00,177.4,165.9,41.1%,54,20(15%)/40(10%)/45(20%),MDD/勝率為估算值
3786,12:45-13:00,176.4,238.6,53.1%,54,25(20%)/25(10%)/45(20%),MDD/勝率為估算值
1349,12:15-12:30,175.8,1091.0,42.7%,103,20(10%)/30(20%)/50(20%),MDD/勝率為估算值
1851,12:15-12:30,174.7,989.1,33.2%,68,25(20%)/25(15%)/45(20%),MDD/勝率為估算值
3405,12:45-13:00,173.9,192.0,42.6%,54,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
1503,12:15-12:30,173.3,882.0,31.0%,68,20(15%)/40(15%)/50(20%),MDD/勝率為估算值
1844,12:15-12:30,173.0,923.0,42.7%,103,25(20%)/25(10%)/50(20%),MDD/勝率為估算值
2943,12:45-13:00,173.0,112.2,45.8%,54,15(10%)/25(20%)/50(20%),MDD/勝率為估算值
1485,12:15-12:30,172.6,875.8,32.5%,68,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
1740,12:15-12:30,172.6,956.6,35.2%,64,25(15%)/25(15%)/40(20%),MDD/勝率為估算值
1682,12:15-12:30,171.4,1040.0,41.7%,103,25(10%)/35(10%)/50(20%),MDD/勝率為估算值
1646,12:15-12:30,171.0,917.0,47.0%,103,25(10%)/25(20%)/50(20%),MDD/勝率為估算值
1818,12:15-12:30,170.9,1016.4,31.0%,68,25(15%)/40(10%)/50(20%),MDD/勝率為估算值
1205,12:15-12:30,170.3,1041.0,43.8%,103,15(20%)/25(15%)/50(20%),MDD/勝率為估算值
1334,12:15-12:30,170.3,1093.0,43.8%,103,20(10%)/30(15%)/40(20%),MDD/勝率為估算值
1365,12:15-12:30,170.2,836.4,33.2%,68,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
984,12:15-12:30,168.9,757.0,39.1%,68,15(10%)/25(15%)/40(20%),MDD/勝率為估算值
1745,12:15-12:30,168.9,910.0,43.8%,98,25(15%)/25(15%)/50(20%),MDD/勝率為估算值
1338,12:15-12:30,168.6,851.0,34.7%,68,20(10%)/30(15%)/45(20%),MDD/勝率為估算值
3135,12:45-13:00,168.6,105.3,45.0%,54,15(20%)/25(10%)/40(20%),MDD/勝率為估算值
3177,12:45-13:00,168.3,149.1,44.2%,54,15(20%)/30(15%)/50(20%),MDD/勝率為估算值
3336,12:45-13:00,167.9,164.3,41.1%,54,20(10%)/40(15%)/45(20%),MDD/勝率為估算值
3180,12:45-13:00,167.6,171.1,44.6%,53,15(20%)/30(20%)/40(20%),MDD/勝率為估算值
1761,12:15-12:30,167.4,986.2,34.7%,68,25(15%)/30(10%)/45(20%),MDD/勝率為估算值
1106,12:15-12:30,167.3,1038.0,48.1%,103,15(15%)/25(20%)/50(20%),MDD/勝率為估算值
1583,12:15-12:30,167.3,1099.0,40.6%,103,20(20%)/35(15%)/50(20%),MDD/勝率為估算值
2973,12:45-13:00,166.6,152.1,44.2%,54,15(10%)/35(10%)/40(20%),MDD/勝率為估算值
3303,12:45-13:00,166.6,166.5,42.6%,54,20(10%)/35(10%)/50(20%),MDD/勝率為估算值
1028,12:15-12:30,166.5,1110.0,43.8%,103,15(10%)/35(10%)/40(20%),MDD/勝率為估算值
1788,12:15-12:30,165.8,976.9,33.2%,68,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
3306,12:45-13:00,165.6,190.7,42.6%,54,20(10%)/35(15%)/40(20%),MDD/勝率為估算值
3036,12:45-13:00,164.7,105.6,45.4%,53,15(15%)/25(15%)/40(20%),MDD/勝率為估算值
3582,12:45-13:00,164.6,212.0,50.0%,54,25(10%)/25(15%)/50(20%),MDD/勝率為估算值
995,12:15-12:30,164.1,965.0,48.1%,103,15(10%)/25(20%)/45(20%),MDD/勝率為估算值
3684,12:45-13:00,164.0,273.5,54.0%,53,25(15%)/25(15%)/40(20%),MDD/勝率為估算值
3585,12:45-13:00,163.8,270.3,55.0%,54,25(10%)/25(20%)/40(20%),MDD/勝率為估算值
1086,12:15-12:30,163.6,784.0,37.6%,68,15(15%)/25(10%)/45(20%),MDD/勝率為估算值
1206,12:15-12:30,163.3,841.2,35.4%,68,15(20%)/25(15%)/50(20%),MDD/勝率為估算值
1526,12:15-12:30,163.1,939.0,42.7%,103,20(20%)/25(15%)/45(20%),MDD/勝率為估算值
1085,12:15-12:30,161.6,1043.0,44.9%,103,15(15%)/25(10%)/45(20%),MDD/勝率為估算值
1107,12:15-12:30,161.6,821.2,38.4%,68,15(15%)/25(20%)/50(20%),MDD/勝率為估算值
3432,12:45-13:00,161.6,168.8,41.1%,54,20(15%)/40(10%)/40(20%),MDD/勝率為估算值
3516,12:45-13:00,161.4,181.2,42.6%,54,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
3681,12:45-13:00,161.2,211.7,48.2%,54,25(15%)/25(10%)/50(20%),MDD/勝率為估算值
3831,12:45-13:00,160.8,601.8,51.6%,53,25(20%)/30(20%)/45(20%),MDD/勝率為估算值
3033,12:45-13:00,160.6,111.6,45.0%,54,15(15%)/25(10%)/50(20%),MDD/勝率為估算值
3783,12:45-13:00,160.6,274.9,53.1%,54,25(20%)/25(10%)/40(20%),MDD/勝率為估算值
1082,12:15-12:30,159.6,1045.0,45.9%,103,15(15%)/25(10%)/40(20%),MDD/勝率為估算值
1650,12:15-12:30,159.5,962.1,35.0%,67,25(10%)/30(10%)/40(20%),MDD/勝率為估算值
1062,12:15-12:30,159.4,856.7,32.5%,68,15(10%)/40(10%)/50(20%),MDD/勝率為估算值
1143,12:15-12:30,159.0,858.2,33.9%,68,15(15%)/35(10%)/50(20%),MDD/勝率為估算值
1523,12:15-12:30,158.6,941.0,43.8%,103,20(20%)/25(15%)/40(20%),MDD/勝率為估算值
3078,12:45-13:00,158.0,148.8,45.0%,54,15(15%)/30(20%)/50(20%),MDD/勝率為估算值
1005,12:15-12:30,157.9,845.7,36.1%,68,15(10%)/30(10%)/45(20%),MDD/勝率為估算值
1677,12:15-12:30,157.9,944.3,33.9%,68,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
992,12:15-12:30,157.1,967.0,48.1%,103,15(10%)/25(20%)/40(20%),MDD/勝率為估算值
1572,12:15-12:30,157.1,840.8,33.2%,68,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
3239,12:45-13:00,154.8,601.0,47.9%,78,15(20%)/40(20%)/50(20%),MDD/勝率為估算值
1545,12:15-12:30,154.3,856.9,34.7%,68,20(20%)/30(10%)/45(20%),MDD/勝率為估算值
3330,12:45-13:00,154.3,162.0,41.1%,54,20(10%)/40(10%)/50(20%),MDD/勝率為估算值
1484,12:15-12:30,153.2,1103.0,41.7%,103,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
3417,12:45-13:00,153.1,178.3,42.6%,54,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
3147,12:45-13:00,152.9,105.6,45.0%,54,15(20%)/25(15%)/45(20%),MDD/勝率為估算值
3333,12:45-13:00,152.2,167.1,41.1%,54,20(10%)/40(15%)/40(20%),MDD/勝率為估算值
1782,12:15-12:30,150.7,1047.0,34.7%,68,25(15%)/30(20%)/50(20%),MDD/勝率為估算值
1524,12:15-12:30,150.5,795.5,35.4%,68,20(20%)/25(15%)/40(20%),MDD/勝率為估算值
1662,12:15-12:30,150.4,1010.1,35.4%,68,25(10%)/30(15%)/45(20%),MDD/勝率為估算值
3726,12:45-13:00,149.2,472.2,52.1%,54,25(15%)/30(20%)/50(20%),MDD/勝率為估算值
3048,12:45-13:00,149.0,105.9,45.8%,54,15(15%)/25(20%)/45(20%),MDD/勝率為估算值
1043,12:15-12:30,148.7,1106.0,42.7%,103,15(10%)/35(15%)/50(20%),MDD/勝率為估算值
1655,12:15-12:30,148.7,1023.0,42.1%,102,25(10%)/30(10%)/50(20%),MDD/勝率為估算值
3483,12:45-13:00,148.4,140.2,43.8%,53,20(20%)/25(20%)/50(20%),MDD/勝率為估算值
1469,12:15-12:30,147.7,1106.0,42.1%,102,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
1881,12:15-12:30,147.4,1047.6,32.5%,68,25(20%)/30(15%)/50(20%),MDD/勝率為估算值
3825,12:45-13:00,147.3,461.0,51.1%,54,25(20%)/30(15%)/50(20%),MDD/勝率為估算值
1458,12:15-12:30,147.1,900.3,33.9%,68,20(15%)/30(20%)/50(20%),MDD/勝率為估算值
1541,12:15-12:30,147.1,1090.0,43.8%,103,20(20%)/30(10%)/40(20%),MDD/勝率為估算值
2985,12:45-13:00,145.8,153.6,44.2%,54,15(10%)/35(15%)/45(20%),MDD/勝率為估算值
3513,12:45-13:00,145.6,186.0,42.6%,54,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
3828,12:45-13:00,145.0,1327.4,51.6%,53,25(20%)/30(20%)/40(20%),MDD/勝率為估算值
3318,12:45-13:00,144.8,171.0,42.6%,54,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
1689,12:15-12:30,144.6,986.3,33.2%,68,25(10%)/35(15%)/45(20%),MDD/勝率為估算值
3795,12:45-13:00,143.6,264.8,53.1%,54,25(20%)/25(15%)/45(20%),MDD/勝率為估算值
3696,12:45-13:00,143.4,261.5,55.0%,54,25(15%)/25(20%)/45(20%),MDD/勝率為估算值
1364,12:15-12:30,143.1,1102.0,41.7%,103,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
1427,12:15-12:30,142.9,960.0,47.0%,103,20(15%)/25(20%)/45(20%),MDD/勝率為估算值
1461,12:15-12:30,142.8,820.2,33.2%,68,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
1908,12:15-12:30,141.6,1028.6,31.7%,68,25(20%)/35(15%)/50(20%),MDD/勝率為估算值
1436,12:15-12:30,141.3,1080.0,42.7%,103,20(15%)/30(10%)/45(20%),MDD/勝率為估算值
1026,12:15-12:30,141.2,899.0,35.4%,68,15(10%)/30(20%)/50(20%),MDD/勝率為估算值
1809,12:15-12:30,140.5,1033.3,32.5%,68,25(15%)/35(20%)/50(20%),MDD/勝率為估算值
3860,12:45-13:00,140.2,644.0,47.9%,78,25(20%)/35(20%)/50(20%),MDD/勝率為估算值
1434,12:15-12:30,140.1,835.7,34.7%,68,20(15%)/30(10%)/40(20%),MDD/勝率為估算值
3887,12:45-13:00,140.0,612.0,47.9%,78,25(20%)/40(20%)/50(20%),MDD/勝率為估算值
3444,12:45-13:00,139.7,161.1,41.1%,54,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
1536,12:15-12:30,139.4,835.2,36.3%,65,20(20%)/25(20%)/45(20%),MDD/勝率為估算值
1707,12:15-12:30,139.2,998.2,31.7%,68,25(10%)/40(10%)/45(20%),MDD/勝率為估算值
3411,12:45-13:00,138.3,167.4,42.6%,54,20(15%)/35(10%)/50(20%),MDD/勝率為估算值
3414,12:45-13:00,137.3,183.0,42.6%,54,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
3144,12:45-13:00,137.1,105.6,45.0%,54,15(20%)/25(15%)/40(20%),MDD/勝率為估算值
1392,12:15-12:30,136.4,874.8,31.7%,68,20(10%)/40(15%)/45(20%),MDD/勝率為估算值
1424,12:15-12:30,135.9,962.0,47.0%,103,20(15%)/25(20%)/40(20%),MDD/勝率為估算值
1116,12:15-12:30,135.1,887.3,35.4%,68,15(15%)/30(10%)/50(20%),MDD/勝率為估算值
1728,12:15-12:30,134.6,1036.9,31.0%,68,25(10%)/40(20%)/50(20%),MDD/勝率為估算值
1860,12:15-12:30,134.6,1033.0,34.7%,64,25(20%)/25(20%)/45(20%),MDD/勝率為估算值
1053,12:15-12:30,133.8,895.6,33.9%,68,15(10%)/35(20%)/50(20%),MDD/勝率為估算值
1556,12:15-12:30,133.7,1088.0,41.7%,103,20(20%)/30(15%)/50(20%),MDD/勝率為估算值
3045,12:45-13:00,133.2,105.9,45.8%,54,15(15%)/25(20%)/40(20%),MDD/勝率為估算值
1001,12:15-12:30,133.0,1120.0,44.9%,103,15(10%)/30(10%)/40(20%),MDD/勝率為估算值
3141,12:45-13:00,133.0,111.6,45.0%,54,15(20%)/25(10%)/50(20%),MDD/勝率為估算值
1749,12:15-12:30,132.5,983.9,38.4%,68,25(15%)/25(20%)/40(20%),MDD/勝率為估算值
1370,12:15-12:30,132.4,1116.0,42.7%,103,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
3186,12:45-13:00,132.0,143.7,44.6%,53,15(20%)/30(20%)/50(20%),MDD/勝率為估算值
3624,12:45-13:00,132.0,236.1,46.5%,54,25(10%)/35(10%)/45(20%),MDD/勝率為估算值
1593,12:15-12:30,131.8,901.3,32.0%,67,20(20%)/35(20%)/50(20%),MDD/勝率為估算值
2979,12:45-13:00,131.0,156.0,44.2%,54,15(10%)/35(10%)/50(20%),MDD/勝率為估算值
1926,12:15-12:30,130.8,1043.7,31.0%,68,25(20%)/40(10%)/50(20%),MDD/勝率為估算值
1487,12:15-12:30,130.7,1172.0,40.6%,103,20(15%)/40(10%)/40(20%),MDD/勝率為估算值
1491,12:15-12:30,130.4,873.7,31.7%,68,20(15%)/40(10%)/45(20%),MDD/勝率為估算值
3345,12:45-13:00,130.2,162.3,41.1%,54,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
2982,12:45-13:00,130.0,153.6,44.2%,54,15(10%)/35(15%)/40(20%),MDD/勝率為估算值
3312,12:45-13:00,130.0,168.0,42.6%,54,20(10%)/35(15%)/50(20%),MDD/勝率為估算值
1380,12:15-12:30,129.7,845.8,31.7%,68,20(10%)/40(10%)/40(20%),MDD/勝率為估算值
1388,12:15-12:30,129.6,1180.0,40.6%,103,20(10%)/40(15%)/40(20%),MDD/勝率為估算值
1473,12:15-12:30,129.5,861.6,32.7%,67,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
3003,12:45-13:00,129.5,150.3,42.6%,54,15(10%)/40(10%)/45(20%),MDD/勝率為估算值
3042,12:45-13:00,129.1,111.9,45.4%,53,15(15%)/25(15%)/50(20%),MDD/勝率為估算值
3315,12:45-13:00,129.0,174.6,42.6%,54,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
993,12:15-12:30,128.8,787.0,39.1%,68,15(10%)/25(20%)/40(20%),MDD/勝率為估算值
1425,12:15-12:30,128.8,809.8,37.6%,68,20(15%)/25(20%)/40(20%),MDD/勝率為估算值
1382,12:15-12:30,128.7,1170.0,39.5%,103,20(10%)/40(10%)/45(20%),MDD/勝率為估算值
1194,12:15-12:30,128.4,832.9,36.9%,68,15(20%)/25(10%)/45(20%),MDD/勝率為估算值
3690,12:45-13:00,128.4,223.7,49.1%,53,25(15%)/25(15%)/50(20%),MDD/勝率為估算值
1029,12:15-12:30,128.3,823.8,34.7%,68,15(10%)/35(10%)/40(20%),MDD/勝率為估算值
3591,12:45-13:00,128.2,221.0,50.0%,54,25(10%)/25(20%)/50(20%),MDD/勝率為估算值
1251,12:15-12:30,128.1,903.8,33.2%,68,15(20%)/35(10%)/50(20%),MDD/勝率為估算值
1446,12:15-12:30,127.8,876.9,34.2%,67,20(15%)/30(15%)/45(20%),MDD/勝率為估算值
3792,12:45-13:00,127.8,329.9,53.1%,54,25(20%)/25(15%)/40(20%),MDD/勝率為估算值
1403,12:15-12:30,127.6,1174.0,39.5%,103,20(10%)/40(20%)/50(20%),MDD/勝率為估算值
3693,12:45-13:00,127.6,324.2,55.0%,54,25(15%)/25(20%)/40(20%),MDD/勝率為估算值
1215,12:15-12:30,126.4,868.3,36.3%,65,15(20%)/25(20%)/50(20%),MDD/勝率為估算值
1502,12:15-12:30,126.3,1165.0,39.5%,103,20(15%)/40(15%)/50(20%),MDD/勝率為估算值
3438,12:45-13:00,126.0,162.9,41.1%,54,20(15%)/40(10%)/50(20%),MDD/勝率為估算值
1512,12:15-12:30,125.8,916.5,31.0%,68,20(15%)/40(20%)/50(20%),MDD/勝率為估算值
3789,12:45-13:00,125.0,223.5,48.2%,54,25(20%)/25(10%)/50(20%),MDD/勝率為估算值
3525,12:45-13:00,124.8,169.2,42.6%,54,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
3441,12:45-13:00,123.8,161.1,41.1%,54,20(15%)/40(15%)/40(20%),MDD/勝率為估算值
1571,12:15-12:30,123.6,1101.0,41.7%,103,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
1827,12:15-12:30,122.6,1051.5,31.0%,68,25(15%)/40(15%)/50(20%),MDD/勝率為估算值
1374,12:15-12:30,122.1,872.2,33.2%,68,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
1347,12:15-12:30,121.5,885.4,34.7%,68,20(10%)/30(20%)/45(20%),MDD/勝率為估算值
3156,12:45-13:00,121.4,105.9,45.4%,53,15(20%)/25(20%)/45(20%),MDD/勝率為估算值
1869,12:15-12:30,120.3,1018.6,34.7%,68,25(20%)/30(10%)/45(20%),MDD/勝率為估算值
1848,12:15-12:30,119.7,994.6,33.2%,68,25(20%)/25(15%)/40(20%),MDD/勝率為估算值
3651,12:45-13:00,119.7,197.6,45.6%,54,25(10%)/40(10%)/45(20%),MDD/勝率為估算值
1016,12:15-12:30,119.5,1114.0,43.8%,103,15(10%)/30(15%)/50(20%),MDD/勝率為估算值
1896,12:15-12:30,118.7,1008.3,33.2%,68,25(20%)/35(10%)/45(20%),MDD/勝率為估算值
1214,12:15-12:30,117.0,1047.0,45.6%,99,15(20%)/25(20%)/50(20%),MDD/勝率為估算值
3339,12:45-13:00,116.5,164.1,41.1%,54,20(10%)/40(15%)/50(20%),MDD/勝率為估算值
3426,12:45-13:00,116.5,167.1,42.6%,54,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
3621,12:45-13:00,116.2,266.0,46.5%,54,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
3084,12:45-13:00,115.8,153.3,44.2%,54,15(15%)/35(10%)/45(20%),MDD/勝率為估算值
1362,12:15-12:30,115.2,841.9,33.2%,68,20(10%)/35(15%)/40(20%),MDD/勝率為估算值
1041,12:15-12:30,115.0,865.8,34.7%,68,15(10%)/35(15%)/45(20%),MDD/勝率為估算值
3342,12:45-13:00,114.4,162.3,41.1%,54,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
1442,12:15-12:30,114.0,1095.0,43.1%,102,20(15%)/30(15%)/40(20%),MDD/勝率為估算值
3000,12:45-13:00,113.7,150.9,42.6%,54,15(10%)/40(10%)/40(20%),MDD/勝率為估算值
1335,12:15-12:30,113.5,856.5,34.7%,68,20(10%)/30(15%)/40(20%),MDD/勝率為估算值
1071,12:15-12:30,113.3,891.2,32.5%,68,15(10%)/40(15%)/50(20%),MDD/勝率為估算值
1758,12:15-12:30,112.4,991.8,34.7%,68,25(15%)/30(10%)/40(20%),MDD/勝率為估算值
1733,12:15-12:30,111.3,918.0,42.7%,103,25(15%)/25(10%)/45(20%),MDD/勝率為估算值
1193,12:15-12:30,111.2,1053.0,44.9%,103,15(20%)/25(10%)/45(20%),MDD/勝率為估算值
1785,12:15-12:30,110.8,982.4,33.2%,68,25(15%)/35(10%)/40(20%),MDD/勝率為估算值
3519,12:45-13:00,110.0,169.2,42.6%,54,20(20%)/35(10%)/50(20%),MDD/勝率為估算值
1790,12:15-12:30,109.6,1049.0,40.6%,103,25(15%)/35(10%)/50(20%),MDD/勝率為估算值
1337,12:15-12:30,109.5,1091.0,42.7%,103,20(10%)/30(15%)/45(20%),MDD/勝率為估算值
3834,12:45-13:00,109.4,1006.2,51.6%,53,25(20%)/30(20%)/50(20%),MDD/勝率為估算值
1730,12:15-12:30,109.3,920.0,43.8%,103,25(15%)/25(10%)/40(20%),MDD/勝率為估算值
1190,12:15-12:30,109.2,1055.0,45.9%,103,15(20%)/25(10%)/40(20%),MDD/勝率為估算值
2994,12:45-13:00,109.2,155.7,44.2%,54,15(10%)/35(20%)/45(20%),MDD/勝率為估算值
1142,12:15-12:30,109.0,1181.0,42.7%,103,15(15%)/35(10%)/50(20%),MDD/勝率為估算值
3522,12:45-13:00,109.0,172.9,42.6%,54,20(20%)/35(15%)/40(20%),MDD/勝率為估算值
1602,12:15-12:30,108.8,893.4,31.0%,68,20(20%)/40(10%)/50(20%),MDD/勝率為估算值
1083,12:15-12:30,108.6,789.6,37.6%,68,15(15%)/25(10%)/40(20%),MDD/勝率為估算值
1566,12:15-12:30,108.4,925.3,33.5%,67,20(20%)/30(20%)/50(20%),MDD/勝率為估算值
1095,12:15-12:30,107.3,821.7,37.8%,65,15(15%)/25(15%)/45(20%),MDD/勝率為估算值
1634,12:15-12:30,107.2,908.0,47.0%,103,25(10%)/25(15%)/45(20%),MDD/勝率為估算值
3804,12:45-13:00,107.2,318.3,53.5%,52,25(20%)/25(20%)/45(20%),MDD/勝率為估算值
3543,12:45-13:00,107.1,160.8,41.1%,54,20(20%)/40(10%)/45(20%),MDD/勝率為估算值
1671,12:15-12:30,106.6,1042.0,35.4%,68,25(10%)/30(20%)/45(20%),MDD/勝率為估算值
1224,12:15-12:30,105.7,929.9,34.7%,68,15(20%)/30(10%)/50(20%),MDD/勝率為估算值
3153,12:45-13:00,105.6,105.9,45.4%,53,15(20%)/25(20%)/40(20%),MDD/勝率為估算值
1676,12:15-12:30,104.2,1055.0,42.7%,103,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
3648,12:45-13:00,103.9,216.6,45.6%,54,25(10%)/40(10%)/40(20%),MDD/勝率為估算值
1890,12:15-12:30,103.6,1078.6,33.3%,66,25(20%)/30(20%)/50(20%),MDD/勝率為估算值
1770,12:15-12:30,103.3,1039.8,34.0%,66,25(15%)/30(15%)/45(20%),MDD/勝率為估算值
1002,12:15-12:30,102.9,851.2,36.1%,68,15(10%)/30(10%)/40(20%),MDD/勝率為估算值
1631,12:15-12:30,102.7,910.0,47.0%,103,25(10%)/25(15%)/40(20%),MDD/勝率為估算值
1569,12:15-12:30,102.1,846.3,33.2%,68,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
1031,12:15-12:30,101.9,1108.0,42.7%,103,15(10%)/35(10%)/45(20%),MDD/勝率為估算值
3453,12:45-13:00,101.9,163.2,41.1%,54,20(15%)/40(20%)/45(20%),MDD/勝率為估算值
3420,12:45-13:00,101.7,168.9,42.6%,54,20(15%)/35(15%)/50(20%),MDD/勝率為估算值
3150,12:45-13:00,101.5,111.9,45.0%,54,15(20%)/25(15%)/50(20%),MDD/勝率為估算值
