實驗ID,時間區間,空方損益,空方MDD估算,空方勝率估算,空方交易次數,參數,備註
1303,11:15-11:30,0.0,298.5,45.5%,0,20(10%)/25(10%)/50(20%),MDD/勝率為估算值
1306,11:15-11:30,0.0,222.6,49.1%,0,20(10%)/25(15%)/40(20%),MDD/勝率為估算值
1309,11:15-11:30,0.0,216.6,49.1%,0,20(10%)/25(15%)/45(20%),MDD/勝率為估算值
1312,11:15-11:30,0.0,306.3,46.4%,0,20(10%)/25(15%)/50(20%),MDD/勝率為估算值
1315,11:15-11:30,0.0,232.5,48.2%,0,20(10%)/25(20%)/40(20%),MDD/勝率為估算值
1318,11:15-11:30,0.0,225.9,48.2%,0,20(10%)/25(20%)/45(20%),MDD/勝率為估算值
1321,11:15-11:30,0.0,314.7,45.5%,0,20(10%)/25(20%)/50(20%),MDD/勝率為估算值
1324,11:15-11:30,0.0,219.3,48.2%,0,20(10%)/30(10%)/40(20%),MDD/勝率為估算值
1327,11:15-11:30,0.0,219.3,48.2%,0,20(10%)/30(10%)/45(20%),MDD/勝率為估算值
1330,11:15-11:30,0.0,284.1,45.5%,0,20(10%)/30(10%)/50(20%),MDD/勝率為估算值
1333,11:15-11:30,0.0,219.0,48.2%,0,20(10%)/30(15%)/40(20%),MDD/勝率為估算值
1336,11:15-11:30,0.0,219.0,48.2%,0,20(10%)/30(15%)/45(20%),MDD/勝率為估算值
1339,11:15-11:30,0.0,298.5,45.5%,0,20(10%)/30(15%)/50(20%),MDD/勝率為估算值
1342,11:15-11:30,0.0,224.4,48.2%,0,20(10%)/30(20%)/40(20%),MDD/勝率為估算值
1345,11:15-11:30,0.0,218.4,48.2%,0,20(10%)/30(20%)/45(20%),MDD/勝率為估算值
1348,11:15-11:30,0.0,308.7,45.5%,0,20(10%)/30(20%)/50(20%),MDD/勝率為估算值
1351,11:15-11:30,0.0,197.7,48.2%,0,20(10%)/35(10%)/40(20%),MDD/勝率為估算值
1354,11:15-11:30,0.0,199.2,48.2%,0,20(10%)/35(10%)/45(20%),MDD/勝率為估算值
1357,11:15-11:30,0.0,270.3,45.5%,0,20(10%)/35(10%)/50(20%),MDD/勝率為估算值
1360,11:15-11:30,0.0,204.6,48.2%,0,20(10%)/35(15%)/40(20%),MDD/勝率為估算值
1363,11:15-11:30,0.0,206.1,48.2%,0,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
1366,11:15-11:30,0.0,284.4,45.5%,0,20(10%)/35(15%)/50(20%),MDD/勝率為估算值
1369,11:15-11:30,0.0,214.2,48.2%,0,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
1372,11:15-11:30,0.0,210.3,48.2%,0,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
1375,11:15-11:30,0.0,296.1,45.5%,0,20(10%)/35(20%)/50(20%),MDD/勝率為估算值
1378,11:15-11:30,0.0,231.9,44.5%,0,20(10%)/40(10%)/40(20%),MDD/勝率為估算值
1381,11:15-11:30,0.0,231.9,44.5%,0,20(10%)/40(10%)/45(20%),MDD/勝率為估算值
1384,11:15-11:30,0.0,313.8,41.8%,0,20(10%)/40(10%)/50(20%),MDD/勝率為估算值
1387,11:15-11:30,0.0,245.4,44.5%,0,20(10%)/40(15%)/40(20%),MDD/勝率為估算值
1390,11:15-11:30,0.0,238.5,44.5%,0,20(10%)/40(15%)/45(20%),MDD/勝率為估算值
1393,11:15-11:30,0.0,327.3,41.8%,0,20(10%)/40(15%)/50(20%),MDD/勝率為估算值
1396,11:15-11:30,0.0,257.1,44.5%,0,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
1399,11:15-11:30,0.0,249.6,44.5%,0,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
1402,11:15-11:30,0.0,339.0,41.8%,0,20(10%)/40(20%)/50(20%),MDD/勝率為估算值
1405,11:15-11:30,0.0,222.9,47.3%,0,20(15%)/25(10%)/40(20%),MDD/勝率為估算值
1408,11:15-11:30,0.0,216.9,47.3%,0,20(15%)/25(10%)/45(20%),MDD/勝率為估算值
1411,11:15-11:30,0.0,306.6,44.5%,0,20(15%)/25(10%)/50(20%),MDD/勝率為估算值
1414,11:15-11:30,0.0,231.9,47.3%,0,20(15%)/25(15%)/40(20%),MDD/勝率為估算值
1417,11:15-11:30,0.0,225.3,47.3%,0,20(15%)/25(15%)/45(20%),MDD/勝率為估算值
1420,11:15-11:30,0.0,314.4,44.5%,0,20(15%)/25(15%)/50(20%),MDD/勝率為估算值
1423,11:15-11:30,0.0,241.8,48.2%,0,20(15%)/25(20%)/40(20%),MDD/勝率為估算值
1426,11:15-11:30,0.0,234.6,48.2%,0,20(15%)/25(20%)/45(20%),MDD/勝率為估算值
1429,11:15-11:30,0.0,322.8,45.5%,0,20(15%)/25(20%)/50(20%),MDD/勝率為估算值
1432,11:15-11:30,0.0,218.4,48.2%,0,20(15%)/30(10%)/40(20%),MDD/勝率為估算值
1435,11:15-11:30,0.0,218.4,48.2%,0,20(15%)/30(10%)/45(20%),MDD/勝率為估算值
1438,11:15-11:30,0.0,292.2,45.5%,0,20(15%)/30(10%)/50(20%),MDD/勝率為估算值
1441,11:15-11:30,0.0,222.0,48.2%,0,20(15%)/30(15%)/40(20%),MDD/勝率為估算值
1444,11:15-11:30,0.0,218.1,48.2%,0,20(15%)/30(15%)/45(20%),MDD/勝率為估算值
1447,11:15-11:30,0.0,306.6,45.5%,0,20(15%)/30(15%)/50(20%),MDD/勝率為估算值
1450,11:15-11:30,0.0,233.1,48.2%,0,20(15%)/30(20%)/40(20%),MDD/勝率為估算值
1453,11:15-11:30,0.0,225.6,48.2%,0,20(15%)/30(20%)/45(20%),MDD/勝率為估算值
1456,11:15-11:30,0.0,316.8,45.5%,0,20(15%)/30(20%)/50(20%),MDD/勝率為估算值
1459,11:15-11:30,0.0,201.6,48.2%,0,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
1462,11:15-11:30,0.0,203.1,48.2%,0,20(15%)/35(10%)/45(20%),MDD/勝率為估算值
1465,11:15-11:30,0.0,278.7,45.5%,0,20(15%)/35(10%)/50(20%),MDD/勝率為估算值
1468,11:15-11:30,0.0,210.9,48.2%,0,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
1471,11:15-11:30,0.0,210.0,48.2%,0,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
1474,11:15-11:30,0.0,292.8,45.5%,0,20(15%)/35(15%)/50(20%),MDD/勝率為估算值
1477,11:15-11:30,0.0,222.6,48.2%,0,20(15%)/35(20%)/40(20%),MDD/勝率為估算值
1480,11:15-11:30,0.0,215.1,48.2%,0,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
1483,11:15-11:30,0.0,304.5,45.5%,0,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
1486,11:15-11:30,0.0,238.5,44.5%,0,20(15%)/40(10%)/40(20%),MDD/勝率為估算值
1489,11:15-11:30,0.0,234.6,44.5%,0,20(15%)/40(10%)/45(20%),MDD/勝率為估算值
1492,11:15-11:30,0.0,320.4,41.8%,0,20(15%)/40(10%)/50(20%),MDD/勝率為估算值
1495,11:15-11:30,0.0,252.0,44.5%,0,20(15%)/40(15%)/40(20%),MDD/勝率為估算值
1498,11:15-11:30,0.0,244.5,44.5%,0,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
1501,11:15-11:30,0.0,333.9,41.8%,0,20(15%)/40(15%)/50(20%),MDD/勝率為估算值
1504,11:15-11:30,0.0,263.7,44.5%,0,20(15%)/40(20%)/40(20%),MDD/勝率為估算值
1507,11:15-11:30,0.0,256.2,44.5%,0,20(15%)/40(20%)/45(20%),MDD/勝率為估算值
1510,11:15-11:30,0.0,345.6,41.8%,0,20(15%)/40(20%)/50(20%),MDD/勝率為估算值
1513,11:15-11:30,0.0,238.8,46.4%,0,20(20%)/25(10%)/40(20%),MDD/勝率為估算值
1516,11:15-11:30,0.0,232.2,46.4%,0,20(20%)/25(10%)/45(20%),MDD/勝率為估算值
1519,11:15-11:30,0.0,321.3,43.6%,0,20(20%)/25(10%)/50(20%),MDD/勝率為估算值
1522,11:15-11:30,0.0,247.8,45.5%,0,20(20%)/25(15%)/40(20%),MDD/勝率為估算值
1525,11:15-11:30,0.0,240.6,45.5%,0,20(20%)/25(15%)/45(20%),MDD/勝率為估算值
1528,11:15-11:30,0.0,328.8,42.7%,0,20(20%)/25(15%)/50(20%),MDD/勝率為估算值
1531,11:15-11:30,0.0,257.7,46.4%,0,20(20%)/25(20%)/40(20%),MDD/勝率為估算值
1534,11:15-11:30,0.0,250.2,46.4%,0,20(20%)/25(20%)/45(20%),MDD/勝率為估算值
1537,11:15-11:30,0.0,337.8,43.6%,0,20(20%)/25(20%)/50(20%),MDD/勝率為估算值
1540,11:15-11:30,0.0,222.3,47.3%,0,20(20%)/30(10%)/40(20%),MDD/勝率為估算值
1543,11:15-11:30,0.0,222.3,47.3%,0,20(20%)/30(10%)/45(20%),MDD/勝率為估算值
1546,11:15-11:30,0.0,306.6,44.5%,0,20(20%)/30(10%)/50(20%),MDD/勝率為估算值
1549,11:15-11:30,0.0,237.0,47.3%,0,20(20%)/30(15%)/40(20%),MDD/勝率為估算值
1552,11:15-11:30,0.0,229.5,47.3%,0,20(20%)/30(15%)/45(20%),MDD/勝率為估算值
1555,11:15-11:30,0.0,321.0,44.5%,0,20(20%)/30(15%)/50(20%),MDD/勝率為估算值
1558,11:15-11:30,0.0,248.1,45.5%,0,20(20%)/30(20%)/40(20%),MDD/勝率為估算值
1561,11:15-11:30,0.0,240.6,45.5%,0,20(20%)/30(20%)/45(20%),MDD/勝率為估算值
1564,11:15-11:30,0.0,330.9,42.7%,0,20(20%)/30(20%)/50(20%),MDD/勝率為估算值
1567,11:15-11:30,0.0,211.8,47.3%,0,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
1570,11:15-11:30,0.0,207.9,47.3%,0,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
1573,11:15-11:30,0.0,293.7,44.5%,0,20(20%)/35(10%)/50(20%),MDD/勝率為估算值
1576,11:15-11:30,0.0,225.9,47.3%,0,20(20%)/35(15%)/40(20%),MDD/勝率為估算值
1579,11:15-11:30,0.0,218.4,47.3%,0,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
1582,11:15-11:30,0.0,307.8,44.5%,0,20(20%)/35(15%)/50(20%),MDD/勝率為估算值
1585,11:15-11:30,0.0,237.6,45.5%,0,20(20%)/35(20%)/40(20%),MDD/勝率為估算值
1588,11:15-11:30,0.0,230.1,45.5%,0,20(20%)/35(20%)/45(20%),MDD/勝率為估算值
1591,11:15-11:30,0.0,324.9,42.7%,0,20(20%)/35(20%)/50(20%),MDD/勝率為估算值
1594,11:15-11:30,0.0,251.1,43.6%,0,20(20%)/40(10%)/40(20%),MDD/勝率為估算值
1597,11:15-11:30,0.0,243.6,43.6%,0,20(20%)/40(10%)/45(20%),MDD/勝率為估算值
1600,11:15-11:30,0.0,333.0,40.9%,0,20(20%)/40(10%)/50(20%),MDD/勝率為估算值
1603,11:15-11:30,0.0,264.6,43.6%,0,20(20%)/40(15%)/40(20%),MDD/勝率為估算值
1606,11:15-11:30,0.0,257.1,43.6%,0,20(20%)/40(15%)/45(20%),MDD/勝率為估算值
1609,11:15-11:30,0.0,346.5,40.9%,0,20(20%)/40(15%)/50(20%),MDD/勝率為估算值
1612,11:15-11:30,0.0,276.3,43.6%,0,20(20%)/40(20%)/40(20%),MDD/勝率為估算值
1615,11:15-11:30,0.0,268.8,43.6%,0,20(20%)/40(20%)/45(20%),MDD/勝率為估算值
1618,11:15-11:30,0.0,363.6,40.9%,0,20(20%)/40(20%)/50(20%),MDD/勝率為估算值
1621,11:15-11:30,0.0,272.7,48.4%,0,25(10%)/25(10%)/40(20%),MDD/勝率為估算值
1624,11:15-11:30,0.0,267.9,48.4%,0,25(10%)/25(10%)/45(20%),MDD/勝率為估算值
1627,11:15-11:30,0.0,341.7,47.0%,0,25(10%)/25(10%)/50(20%),MDD/勝率為估算值
1630,11:15-11:30,0.0,281.4,50.9%,0,25(10%)/25(15%)/40(20%),MDD/勝率為估算值
1633,11:15-11:30,0.0,276.6,50.9%,0,25(10%)/25(15%)/45(20%),MDD/勝率為估算值
1636,11:15-11:30,0.0,347.4,50.9%,0,25(10%)/25(15%)/50(20%),MDD/勝率為估算值
1639,11:15-11:30,0.0,289.8,50.9%,0,25(10%)/25(20%)/40(20%),MDD/勝率為估算值
1642,11:15-11:30,0.0,285.0,50.9%,0,25(10%)/25(20%)/45(20%),MDD/勝率為估算值
1645,11:15-11:30,0.0,353.1,50.9%,0,25(10%)/25(20%)/50(20%),MDD/勝率為估算值
1648,11:15-11:30,0.0,259.5,47.8%,0,25(10%)/30(10%)/40(20%),MDD/勝率為估算值
1651,11:15-11:30,0.0,259.5,47.8%,0,25(10%)/30(10%)/45(20%),MDD/勝率為估算值
1654,11:15-11:30,0.0,334.5,45.9%,0,25(10%)/30(10%)/50(20%),MDD/勝率為估算值
1657,11:15-11:30,0.0,272.7,48.2%,0,25(10%)/30(15%)/40(20%),MDD/勝率為估算值
1660,11:15-11:30,0.0,265.2,48.2%,0,25(10%)/30(15%)/45(20%),MDD/勝率為估算值
1663,11:15-11:30,0.0,353.1,47.3%,0,25(10%)/30(15%)/50(20%),MDD/勝率為估算值
1666,11:15-11:30,0.0,283.8,48.2%,0,25(10%)/30(20%)/40(20%),MDD/勝率為估算值
1669,11:15-11:30,0.0,276.3,48.2%,0,25(10%)/30(20%)/45(20%),MDD/勝率為估算值
1672,11:15-11:30,0.0,361.2,47.3%,0,25(10%)/30(20%)/50(20%),MDD/勝率為估算值
1675,11:15-11:30,0.0,247.8,48.2%,0,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
1678,11:15-11:30,0.0,240.3,48.2%,0,25(10%)/35(10%)/45(20%),MDD/勝率為估算值
1681,11:15-11:30,0.0,329.7,46.4%,0,25(10%)/35(10%)/50(20%),MDD/勝率為估算值
1684,11:15-11:30,0.0,261.9,48.2%,0,25(10%)/35(15%)/40(20%),MDD/勝率為估算值
1687,11:15-11:30,0.0,254.4,48.2%,0,25(10%)/35(15%)/45(20%),MDD/勝率為估算值
1690,11:15-11:30,0.0,343.8,46.4%,0,25(10%)/35(15%)/50(20%),MDD/勝率為估算值
1693,11:15-11:30,0.0,273.6,48.2%,0,25(10%)/35(20%)/40(20%),MDD/勝率為估算值
1696,11:15-11:30,0.0,266.1,48.2%,0,25(10%)/35(20%)/45(20%),MDD/勝率為估算值
1699,11:15-11:30,0.0,355.5,46.4%,0,25(10%)/35(20%)/50(20%),MDD/勝率為估算值
1702,11:15-11:30,0.0,292.2,44.5%,0,25(10%)/40(10%)/40(20%),MDD/勝率為估算值
1705,11:15-11:30,0.0,284.7,44.5%,0,25(10%)/40(10%)/45(20%),MDD/勝率為估算值
1708,11:15-11:30,0.0,374.1,42.7%,0,25(10%)/40(10%)/50(20%),MDD/勝率為估算值
1711,11:15-11:30,0.0,305.7,44.5%,0,25(10%)/40(15%)/40(20%),MDD/勝率為估算值
1714,11:15-11:30,0.0,298.2,44.5%,0,25(10%)/40(15%)/45(20%),MDD/勝率為估算值
1717,11:15-11:30,0.0,387.6,42.7%,0,25(10%)/40(15%)/50(20%),MDD/勝率為估算值
1720,11:15-11:30,0.0,317.4,44.5%,0,25(10%)/40(20%)/40(20%),MDD/勝率為估算值
1723,11:15-11:30,0.0,309.9,44.5%,0,25(10%)/40(20%)/45(20%),MDD/勝率為估算值
1726,11:15-11:30,0.0,399.3,42.7%,0,25(10%)/40(20%)/50(20%),MDD/勝率為估算值
1729,11:15-11:30,0.0,282.6,45.5%,0,25(15%)/25(10%)/40(20%),MDD/勝率為估算值
1732,11:15-11:30,0.0,277.8,45.5%,0,25(15%)/25(10%)/45(20%),MDD/勝率為估算值
1735,11:15-11:30,0.0,351.6,42.7%,0,25(15%)/25(10%)/50(20%),MDD/勝率為估算值
1738,11:15-11:30,0.0,291.3,47.9%,0,25(15%)/25(15%)/40(20%),MDD/勝率為估算值
1741,11:15-11:30,0.0,286.5,47.9%,0,25(15%)/25(15%)/45(20%),MDD/勝率為估算值
1744,11:15-11:30,0.0,357.3,46.5%,0,25(15%)/25(15%)/50(20%),MDD/勝率為估算值
1747,11:15-11:30,0.0,299.7,50.9%,0,25(15%)/25(20%)/40(20%),MDD/勝率為估算值
1750,11:15-11:30,0.0,294.9,50.9%,0,25(15%)/25(20%)/45(20%),MDD/勝率為估算值
1753,11:15-11:30,0.0,363.0,50.9%,0,25(15%)/25(20%)/50(20%),MDD/勝率為估算值
1756,11:15-11:30,0.0,267.3,47.3%,0,25(15%)/30(10%)/40(20%),MDD/勝率為估算值
1759,11:15-11:30,0.0,259.8,47.3%,0,25(15%)/30(10%)/45(20%),MDD/勝率為估算值
1762,11:15-11:30,0.0,350.1,44.5%,0,25(15%)/30(10%)/50(20%),MDD/勝率為估算值
1765,11:15-11:30,0.0,282.6,47.8%,0,25(15%)/30(15%)/40(20%),MDD/勝率為估算值
1768,11:15-11:30,0.0,275.1,47.8%,0,25(15%)/30(15%)/45(20%),MDD/勝率為估算值
1771,11:15-11:30,0.0,362.4,45.9%,0,25(15%)/30(15%)/50(20%),MDD/勝率為估算值
1774,11:15-11:30,0.0,293.7,48.2%,0,25(15%)/30(20%)/40(20%),MDD/勝率為估算值
1777,11:15-11:30,0.0,286.2,48.2%,0,25(15%)/30(20%)/45(20%),MDD/勝率為估算值
1780,11:15-11:30,0.0,370.2,47.3%,0,25(15%)/30(20%)/50(20%),MDD/勝率為估算值
1783,11:15-11:30,0.0,257.4,48.2%,0,25(15%)/35(10%)/40(20%),MDD/勝率為估算值
1786,11:15-11:30,0.0,249.9,48.2%,0,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
1789,11:15-11:30,0.0,339.3,46.4%,0,25(15%)/35(10%)/50(20%),MDD/勝率為估算值
1792,11:15-11:30,0.0,271.5,48.2%,0,25(15%)/35(15%)/40(20%),MDD/勝率為估算值
1795,11:15-11:30,0.0,264.0,48.2%,0,25(15%)/35(15%)/45(20%),MDD/勝率為估算值
1798,11:15-11:30,0.0,353.4,46.4%,0,25(15%)/35(15%)/50(20%),MDD/勝率為估算值
1801,11:15-11:30,0.0,283.2,48.2%,0,25(15%)/35(20%)/40(20%),MDD/勝率為估算值
1804,11:15-11:30,0.0,275.7,48.2%,0,25(15%)/35(20%)/45(20%),MDD/勝率為估算值
1807,11:15-11:30,0.0,365.1,46.4%,0,25(15%)/35(20%)/50(20%),MDD/勝率為估算值
1810,11:15-11:30,0.0,301.5,44.5%,0,25(15%)/40(10%)/40(20%),MDD/勝率為估算值
1813,11:15-11:30,0.0,294.0,44.5%,0,25(15%)/40(10%)/45(20%),MDD/勝率為估算值
1816,11:15-11:30,0.0,383.4,42.7%,0,25(15%)/40(10%)/50(20%),MDD/勝率為估算值
1819,11:15-11:30,0.0,315.0,44.5%,0,25(15%)/40(15%)/40(20%),MDD/勝率為估算值
1822,11:15-11:30,0.0,307.5,44.5%,0,25(15%)/40(15%)/45(20%),MDD/勝率為估算值
1825,11:15-11:30,0.0,396.9,42.7%,0,25(15%)/40(15%)/50(20%),MDD/勝率為估算值
1828,11:15-11:30,0.0,326.7,44.5%,0,25(15%)/40(20%)/40(20%),MDD/勝率為估算值
1831,11:15-11:30,0.0,319.2,44.5%,0,25(15%)/40(20%)/45(20%),MDD/勝率為估算值
1834,11:15-11:30,0.0,408.6,42.7%,0,25(15%)/40(20%)/50(20%),MDD/勝率為估算值
1837,11:15-11:30,0.0,293.7,45.5%,0,25(20%)/25(10%)/40(20%),MDD/勝率為估算值
1840,11:15-11:30,0.0,288.9,45.5%,0,25(20%)/25(10%)/45(20%),MDD/勝率為估算值
1843,11:15-11:30,0.0,362.7,42.7%,0,25(20%)/25(10%)/50(20%),MDD/勝率為估算值
1846,11:15-11:30,0.0,302.4,44.5%,0,25(20%)/25(15%)/40(20%),MDD/勝率為估算值
1849,11:15-11:30,0.0,297.6,44.5%,0,25(20%)/25(15%)/45(20%),MDD/勝率為估算值
1852,11:15-11:30,0.0,368.4,41.8%,0,25(20%)/25(15%)/50(20%),MDD/勝率為估算值
1855,11:15-11:30,0.0,310.8,47.9%,0,25(20%)/25(20%)/40(20%),MDD/勝率為估算值
1858,11:15-11:30,0.0,306.0,47.9%,0,25(20%)/25(20%)/45(20%),MDD/勝率為估算值
1861,11:15-11:30,0.0,374.1,46.5%,0,25(20%)/25(20%)/50(20%),MDD/勝率為估算值
1864,11:15-11:30,0.0,278.1,47.3%,0,25(20%)/30(10%)/40(20%),MDD/勝率為估算值
1867,11:15-11:30,0.0,270.6,47.3%,0,25(20%)/30(10%)/45(20%),MDD/勝率為估算值
1870,11:15-11:30,0.0,360.0,44.5%,0,25(20%)/30(10%)/50(20%),MDD/勝率為估算值
1873,11:15-11:30,0.0,293.4,47.3%,0,25(20%)/30(15%)/40(20%),MDD/勝率為估算值
1876,11:15-11:30,0.0,285.9,47.3%,0,25(20%)/30(15%)/45(20%),MDD/勝率為估算值
1879,11:15-11:30,0.0,372.3,44.5%,0,25(20%)/30(15%)/50(20%),MDD/勝率為估算值
1882,11:15-11:30,0.0,304.5,46.8%,0,25(20%)/30(20%)/40(20%),MDD/勝率為估算值
1885,11:15-11:30,0.0,297.0,46.8%,0,25(20%)/30(20%)/45(20%),MDD/勝率為估算值
1888,11:15-11:30,0.0,380.4,45.0%,0,25(20%)/30(20%)/50(20%),MDD/勝率為估算值
1891,11:15-11:30,0.0,268.2,48.2%,0,25(20%)/35(10%)/40(20%),MDD/勝率為估算值
1894,11:15-11:30,0.0,260.7,48.2%,0,25(20%)/35(10%)/45(20%),MDD/勝率為估算值
1897,11:15-11:30,0.0,350.1,46.4%,0,25(20%)/35(10%)/50(20%),MDD/勝率為估算值
1900,11:15-11:30,0.0,282.3,48.2%,0,25(20%)/35(15%)/40(20%),MDD/勝率為估算值
1903,11:15-11:30,0.0,274.8,48.2%,0,25(20%)/35(15%)/45(20%),MDD/勝率為估算值
1906,11:15-11:30,0.0,364.2,46.4%,0,25(20%)/35(15%)/50(20%),MDD/勝率為估算值
1909,11:15-11:30,0.0,294.0,47.3%,0,25(20%)/35(20%)/40(20%),MDD/勝率為估算值
1912,11:15-11:30,0.0,286.5,47.3%,0,25(20%)/35(20%)/45(20%),MDD/勝率為估算值
1915,11:15-11:30,0.0,375.9,45.5%,0,25(20%)/35(20%)/50(20%),MDD/勝率為估算值
1918,11:15-11:30,0.0,310.5,44.5%,0,25(20%)/40(10%)/40(20%),MDD/勝率為估算值
1921,11:15-11:30,0.0,303.0,44.5%,0,25(20%)/40(10%)/45(20%),MDD/勝率為估算值
1924,11:15-11:30,0.0,392.4,42.7%,0,25(20%)/40(10%)/50(20%),MDD/勝率為估算值
1927,11:15-11:30,0.0,324.0,44.5%,0,25(20%)/40(15%)/40(20%),MDD/勝率為估算值
1930,11:15-11:30,0.0,316.5,44.5%,0,25(20%)/40(15%)/45(20%),MDD/勝率為估算值
1933,11:15-11:30,0.0,405.9,42.7%,0,25(20%)/40(15%)/50(20%),MDD/勝率為估算值
1936,11:15-11:30,0.0,335.7,44.5%,0,25(20%)/40(20%)/40(20%),MDD/勝率為估算值
1939,11:15-11:30,0.0,328.2,44.5%,0,25(20%)/40(20%)/45(20%),MDD/勝率為估算值
1942,11:15-11:30,0.0,417.6,42.7%,0,25(20%)/40(20%)/50(20%),MDD/勝率為估算值
1945,11:30-11:45,0.0,859.1,36.6%,0,15(10%)/25(10%)/40(20%),MDD/勝率為估算值
1948,11:30-11:45,0.0,795.9,36.6%,0,15(10%)/25(10%)/45(20%),MDD/勝率為估算值
1951,11:30-11:45,0.0,859.7,35.6%,0,15(10%)/25(10%)/50(20%),MDD/勝率為估算值
1954,11:30-11:45,0.0,882.5,38.2%,0,15(10%)/25(15%)/40(20%),MDD/勝率為估算值
1957,11:30-11:45,0.0,819.2,38.2%,0,15(10%)/25(15%)/45(20%),MDD/勝率為估算值
1960,11:30-11:45,0.0,881.4,37.3%,0,15(10%)/25(15%)/50(20%),MDD/勝率為估算值
1963,11:30-11:45,0.0,907.3,38.2%,0,15(10%)/25(20%)/40(20%),MDD/勝率為估算值
1966,11:30-11:45,0.0,844.0,38.2%,0,15(10%)/25(20%)/45(20%),MDD/勝率為估算值
1969,11:30-11:45,0.0,904.8,37.3%,0,15(10%)/25(20%)/50(20%),MDD/勝率為估算值
1972,11:30-11:45,0.0,802.9,37.1%,0,15(10%)/30(10%)/40(20%),MDD/勝率為估算值
1975,11:30-11:45,0.0,742.5,37.1%,0,15(10%)/30(10%)/45(20%),MDD/勝率為估算值
1978,11:30-11:45,0.0,831.6,36.2%,0,15(10%)/30(10%)/50(20%),MDD/勝率為估算值
1981,11:30-11:45,0.0,862.3,37.3%,0,15(10%)/30(15%)/40(20%),MDD/勝率為估算值
1984,11:30-11:45,0.0,801.9,37.3%,0,15(10%)/30(15%)/45(20%),MDD/勝率為估算值
1987,11:30-11:45,0.0,888.0,36.4%,0,15(10%)/30(15%)/50(20%),MDD/勝率為估算值
1990,11:30-11:45,0.0,893.1,37.3%,0,15(10%)/30(20%)/40(20%),MDD/勝率為估算值
1993,11:30-11:45,0.0,832.7,37.3%,0,15(10%)/30(20%)/45(20%),MDD/勝率為估算值
1996,11:30-11:45,0.0,915.8,36.4%,0,15(10%)/30(20%)/50(20%),MDD/勝率為估算值
1999,11:30-11:45,0.0,948.8,33.6%,0,15(10%)/35(10%)/40(20%),MDD/勝率為估算值
2002,11:30-11:45,0.0,890.1,33.6%,0,15(10%)/35(10%)/45(20%),MDD/勝率為估算值
2005,11:30-11:45,0.0,981.1,32.7%,0,15(10%)/35(10%)/50(20%),MDD/勝率為估算值
2008,11:30-11:45,0.0,984.2,33.6%,0,15(10%)/35(15%)/40(20%),MDD/勝率為估算值
2011,11:30-11:45,0.0,925.5,33.6%,0,15(10%)/35(15%)/45(20%),MDD/勝率為估算值
2014,11:30-11:45,0.0,1013.5,32.7%,0,15(10%)/35(15%)/50(20%),MDD/勝率為估算值
2017,11:30-11:45,0.0,1021.8,33.6%,0,15(10%)/35(20%)/40(20%),MDD/勝率為估算值
2020,11:30-11:45,0.0,963.1,33.6%,0,15(10%)/35(20%)/45(20%),MDD/勝率為估算值
2023,11:30-11:45,0.0,1048.1,32.7%,0,15(10%)/35(20%)/50(20%),MDD/勝率為估算值
2026,11:30-11:45,0.0,909.6,33.6%,0,15(10%)/40(10%)/40(20%),MDD/勝率為估算值
2029,11:30-11:45,0.0,850.9,33.6%,0,15(10%)/40(10%)/45(20%),MDD/勝率為估算值
2032,11:30-11:45,0.0,941.8,32.7%,0,15(10%)/40(10%)/50(20%),MDD/勝率為估算值
2035,11:30-11:45,0.0,946.3,33.6%,0,15(10%)/40(15%)/40(20%),MDD/勝率為估算值
2038,11:30-11:45,0.0,887.7,33.6%,0,15(10%)/40(15%)/45(20%),MDD/勝率為估算值
2041,11:30-11:45,0.0,975.7,32.7%,0,15(10%)/40(15%)/50(20%),MDD/勝率為估算值
2044,11:30-11:45,0.0,985.8,33.6%,0,15(10%)/40(20%)/40(20%),MDD/勝率為估算值
2047,11:30-11:45,0.0,927.1,33.6%,0,15(10%)/40(20%)/45(20%),MDD/勝率為估算值
2050,11:30-11:45,0.0,1012.1,32.7%,0,15(10%)/40(20%)/50(20%),MDD/勝率為估算值
2053,11:30-11:45,0.0,874.8,35.5%,0,15(15%)/25(10%)/40(20%),MDD/勝率為估算值
2056,11:30-11:45,0.0,811.6,35.5%,0,15(15%)/25(10%)/45(20%),MDD/勝率為估算值
2059,11:30-11:45,0.0,874.4,34.5%,0,15(15%)/25(10%)/50(20%),MDD/勝率為估算值
