實驗ID,交易方向,時間區間,多頭損益,空頭損益,總損益,MDD,勝率,參數
4531,LONG_ONLY,10:30-10:32,-242.6,0.0,-242.6,1297.6,40.4%,25(20%)/45(20%)/55(20%)
4534,LONG_ONLY,10:30-10:32,-479.6,0.0,-479.6,1533.6,39.4%,25(20%)/45(20%)/60(20%)
4525,LONG_ONLY,10:30-10:32,-412.4,0.0,-412.4,1479.4,40.4%,25(20%)/45(20%)/45(20%)
4528,LONG_ONLY,10:30-10:32,-286.0,0.0,-286.0,1288.0,40.4%,25(20%)/45(20%)/50(20%)
4519,LONG_ONLY,10:30-10:32,-164.7,0.0,-164.7,1183.7,40.4%,25(20%)/45(15%)/55(20%)
4522,LONG_ONLY,10:30-10:32,-406.2,0.0,-406.2,1424.2,39.4%,25(20%)/45(15%)/60(20%)
4513,LONG_ONLY,10:30-10:32,-334.4,0.0,-334.4,1348.5,40.4%,25(20%)/45(15%)/45(20%)
4516,LONG_ONLY,10:30-10:32,-208.1,0.0,-208.1,1174.0,40.4%,25(20%)/45(15%)/50(20%)
4507,LONG_ONLY,10:30-10:32,-61.9,0.0,-61.9,1121.0,40.4%,25(20%)/45(10%)/55(20%)
4510,LONG_ONLY,10:30-10:32,-308.1,0.0,-308.1,1289.1,39.4%,25(20%)/45(10%)/60(20%)
4501,LONG_ONLY,10:30-10:32,-231.7,0.0,-231.7,1199.7,40.4%,25(20%)/45(10%)/45(20%)
4504,LONG_ONLY,10:30-10:32,-105.3,0.0,-105.3,1062.0,40.4%,25(20%)/45(10%)/50(20%)
4495,LONG_ONLY,10:30-10:32,-169.8,0.0,-169.8,1100.8,41.7%,25(20%)/40(20%)/55(20%)
4498,LONG_ONLY,10:30-10:32,-406.8,0.0,-406.8,1336.8,40.7%,25(20%)/40(20%)/60(20%)
4489,LONG_ONLY,10:30-10:32,-339.6,0.0,-339.6,1271.6,41.7%,25(20%)/40(20%)/45(20%)
4492,LONG_ONLY,10:30-10:32,-213.2,0.0,-213.2,1091.2,41.7%,25(20%)/40(20%)/50(20%)
4486,LONG_ONLY,10:30-10:32,-305.4,0.0,-305.4,1188.4,42.2%,25(20%)/40(20%)/40(20%)
4483,LONG_ONLY,10:30-10:32,-316.9,0.0,-316.9,1208.9,40.4%,25(20%)/40(15%)/60(20%)
4477,LONG_ONLY,10:30-10:32,-118.7,0.0,-118.7,964.0,41.3%,25(20%)/40(15%)/50(20%)
4480,LONG_ONLY,10:30-10:32,-75.3,0.0,-75.3,992.0,41.3%,25(20%)/40(15%)/55(20%)
4471,LONG_ONLY,10:30-10:32,-206.9,0.0,-206.9,1051.9,42.2%,25(20%)/40(15%)/40(20%)
4474,LONG_ONLY,10:30-10:32,-245.1,0.0,-245.1,1124.1,41.3%,25(20%)/40(15%)/45(20%)
4465,LONG_ONLY,10:30-10:32,23.2,0.0,23.2,962.0,41.3%,25(20%)/40(10%)/55(20%)
4468,LONG_ONLY,10:30-10:32,-223.0,0.0,-223.0,1074.0,40.4%,25(20%)/40(10%)/60(20%)
4459,LONG_ONLY,10:30-10:32,-146.6,0.0,-146.6,984.6,41.3%,25(20%)/40(10%)/45(20%)
4462,LONG_ONLY,10:30-10:32,-20.2,0.0,-20.2,950.0,41.3%,25(20%)/40(10%)/50(20%)
4453,LONG_ONLY,10:30-10:32,-554.8,0.0,-554.8,1560.8,41.5%,25(20%)/35(20%)/60(20%)
