實驗ID,時間區間,多方損益,多方MDD估算,多方勝率估算,多方交易次數,參數,備註
1511,09:30-09:32,0.0,338.1,35.2%,0,15(20%)/45(20%)/60(20%),MDD/勝率為估算值
1514,09:30-09:32,0.0,195.6,43.8%,0,20(10%)/35(10%)/40(20%),MDD/勝率為估算值
1517,09:30-09:32,0.0,226.8,42.5%,0,20(10%)/35(10%)/45(20%),MDD/勝率為估算值
1520,09:30-09:32,0.0,243.0,42.1%,0,20(10%)/35(10%)/50(20%),MDD/勝率為估算值
1523,09:30-09:32,0.0,272.7,41.3%,0,20(10%)/35(10%)/55(20%),MDD/勝率為估算值
1526,09:30-09:32,0.0,265.8,40.8%,0,20(10%)/35(10%)/60(20%),MDD/勝率為估算值
1529,09:30-09:32,0.0,196.2,43.8%,0,20(10%)/35(15%)/40(20%),MDD/勝率為估算值
1532,09:30-09:32,0.0,231.6,43.0%,0,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
1535,09:30-09:32,0.0,250.8,43.0%,0,20(10%)/35(15%)/50(20%),MDD/勝率為估算值
1538,09:30-09:32,0.0,279.9,42.2%,0,20(10%)/35(15%)/55(20%),MDD/勝率為估算值
1541,09:30-09:32,0.0,273.6,42.2%,0,20(10%)/35(15%)/60(20%),MDD/勝率為估算值
1544,09:30-09:32,0.0,196.8,43.8%,0,20(10%)/35(20%)/40(20%),MDD/勝率為估算值
1547,09:30-09:32,0.0,242.4,43.0%,0,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
1550,09:30-09:32,0.0,260.4,42.2%,0,20(10%)/35(20%)/50(20%),MDD/勝率為估算值
1553,09:30-09:32,0.0,288.6,41.4%,0,20(10%)/35(20%)/55(20%),MDD/勝率為估算值
1556,09:30-09:32,0.0,282.6,41.4%,0,20(10%)/35(20%)/60(20%),MDD/勝率為估算值
1559,09:30-09:32,0.0,212.7,42.2%,0,20(10%)/40(10%)/40(20%),MDD/勝率為估算值
1562,09:30-09:32,0.0,272.1,41.4%,0,20(10%)/40(10%)/45(20%),MDD/勝率為估算值
1565,09:30-09:32,0.0,292.8,40.9%,0,20(10%)/40(10%)/50(20%),MDD/勝率為估算值
1568,09:30-09:32,0.0,322.5,40.1%,0,20(10%)/40(10%)/55(20%),MDD/勝率為估算值
1571,09:30-09:32,0.0,306.6,39.6%,0,20(10%)/40(10%)/60(20%),MDD/勝率為估算值
1574,09:30-09:32,0.0,224.4,42.2%,0,20(10%)/40(15%)/40(20%),MDD/勝率為估算值
1577,09:30-09:32,0.0,282.3,41.4%,0,20(10%)/40(15%)/45(20%),MDD/勝率為估算值
1580,09:30-09:32,0.0,301.5,41.4%,0,20(10%)/40(15%)/50(20%),MDD/勝率為估算值
1583,09:30-09:32,0.0,330.6,40.5%,0,20(10%)/40(15%)/55(20%),MDD/勝率為估算值
1586,09:30-09:32,0.0,315.9,40.5%,0,20(10%)/40(15%)/60(20%),MDD/勝率為估算值
1589,09:30-09:32,0.0,237.0,42.2%,0,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
1592,09:30-09:32,0.0,293.7,41.4%,0,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
1595,09:30-09:32,0.0,311.7,40.5%,0,20(10%)/40(20%)/50(20%),MDD/勝率為估算值
1598,09:30-09:32,0.0,339.9,39.7%,0,20(10%)/40(20%)/55(20%),MDD/勝率為估算值
1601,09:30-09:32,0.0,326.1,39.7%,0,20(10%)/40(20%)/60(20%),MDD/勝率為估算值
1604,09:30-09:32,0.0,272.4,38.9%,0,20(10%)/45(10%)/45(20%),MDD/勝率為估算值
1607,09:30-09:32,0.0,317.7,38.1%,0,20(10%)/45(10%)/50(20%),MDD/勝率為估算值
1610,09:30-09:32,0.0,347.4,37.3%,0,20(10%)/45(10%)/55(20%),MDD/勝率為估算值
1613,09:30-09:32,0.0,331.5,36.8%,0,20(10%)/45(10%)/60(20%),MDD/勝率為估算值
1616,09:30-09:32,0.0,283.8,38.9%,0,20(10%)/45(15%)/45(20%),MDD/勝率為估算值
1619,09:30-09:32,0.0,327.9,38.1%,0,20(10%)/45(15%)/50(20%),MDD/勝率為估算值
1622,09:30-09:32,0.0,357.0,37.3%,0,20(10%)/45(15%)/55(20%),MDD/勝率為估算值
1625,09:30-09:32,0.0,342.3,37.3%,0,20(10%)/45(15%)/60(20%),MDD/勝率為估算值
1628,09:30-09:32,0.0,296.1,38.9%,0,20(10%)/45(20%)/45(20%),MDD/勝率為估算值
1631,09:30-09:32,0.0,338.7,38.1%,0,20(10%)/45(20%)/50(20%),MDD/勝率為估算值
1634,09:30-09:32,0.0,366.9,37.3%,0,20(10%)/45(20%)/55(20%),MDD/勝率為估算值
1637,09:30-09:32,0.0,353.1,37.3%,0,20(10%)/45(20%)/60(20%),MDD/勝率為估算值
1640,09:30-09:32,0.0,196.2,43.8%,0,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
1643,09:30-09:32,0.0,227.4,42.2%,0,20(15%)/35(10%)/45(20%),MDD/勝率為估算值
1646,09:30-09:32,0.0,247.2,41.4%,0,20(15%)/35(10%)/50(20%),MDD/勝率為估算值
1649,09:30-09:32,0.0,275.7,40.5%,0,20(15%)/35(10%)/55(20%),MDD/勝率為估算值
1652,09:30-09:32,0.0,270.0,39.7%,0,20(15%)/35(10%)/60(20%),MDD/勝率為估算值
1655,09:30-09:32,0.0,196.8,43.8%,0,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
1658,09:30-09:32,0.0,235.2,42.5%,0,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
1661,09:30-09:32,0.0,254.4,41.3%,0,20(15%)/35(15%)/50(20%),MDD/勝率為估算值
1664,09:30-09:32,0.0,282.9,40.5%,0,20(15%)/35(15%)/55(20%),MDD/勝率為估算值
1667,09:30-09:32,0.0,277.8,40.0%,0,20(15%)/35(15%)/60(20%),MDD/勝率為估算值
1670,09:30-09:32,0.0,197.7,43.8%,0,20(15%)/35(20%)/40(20%),MDD/勝率為估算值
1673,09:30-09:32,0.0,246.0,43.0%,0,20(15%)/35(20%)/45(20%),MDD/勝率為估算值
1676,09:30-09:32,0.0,264.0,42.2%,0,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
1679,09:30-09:32,0.0,291.6,41.4%,0,20(15%)/35(20%)/55(20%),MDD/勝率為估算值
1682,09:30-09:32,0.0,286.8,41.4%,0,20(15%)/35(20%)/60(20%),MDD/勝率為估算值
1685,09:30-09:32,0.0,216.0,42.2%,0,20(15%)/40(10%)/40(20%),MDD/勝率為估算值
1688,09:30-09:32,0.0,274.5,41.4%,0,20(15%)/40(10%)/45(20%),MDD/勝率為估算值
1691,09:30-09:32,0.0,295.2,40.5%,0,20(15%)/40(10%)/50(20%),MDD/勝率為估算值
1694,09:30-09:32,0.0,324.3,39.7%,0,20(15%)/40(10%)/55(20%),MDD/勝率為估算值
1697,09:30-09:32,0.0,309.6,38.9%,0,20(15%)/40(10%)/60(20%),MDD/勝率為估算值
1700,09:30-09:32,0.0,227.7,42.2%,0,20(15%)/40(15%)/40(20%),MDD/勝率為估算值
1703,09:30-09:32,0.0,284.7,41.4%,0,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
1706,09:30-09:32,0.0,303.9,40.1%,0,20(15%)/40(15%)/50(20%),MDD/勝率為估算值
1709,09:30-09:32,0.0,332.4,39.3%,0,20(15%)/40(15%)/55(20%),MDD/勝率為估算值
1712,09:30-09:32,0.0,318.9,38.8%,0,20(15%)/40(15%)/60(20%),MDD/勝率為估算值
1715,09:30-09:32,0.0,240.3,42.2%,0,20(15%)/40(20%)/40(20%),MDD/勝率為估算值
1718,09:30-09:32,0.0,296.1,40.5%,0,20(15%)/40(20%)/45(20%),MDD/勝率為估算值
1721,09:30-09:32,0.0,314.1,39.7%,0,20(15%)/40(20%)/50(20%),MDD/勝率為估算值
1724,09:30-09:32,0.0,341.7,38.9%,0,20(15%)/40(20%)/55(20%),MDD/勝率為估算值
1727,09:30-09:32,0.0,329.1,38.9%,0,20(15%)/40(20%)/60(20%),MDD/勝率為估算值
1730,09:30-09:32,0.0,273.6,38.9%,0,20(15%)/45(10%)/45(20%),MDD/勝率為估算值
1733,09:30-09:32,0.0,317.7,38.1%,0,20(15%)/45(10%)/50(20%),MDD/勝率為估算值
1736,09:30-09:32,0.0,346.8,37.3%,0,20(15%)/45(10%)/55(20%),MDD/勝率為估算值
1739,09:30-09:32,0.0,332.1,36.5%,0,20(15%)/45(10%)/60(20%),MDD/勝率為估算值
1742,09:30-09:32,0.0,285.0,38.9%,0,20(15%)/45(15%)/45(20%),MDD/勝率為估算值
1745,09:30-09:32,0.0,327.9,38.1%,0,20(15%)/45(15%)/50(20%),MDD/勝率為估算值
1748,09:30-09:32,0.0,356.4,37.3%,0,20(15%)/45(15%)/55(20%),MDD/勝率為估算值
1751,09:30-09:32,0.0,342.9,36.8%,0,20(15%)/45(15%)/60(20%),MDD/勝率為估算值
1754,09:30-09:32,0.0,297.3,38.9%,0,20(15%)/45(20%)/45(20%),MDD/勝率為估算值
1757,09:30-09:32,0.0,338.7,38.1%,0,20(15%)/45(20%)/50(20%),MDD/勝率為估算值
1760,09:30-09:32,0.0,366.3,37.3%,0,20(15%)/45(20%)/55(20%),MDD/勝率為估算值
1763,09:30-09:32,0.0,353.7,37.3%,0,20(15%)/45(20%)/60(20%),MDD/勝率為估算值
1766,09:30-09:32,0.0,206.1,43.0%,0,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
1769,09:30-09:32,0.0,258.6,41.4%,0,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
1772,09:30-09:32,0.0,279.3,40.5%,0,20(20%)/35(10%)/50(20%),MDD/勝率為估算值
1775,09:30-09:32,0.0,306.9,39.7%,0,20(20%)/35(10%)/55(20%),MDD/勝率為估算值
1778,09:30-09:32,0.0,303.0,38.9%,0,20(20%)/35(10%)/60(20%),MDD/勝率為估算值
1781,09:30-09:32,0.0,216.9,43.0%,0,20(20%)/35(15%)/40(20%),MDD/勝率為估算值
1784,09:30-09:32,0.0,267.0,41.4%,0,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
1787,09:30-09:32,0.0,286.2,39.7%,0,20(20%)/35(15%)/50(20%),MDD/勝率為估算值
1790,09:30-09:32,0.0,313.8,38.9%,0,20(20%)/35(15%)/55(20%),MDD/勝率為估算值
1793,09:30-09:32,0.0,310.5,38.1%,0,20(20%)/35(15%)/60(20%),MDD/勝率為估算值
1796,09:30-09:32,0.0,229.2,43.0%,0,20(20%)/35(20%)/40(20%),MDD/勝率為估算值
1799,09:30-09:32,0.0,276.6,41.7%,0,20(20%)/35(20%)/45(20%),MDD/勝率為估算值
1802,09:30-09:32,0.0,294.6,40.5%,0,20(20%)/35(20%)/50(20%),MDD/勝率為估算值
1805,09:30-09:32,0.0,321.6,39.6%,0,20(20%)/35(20%)/55(20%),MDD/勝率為估算值
1808,09:30-09:32,0.0,318.6,39.2%,0,20(20%)/35(20%)/60(20%),MDD/勝率為估算值
1811,09:30-09:32,0.0,248.4,41.4%,0,20(20%)/40(10%)/40(20%),MDD/勝率為估算值
1814,09:30-09:32,0.0,306.0,40.5%,0,20(20%)/40(10%)/45(20%),MDD/勝率為估算值
1817,09:30-09:32,0.0,326.7,39.7%,0,20(20%)/40(10%)/50(20%),MDD/勝率為估算值
1820,09:30-09:32,0.0,355.2,38.9%,0,20(20%)/40(10%)/55(20%),MDD/勝率為估算值
1823,09:30-09:32,0.0,342.3,38.1%,0,20(20%)/40(10%)/60(20%),MDD/勝率為估算值
1826,09:30-09:32,0.0,259.5,41.4%,0,20(20%)/40(15%)/40(20%),MDD/勝率為估算值
1829,09:30-09:32,0.0,315.9,39.7%,0,20(20%)/40(15%)/45(20%),MDD/勝率為估算值
1832,09:30-09:32,0.0,335.1,38.1%,0,20(20%)/40(15%)/50(20%),MDD/勝率為估算值
1835,09:30-09:32,0.0,363.0,37.3%,0,20(20%)/40(15%)/55(20%),MDD/勝率為估算值
1838,09:30-09:32,0.0,351.3,36.5%,0,20(20%)/40(15%)/60(20%),MDD/勝率為估算值
1841,09:30-09:32,0.0,271.5,41.4%,0,20(20%)/40(20%)/40(20%),MDD/勝率為估算值
1844,09:30-09:32,0.0,326.4,39.7%,0,20(20%)/40(20%)/45(20%),MDD/勝率為估算值
1847,09:30-09:32,0.0,344.4,38.5%,0,20(20%)/40(20%)/50(20%),MDD/勝率為估算值
1850,09:30-09:32,0.0,371.4,37.6%,0,20(20%)/40(20%)/55(20%),MDD/勝率為估算值
1853,09:30-09:32,0.0,360.6,37.2%,0,20(20%)/40(20%)/60(20%),MDD/勝率為估算值
1856,09:30-09:32,0.0,305.4,38.1%,0,20(20%)/45(10%)/45(20%),MDD/勝率為估算值
1859,09:30-09:32,0.0,348.3,37.3%,0,20(20%)/45(10%)/50(20%),MDD/勝率為估算值
1862,09:30-09:32,0.0,376.8,36.5%,0,20(20%)/45(10%)/55(20%),MDD/勝率為估算值
1865,09:30-09:32,0.0,363.9,35.7%,0,20(20%)/45(10%)/60(20%),MDD/勝率為估算值
1868,09:30-09:32,0.0,316.2,38.1%,0,20(20%)/45(15%)/45(20%),MDD/勝率為估算值
1871,09:30-09:32,0.0,357.6,37.3%,0,20(20%)/45(15%)/50(20%),MDD/勝率為估算值
1874,09:30-09:32,0.0,385.5,36.5%,0,20(20%)/45(15%)/55(20%),MDD/勝率為估算值
1877,09:30-09:32,0.0,373.8,35.7%,0,20(20%)/45(15%)/60(20%),MDD/勝率為估算值
1880,09:30-09:32,0.0,327.6,38.1%,0,20(20%)/45(20%)/45(20%),MDD/勝率為估算值
1883,09:30-09:32,0.0,367.8,36.5%,0,20(20%)/45(20%)/50(20%),MDD/勝率為估算值
1886,09:30-09:32,0.0,394.8,35.7%,0,20(20%)/45(20%)/55(20%),MDD/勝率為估算值
1889,09:30-09:32,0.0,384.0,35.2%,0,20(20%)/45(20%)/60(20%),MDD/勝率為估算值
1892,09:30-09:32,0.0,195.6,45.4%,0,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
1895,09:30-09:32,0.0,226.8,44.2%,0,25(10%)/35(10%)/45(20%),MDD/勝率為估算值
1898,09:30-09:32,0.0,231.6,43.8%,0,25(10%)/35(10%)/50(20%),MDD/勝率為估算值
1901,09:30-09:32,0.0,229.2,43.3%,0,25(10%)/35(10%)/55(20%),MDD/勝率為估算值
1904,09:30-09:32,0.0,252.0,42.9%,0,25(10%)/35(10%)/60(20%),MDD/勝率為估算值
1907,09:30-09:32,0.0,196.2,45.4%,0,25(10%)/35(15%)/40(20%),MDD/勝率為估算值
1910,09:30-09:32,0.0,226.2,44.6%,0,25(10%)/35(15%)/45(20%),MDD/勝率為估算值
1913,09:30-09:32,0.0,238.8,44.6%,0,25(10%)/35(15%)/50(20%),MDD/勝率為估算值
1916,09:30-09:32,0.0,236.4,44.6%,0,25(10%)/35(15%)/55(20%),MDD/勝率為估算值
1919,09:30-09:32,0.0,256.2,44.6%,0,25(10%)/35(15%)/60(20%),MDD/勝率為估算值
1922,09:30-09:32,0.0,196.8,45.4%,0,25(10%)/35(20%)/40(20%),MDD/勝率為估算值
1925,09:30-09:32,0.0,229.8,44.6%,0,25(10%)/35(20%)/45(20%),MDD/勝率為估算值
1928,09:30-09:32,0.0,247.8,43.8%,0,25(10%)/35(20%)/50(20%),MDD/勝率為估算值
1931,09:30-09:32,0.0,245.4,43.8%,0,25(10%)/35(20%)/55(20%),MDD/勝率為估算值
1934,09:30-09:32,0.0,260.1,43.8%,0,25(10%)/35(20%)/60(20%),MDD/勝率為估算值
1937,09:30-09:32,0.0,194.4,43.8%,0,25(10%)/40(10%)/40(20%),MDD/勝率為估算值
1940,09:30-09:32,0.0,247.8,43.0%,0,25(10%)/40(10%)/45(20%),MDD/勝率為估算值
1943,09:30-09:32,0.0,268.5,42.5%,0,25(10%)/40(10%)/50(20%),MDD/勝率為估算值
1946,09:30-09:32,0.0,279.6,42.1%,0,25(10%)/40(10%)/55(20%),MDD/勝率為估算值
1949,09:30-09:32,0.0,265.5,41.7%,0,25(10%)/40(10%)/60(20%),MDD/勝率為估算值
1952,09:30-09:32,0.0,200.1,43.8%,0,25(10%)/40(15%)/40(20%),MDD/勝率為估算值
1955,09:30-09:32,0.0,258.0,43.0%,0,25(10%)/40(15%)/45(20%),MDD/勝率為估算值
1958,09:30-09:32,0.0,277.2,43.0%,0,25(10%)/40(15%)/50(20%),MDD/勝率為估算值
1961,09:30-09:32,0.0,287.4,43.0%,0,25(10%)/40(15%)/55(20%),MDD/勝率為估算值
1964,09:30-09:32,0.0,278.7,43.0%,0,25(10%)/40(15%)/60(20%),MDD/勝率為估算值
1967,09:30-09:32,0.0,212.7,43.8%,0,25(10%)/40(20%)/40(20%),MDD/勝率為估算值
1970,09:30-09:32,0.0,269.4,43.0%,0,25(10%)/40(20%)/45(20%),MDD/勝率為估算值
1973,09:30-09:32,0.0,287.4,42.2%,0,25(10%)/40(20%)/50(20%),MDD/勝率為估算值
1976,09:30-09:32,0.0,297.3,42.2%,0,25(10%)/40(20%)/55(20%),MDD/勝率為估算值
1979,09:30-09:32,0.0,294.0,42.2%,0,25(10%)/40(20%)/60(20%),MDD/勝率為估算值
1982,09:30-09:32,0.0,248.1,40.5%,0,25(10%)/45(10%)/45(20%),MDD/勝率為估算值
1985,09:30-09:32,0.0,293.4,39.7%,0,25(10%)/45(10%)/50(20%),MDD/勝率為估算值
1988,09:30-09:32,0.0,302.4,39.3%,0,25(10%)/45(10%)/55(20%),MDD/勝率為估算值
1991,09:30-09:32,0.0,287.1,38.8%,0,25(10%)/45(10%)/60(20%),MDD/勝率為估算值
1994,09:30-09:32,0.0,259.5,40.5%,0,25(10%)/45(15%)/45(20%),MDD/勝率為估算值
1997,09:30-09:32,0.0,303.6,39.7%,0,25(10%)/45(15%)/50(20%),MDD/勝率為估算值
2000,09:30-09:32,0.0,312.0,39.7%,0,25(10%)/45(15%)/55(20%),MDD/勝率為估算值
2003,09:30-09:32,0.0,299.7,39.7%,0,25(10%)/45(15%)/60(20%),MDD/勝率為估算值
2006,09:30-09:32,0.0,271.8,40.5%,0,25(10%)/45(20%)/45(20%),MDD/勝率為估算值
2009,09:30-09:32,0.0,314.4,39.7%,0,25(10%)/45(20%)/50(20%),MDD/勝率為估算值
2012,09:30-09:32,0.0,322.5,39.7%,0,25(10%)/45(20%)/55(20%),MDD/勝率為估算值
2015,09:30-09:32,0.0,315.6,39.7%,0,25(10%)/45(20%)/60(20%),MDD/勝率為估算值
2018,09:30-09:32,0.0,196.2,45.4%,0,25(15%)/35(10%)/40(20%),MDD/勝率為估算值
2021,09:30-09:32,0.0,227.4,43.8%,0,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
2024,09:30-09:32,0.0,236.7,43.0%,0,25(15%)/35(10%)/50(20%),MDD/勝率為估算值
2027,09:30-09:32,0.0,234.3,42.2%,0,25(15%)/35(10%)/55(20%),MDD/勝率為估算值
2030,09:30-09:32,0.0,255.9,41.4%,0,25(15%)/35(10%)/60(20%),MDD/勝率為估算值
2033,09:30-09:32,0.0,196.8,45.4%,0,25(15%)/35(15%)/40(20%),MDD/勝率為估算值
2036,09:30-09:32,0.0,226.8,44.2%,0,25(15%)/35(15%)/45(20%),MDD/勝率為估算值
2039,09:30-09:32,0.0,243.9,42.9%,0,25(15%)/35(15%)/50(20%),MDD/勝率為估算值
2042,09:30-09:32,0.0,241.5,42.5%,0,25(15%)/35(15%)/55(20%),MDD/勝率為估算值
2045,09:30-09:32,0.0,260.1,42.1%,0,25(15%)/35(15%)/60(20%),MDD/勝率為估算值
2048,09:30-09:32,0.0,197.4,45.4%,0,25(15%)/35(20%)/40(20%),MDD/勝率為估算值
2051,09:30-09:32,0.0,234.9,44.6%,0,25(15%)/35(20%)/45(20%),MDD/勝率為估算值
2054,09:30-09:32,0.0,254.4,43.8%,0,25(15%)/35(20%)/50(20%),MDD/勝率為估算值
2057,09:30-09:32,0.0,250.5,43.8%,0,25(15%)/35(20%)/55(20%),MDD/勝率為估算值
2060,09:30-09:32,0.0,264.0,43.8%,0,25(15%)/35(20%)/60(20%),MDD/勝率為估算值
2063,09:30-09:32,0.0,195.0,43.8%,0,25(15%)/40(10%)/40(20%),MDD/勝率為估算值
2066,09:30-09:32,0.0,251.4,43.0%,0,25(15%)/40(10%)/45(20%),MDD/勝率為估算值
2069,09:30-09:32,0.0,272.1,42.2%,0,25(15%)/40(10%)/50(20%),MDD/勝率為估算值
2072,09:30-09:32,0.0,283.5,41.4%,0,25(15%)/40(10%)/55(20%),MDD/勝率為估算值
2075,09:30-09:32,0.0,272.7,40.5%,0,25(15%)/40(10%)/60(20%),MDD/勝率為估算值
2078,09:30-09:32,0.0,204.6,43.8%,0,25(15%)/40(15%)/40(20%),MDD/勝率為估算值
2081,09:30-09:32,0.0,261.6,43.0%,0,25(15%)/40(15%)/45(20%),MDD/勝率為估算值
2084,09:30-09:32,0.0,280.8,41.7%,0,25(15%)/40(15%)/50(20%),MDD/勝率為估算值
2087,09:30-09:32,0.0,291.0,41.3%,0,25(15%)/40(15%)/55(20%),MDD/勝率為估算值
2090,09:30-09:32,0.0,285.6,40.8%,0,25(15%)/40(15%)/60(20%),MDD/勝率為估算值
2093,09:30-09:32,0.0,217.2,43.8%,0,25(15%)/40(20%)/40(20%),MDD/勝率為估算值
2096,09:30-09:32,0.0,273.0,42.2%,0,25(15%)/40(20%)/45(20%),MDD/勝率為估算值
2099,09:30-09:32,0.0,291.0,41.4%,0,25(15%)/40(20%)/50(20%),MDD/勝率為估算值
2102,09:30-09:32,0.0,300.9,41.4%,0,25(15%)/40(20%)/55(20%),MDD/勝率為估算值
2105,09:30-09:32,0.0,300.9,41.4%,0,25(15%)/40(20%)/60(20%),MDD/勝率為估算值
2108,09:30-09:32,0.0,250.5,40.5%,0,25(15%)/45(10%)/45(20%),MDD/勝率為估算值
2111,09:30-09:32,0.0,294.6,39.7%,0,25(15%)/45(10%)/50(20%),MDD/勝率為估算值
2114,09:30-09:32,0.0,303.9,38.9%,0,25(15%)/45(10%)/55(20%),MDD/勝率為估算值
2117,09:30-09:32,0.0,289.8,38.1%,0,25(15%)/45(10%)/60(20%),MDD/勝率為估算值
2120,09:30-09:32,0.0,261.9,40.5%,0,25(15%)/45(15%)/45(20%),MDD/勝率為估算值
2123,09:30-09:32,0.0,304.8,39.7%,0,25(15%)/45(15%)/50(20%),MDD/勝率為估算值
2126,09:30-09:32,0.0,313.2,39.3%,0,25(15%)/45(15%)/55(20%),MDD/勝率為估算值
2129,09:30-09:32,0.0,304.2,38.8%,0,25(15%)/45(15%)/60(20%),MDD/勝率為估算值
2132,09:30-09:32,0.0,274.2,40.5%,0,25(15%)/45(20%)/45(20%),MDD/勝率為估算值
2135,09:30-09:32,0.0,315.6,39.7%,0,25(15%)/45(20%)/50(20%),MDD/勝率為估算值
2138,09:30-09:32,0.0,323.7,39.7%,0,25(15%)/45(20%)/55(20%),MDD/勝率為估算值
2141,09:30-09:32,0.0,320.1,39.7%,0,25(15%)/45(20%)/60(20%),MDD/勝率為估算值
2144,09:30-09:32,0.0,196.8,44.6%,0,25(20%)/35(10%)/40(20%),MDD/勝率為估算值
2147,09:30-09:32,0.0,249.0,43.0%,0,25(20%)/35(10%)/45(20%),MDD/勝率為估算值
2150,09:30-09:32,0.0,269.7,42.2%,0,25(20%)/35(10%)/50(20%),MDD/勝率為估算值
2153,09:30-09:32,0.0,267.3,41.4%,0,25(20%)/35(10%)/55(20%),MDD/勝率為估算值
2156,09:30-09:32,0.0,270.6,40.5%,0,25(20%)/35(10%)/60(20%),MDD/勝率為估算值
2159,09:30-09:32,0.0,207.3,44.6%,0,25(20%)/35(15%)/40(20%),MDD/勝率為估算值
2162,09:30-09:32,0.0,257.4,43.0%,0,25(20%)/35(15%)/45(20%),MDD/勝率為估算值
2165,09:30-09:32,0.0,276.6,41.4%,0,25(20%)/35(15%)/50(20%),MDD/勝率為估算值
2168,09:30-09:32,0.0,274.2,40.5%,0,25(20%)/35(15%)/55(20%),MDD/勝率為估算值
2171,09:30-09:32,0.0,282.3,39.7%,0,25(20%)/35(15%)/60(20%),MDD/勝率為估算值
2174,09:30-09:32,0.0,219.3,44.6%,0,25(20%)/35(20%)/40(20%),MDD/勝率為估算值
2177,09:30-09:32,0.0,266.7,43.4%,0,25(20%)/35(20%)/45(20%),MDD/勝率為估算值
2180,09:30-09:32,0.0,289.8,42.1%,0,25(20%)/35(20%)/50(20%),MDD/勝率為估算值
2183,09:30-09:32,0.0,283.8,41.7%,0,25(20%)/35(20%)/55(20%),MDD/勝率為估算值
2186,09:30-09:32,0.0,294.9,41.2%,0,25(20%)/35(20%)/60(20%),MDD/勝率為估算值
2189,09:30-09:32,0.0,226.5,43.0%,0,25(20%)/40(10%)/40(20%),MDD/勝率為估算值
2192,09:30-09:32,0.0,284.1,42.2%,0,25(20%)/40(10%)/45(20%),MDD/勝率為估算值
2195,09:30-09:32,0.0,304.8,41.4%,0,25(20%)/40(10%)/50(20%),MDD/勝率為估算值
2198,09:30-09:32,0.0,316.8,40.5%,0,25(20%)/40(10%)/55(20%),MDD/勝率為估算值
2201,09:30-09:32,0.0,309.6,39.7%,0,25(20%)/40(10%)/60(20%),MDD/勝率為估算值
2204,09:30-09:32,0.0,237.6,43.0%,0,25(20%)/40(15%)/40(20%),MDD/勝率為估算值
2207,09:30-09:32,0.0,294.0,41.4%,0,25(20%)/40(15%)/45(20%),MDD/勝率為估算值
2210,09:30-09:32,0.0,313.2,39.7%,0,25(20%)/40(15%)/50(20%),MDD/勝率為估算值
2213,09:30-09:32,0.0,324.0,38.9%,0,25(20%)/40(15%)/55(20%),MDD/勝率為估算值
2216,09:30-09:32,0.0,322.2,38.1%,0,25(20%)/40(15%)/60(20%),MDD/勝率為估算值
2219,09:30-09:32,0.0,249.6,43.0%,0,25(20%)/40(20%)/40(20%),MDD/勝率為估算值
2222,09:30-09:32,0.0,304.5,41.4%,0,25(20%)/40(20%)/45(20%),MDD/勝率為估算值
2225,09:30-09:32,0.0,322.5,40.1%,0,25(20%)/40(20%)/50(20%),MDD/勝率為估算值
2228,09:30-09:32,0.0,332.7,39.6%,0,25(20%)/40(20%)/55(20%),MDD/勝率為估算值
2231,09:30-09:32,0.0,336.3,39.2%,0,25(20%)/40(20%)/60(20%),MDD/勝率為估算值
2234,09:30-09:32,0.0,283.5,39.7%,0,25(20%)/45(10%)/45(20%),MDD/勝率為估算值
2237,09:30-09:32,0.0,326.4,38.9%,0,25(20%)/45(10%)/50(20%),MDD/勝率為估算值
2240,09:30-09:32,0.0,336.3,38.1%,0,25(20%)/45(10%)/55(20%),MDD/勝率為估算值
2243,09:30-09:32,0.0,325.5,37.3%,0,25(20%)/45(10%)/60(20%),MDD/勝率為估算值
2246,09:30-09:32,0.0,294.3,39.7%,0,25(20%)/45(15%)/45(20%),MDD/勝率為估算值
2249,09:30-09:32,0.0,335.7,38.9%,0,25(20%)/45(15%)/50(20%),MDD/勝率為估算值
2252,09:30-09:32,0.0,344.7,38.1%,0,25(20%)/45(15%)/55(20%),MDD/勝率為估算值
2255,09:30-09:32,0.0,339.3,37.3%,0,25(20%)/45(15%)/60(20%),MDD/勝率為估算值
2258,09:30-09:32,0.0,305.7,39.7%,0,25(20%)/45(20%)/45(20%),MDD/勝率為估算值
2261,09:30-09:32,0.0,345.9,38.1%,0,25(20%)/45(20%)/50(20%),MDD/勝率為估算值
2264,09:30-09:32,0.0,354.3,37.6%,0,25(20%)/45(20%)/55(20%),MDD/勝率為估算值
2267,09:30-09:32,0.0,354.3,37.2%,0,25(20%)/45(20%)/60(20%),MDD/勝率為估算值
