實驗ID,時間區間,空方損益,空方MDD估算,空方勝率估算,空方交易次數,參數,備註
488,08:46-08:47,2398.4,1122.0,60.5%,120,20(10%)/45(15%)/55(20%),MDD/勝率為估算值
353,08:46-08:47,2395.3,1084.0,59.6%,120,15(20%)/45(10%)/60(20%),MDD/勝率為估算值
596,08:46-08:47,2385.4,1137.0,62.3%,120,20(15%)/45(10%)/45(20%),MDD/勝率為估算值
110,08:46-08:47,2379.4,1116.0,60.5%,120,15(10%)/45(15%)/55(20%),MDD/勝率為估算值
347,08:46-08:47,2378.7,1110.0,61.4%,120,15(20%)/45(10%)/50(20%),MDD/勝率為估算值
731,08:46-08:47,2374.5,1099.0,59.6%,120,20(20%)/45(10%)/60(20%),MDD/勝率為估算值
725,08:46-08:47,2370.7,1125.0,61.4%,120,20(20%)/45(10%)/50(20%),MDD/勝率為估算值
491,08:46-08:47,2362.2,1100.0,59.6%,120,20(10%)/45(15%)/60(20%),MDD/勝率為估算值
485,08:46-08:47,2359.8,1126.0,61.4%,120,20(10%)/45(15%)/50(20%),MDD/勝率為估算值
113,08:46-08:47,2343.2,1094.0,59.6%,120,15(10%)/45(15%)/60(20%),MDD/勝率為估算值
218,08:46-08:47,2343.2,1126.0,62.3%,120,15(15%)/45(10%)/45(20%),MDD/勝率為估算值
431,08:46-08:47,2341.0,1162.0,61.4%,120,20(10%)/40(10%)/50(20%),MDD/勝率為估算值
8,08:46-08:47,2335.6,1034.0,63.2%,120,15(10%)/35(10%)/50(20%),MDD/勝率為估算值
107,08:46-08:47,2326.3,1120.0,61.4%,120,15(10%)/45(15%)/50(20%),MDD/勝率為估算值
236,08:46-08:47,2324.1,1119.0,60.5%,120,15(15%)/45(15%)/55(20%),MDD/勝率為估算值
614,08:46-08:47,2320.8,1132.0,60.5%,120,20(15%)/45(15%)/55(20%),MDD/勝率為估算值
512,08:46-08:47,2314.4,1022.0,62.3%,120,20(15%)/35(10%)/50(20%),MDD/勝率為估算值
722,08:46-08:47,2301.9,1145.0,62.3%,120,20(20%)/45(10%)/45(20%),MDD/勝率為估算值
482,08:46-08:47,2293.3,1146.0,62.3%,120,20(10%)/45(15%)/45(20%),MDD/勝率為估算值
239,08:46-08:47,2291.1,1097.0,59.6%,120,15(15%)/45(15%)/60(20%),MDD/勝率為估算值
617,08:46-08:47,2287.8,1110.0,59.6%,120,20(15%)/45(15%)/60(20%),MDD/勝率為估算值
344,08:46-08:47,2284.3,1130.0,62.3%,120,15(20%)/45(10%)/45(20%),MDD/勝率為估算值
611,08:46-08:47,2279.7,1136.0,61.4%,120,20(15%)/45(15%)/50(20%),MDD/勝率為估算值
53,08:46-08:47,2279.4,1158.0,61.4%,120,15(10%)/40(10%)/50(20%),MDD/勝率為估算值
428,08:46-08:47,2279.2,1182.0,62.3%,120,20(10%)/40(10%)/45(20%),MDD/勝率為估算值
134,08:46-08:47,2273.8,1038.0,63.2%,120,15(15%)/35(10%)/50(20%),MDD/勝率為估算值
233,08:46-08:47,2269.4,1123.0,61.4%,120,15(15%)/45(15%)/50(20%),MDD/勝率為估算值
854,08:46-08:47,2268.5,1137.0,60.5%,120,25(10%)/45(10%)/55(20%),MDD/勝率為估算值
389,08:46-08:47,2267.8,1005.0,61.5%,118,20(10%)/35(10%)/55(20%),MDD/勝率為估算值
401,08:46-08:47,2267.4,1027.0,64.2%,120,20(10%)/35(15%)/50(20%),MDD/勝率為估算值
557,08:46-08:47,2258.2,1172.0,61.4%,120,20(15%)/40(10%)/50(20%),MDD/勝率為估算值
392,08:46-08:47,2257.2,979.0,60.6%,118,20(10%)/35(10%)/60(20%),MDD/勝率為估算值
383,08:46-08:47,2254.4,1038.0,63.8%,119,20(10%)/35(10%)/45(20%),MDD/勝率為估算值
851,08:46-08:47,2246.9,1141.0,61.4%,120,25(10%)/45(10%)/50(20%),MDD/勝率為估算值
104,08:46-08:47,2231.2,1140.0,62.3%,120,15(10%)/45(15%)/45(20%),MDD/勝率為估算值
857,08:46-08:47,2226.9,1115.0,59.6%,120,25(10%)/45(10%)/60(20%),MDD/勝率為估算值
497,08:46-08:47,2224.7,1133.0,61.4%,120,20(10%)/45(20%)/50(20%),MDD/勝率為估算值
638,08:46-08:47,2221.1,1033.0,62.3%,120,20(20%)/35(10%)/50(20%),MDD/勝率為估算值
179,08:46-08:47,2220.9,1161.0,61.4%,120,15(15%)/40(10%)/50(20%),MDD/勝率為估算值
5,08:46-08:47,2216.4,1063.0,64.2%,120,15(10%)/35(10%)/45(20%),MDD/勝率為估算值
359,08:46-08:47,2212.4,1127.0,61.4%,120,15(20%)/45(15%)/50(20%),MDD/勝率為估算值
260,08:46-08:47,2212.1,1044.0,63.2%,120,15(20%)/35(10%)/50(20%),MDD/勝率為估算值
11,08:46-08:47,2210.0,1030.0,61.4%,120,15(10%)/35(10%)/55(20%),MDD/勝率為估算值
608,08:46-08:47,2209.8,1156.0,62.3%,120,20(15%)/45(15%)/45(20%),MDD/勝率為估算值
434,08:46-08:47,2201.0,1158.0,59.6%,120,20(10%)/40(10%)/55(20%),MDD/勝率為估算值
737,08:46-08:47,2199.7,1144.0,61.4%,120,20(20%)/45(15%)/50(20%),MDD/勝率為估算值
14,08:46-08:47,2199.4,1004.0,60.5%,120,15(10%)/35(10%)/60(20%),MDD/勝率為估算值
23,08:46-08:47,2196.2,1050.0,63.2%,120,15(10%)/35(15%)/50(20%),MDD/勝率為估算值
119,08:46-08:47,2196.1,1125.0,61.4%,120,15(10%)/45(20%)/50(20%),MDD/勝率為估算值
554,08:46-08:47,2192.8,1192.0,62.3%,120,20(15%)/40(10%)/45(20%),MDD/勝率為估算值
50,08:46-08:47,2188.8,1178.0,62.3%,120,15(10%)/40(10%)/45(20%),MDD/勝率為估算值
764,08:46-08:47,2186.9,1043.0,63.9%,117,25(10%)/35(10%)/50(20%),MDD/勝率為估算值
446,08:46-08:47,2185.3,1179.0,61.4%,120,20(10%)/40(15%)/50(20%),MDD/勝率為估算值
848,08:46-08:47,2185.1,1161.0,62.3%,120,25(10%)/45(10%)/45(20%),MDD/勝率為估算值
515,08:46-08:47,2179.3,1018.0,60.5%,120,20(15%)/35(10%)/55(20%),MDD/勝率為估算值
425,08:46-08:47,2179.0,1223.0,63.2%,120,20(10%)/40(10%)/40(20%),MDD/勝率為估算值
683,08:46-08:47,2175.3,1180.0,61.4%,120,20(20%)/40(10%)/50(20%),MDD/勝率為估算值
527,08:46-08:47,2174.1,1040.0,63.4%,118,20(15%)/35(15%)/50(20%),MDD/勝率為估算值
230,08:46-08:47,2172.3,1143.0,62.3%,120,15(15%)/45(15%)/45(20%),MDD/勝率為估算值
518,08:46-08:47,2171.9,992.0,59.6%,120,20(15%)/35(10%)/60(20%),MDD/勝率為估算值
980,08:46-08:47,2170.1,1150.0,60.5%,120,25(15%)/45(10%)/55(20%),MDD/勝率為估算值
305,08:46-08:47,2162.5,1165.0,61.4%,120,15(20%)/40(10%)/50(20%),MDD/勝率為估算值
509,08:46-08:47,2161.1,1051.0,63.2%,120,20(15%)/35(10%)/45(20%),MDD/勝率為估算值
437,08:46-08:47,2159.4,1136.0,58.7%,120,20(10%)/40(10%)/60(20%),MDD/勝率為估算值
56,08:46-08:47,2153.8,1154.0,59.6%,120,15(10%)/40(10%)/55(20%),MDD/勝率為估算值
494,08:46-08:47,2153.7,1153.0,62.3%,120,20(10%)/45(20%)/45(20%),MDD/勝率為估算值
131,08:46-08:47,2152.8,1067.0,64.2%,120,15(15%)/35(10%)/45(20%),MDD/勝率為估算值
137,08:46-08:47,2152.3,1034.0,61.4%,120,15(15%)/35(10%)/55(20%),MDD/勝率為估算值
977,08:46-08:47,2145.4,1154.0,61.4%,120,25(15%)/45(10%)/50(20%),MDD/勝率為估算值
140,08:46-08:47,2144.9,1008.0,60.5%,120,15(15%)/35(10%)/60(20%),MDD/勝率為估算值
623,08:46-08:47,2144.7,1143.0,61.4%,120,20(15%)/45(20%)/50(20%),MDD/勝率為估算值
380,08:46-08:47,2141.6,1079.0,64.7%,119,20(10%)/35(10%)/40(20%),MDD/勝率為估算值
245,08:46-08:47,2139.2,1128.0,61.4%,120,15(15%)/45(20%)/50(20%),MDD/勝率為估算值
404,08:46-08:47,2136.2,1023.0,62.3%,120,20(10%)/35(15%)/55(20%),MDD/勝率為估算值
149,08:46-08:47,2134.4,1054.0,63.2%,120,15(15%)/35(15%)/50(20%),MDD/勝率為估算值
983,08:46-08:47,2131.7,1128.0,59.6%,120,25(15%)/45(10%)/60(20%),MDD/勝率為估算值
407,08:46-08:47,2129.4,997.0,61.4%,120,20(10%)/35(15%)/60(20%),MDD/勝率為估算值
68,08:46-08:47,2128.6,1173.0,61.4%,120,15(10%)/40(15%)/50(20%),MDD/勝率為估算值
176,08:46-08:47,2128.4,1181.0,62.3%,120,15(15%)/40(10%)/45(20%),MDD/勝率為估算值
416,08:46-08:47,2127.1,1046.0,64.2%,120,20(10%)/35(20%)/50(20%),MDD/勝率為估算值
734,08:46-08:47,2126.2,1164.0,62.3%,120,20(20%)/45(15%)/45(20%),MDD/勝率為估算值
560,08:46-08:47,2123.1,1168.0,59.6%,120,20(15%)/40(10%)/55(20%),MDD/勝率為估算值
443,08:46-08:47,2118.9,1199.0,62.3%,120,20(10%)/40(15%)/45(20%),MDD/勝率為估算值
356,08:46-08:47,2113.4,1147.0,62.3%,120,15(20%)/45(15%)/45(20%),MDD/勝率為估算值
59,08:46-08:47,2112.2,1132.0,58.7%,120,15(10%)/40(10%)/60(20%),MDD/勝率為估算值
398,08:46-08:47,2110.6,1056.0,64.2%,120,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
680,08:46-08:47,2106.5,1200.0,62.3%,120,20(20%)/40(10%)/45(20%),MDD/勝率為估算值
572,08:46-08:47,2102.5,1189.0,61.4%,120,20(15%)/40(15%)/50(20%),MDD/勝率為估算值
866,08:46-08:47,2101.9,1156.0,60.5%,120,25(10%)/45(15%)/55(20%),MDD/勝率為估算值
182,08:46-08:47,2099.4,1157.0,59.6%,120,15(15%)/40(10%)/55(20%),MDD/勝率為估算值
116,08:46-08:47,2096.3,1145.0,62.3%,120,15(10%)/45(20%)/45(20%),MDD/勝率為估算值
263,08:46-08:47,2094.7,1040.0,61.4%,120,15(20%)/35(10%)/55(20%),MDD/勝率為估算值
641,08:46-08:47,2090.9,1029.0,60.5%,120,20(20%)/35(10%)/55(20%),MDD/勝率為估算值
551,08:46-08:47,2090.6,1233.0,63.2%,120,20(15%)/40(10%)/40(20%),MDD/勝率為估算值
266,08:46-08:47,2090.5,1014.0,60.5%,120,15(20%)/35(10%)/60(20%),MDD/勝率為估算值
257,08:46-08:47,2089.1,1073.0,64.2%,120,15(20%)/35(10%)/45(20%),MDD/勝率為估算值
47,08:46-08:47,2088.6,1219.0,63.2%,120,15(10%)/40(10%)/40(20%),MDD/勝率為估算值
2,08:46-08:47,2088.4,1104.0,65.1%,120,15(10%)/35(10%)/40(20%),MDD/勝率為估算值
362,08:46-08:47,2088.4,1123.0,59.6%,120,15(20%)/45(15%)/55(20%),MDD/勝率為估算值
500,08:46-08:47,2087.7,1129.0,59.6%,120,20(10%)/45(20%)/55(20%),MDD/勝率為估算值
644,08:46-08:47,2086.7,1003.0,59.6%,120,20(20%)/35(10%)/60(20%),MDD/勝率為估算值
563,08:46-08:47,2084.7,1146.0,58.7%,120,20(15%)/40(10%)/60(20%),MDD/勝率為估算值
371,08:46-08:47,2082.2,1132.0,61.4%,120,15(20%)/45(20%)/50(20%),MDD/勝率為估算值
653,08:46-08:47,2080.8,1051.0,62.3%,120,20(20%)/35(15%)/50(20%),MDD/勝率為估算值
974,08:46-08:47,2080.1,1174.0,62.3%,120,25(15%)/45(10%)/45(20%),MDD/勝率為估算值
26,08:46-08:47,2079.2,1046.0,61.4%,120,15(10%)/35(15%)/55(20%),MDD/勝率為估算值
863,08:46-08:47,2075.8,1160.0,61.4%,120,25(10%)/45(15%)/50(20%),MDD/勝率為估算值
122,08:46-08:47,2073.5,1121.0,59.6%,120,15(10%)/45(20%)/55(20%),MDD/勝率為估算值
20,08:46-08:47,2073.4,1079.0,64.2%,120,15(10%)/35(15%)/45(20%),MDD/勝率為估算值
461,08:46-08:47,2072.9,1178.0,61.4%,120,20(10%)/40(20%)/50(20%),MDD/勝率為估算值
29,08:46-08:47,2072.6,1020.0,60.5%,120,15(10%)/35(15%)/60(20%),MDD/勝率為估算值
1106,08:46-08:47,2071.7,1161.0,60.5%,120,25(20%)/45(10%)/55(20%),MDD/勝率為估算值
620,08:46-08:47,2070.2,1163.0,62.3%,120,20(15%)/45(20%)/45(20%),MDD/勝率為估算值
194,08:46-08:47,2070.1,1176.0,61.4%,120,15(15%)/40(15%)/50(20%),MDD/勝率為估算值
890,08:46-08:47,2068.6,1059.0,62.3%,120,25(15%)/35(10%)/50(20%),MDD/勝率為估算值
302,08:46-08:47,2068.1,1185.0,62.3%,120,15(20%)/40(10%)/45(20%),MDD/勝率為估算值
635,08:46-08:47,2067.7,1062.0,63.2%,120,20(20%)/35(10%)/45(20%),MDD/勝率為估算值
869,08:46-08:47,2065.8,1134.0,59.6%,120,25(10%)/45(15%)/60(20%),MDD/勝率為估算值
749,08:46-08:47,2064.6,1151.0,61.4%,120,20(20%)/45(20%)/50(20%),MDD/勝率為估算值
740,08:46-08:47,2062.8,1140.0,59.6%,120,20(20%)/45(15%)/55(20%),MDD/勝率為估算值
185,08:46-08:47,2061.1,1135.0,58.7%,120,15(15%)/40(10%)/60(20%),MDD/勝率為估算值
365,08:46-08:47,2058.7,1101.0,58.7%,120,15(20%)/45(15%)/60(20%),MDD/勝率為估算值
809,08:46-08:47,2057.1,1196.0,61.4%,120,25(10%)/40(10%)/50(20%),MDD/勝率為估算值
503,08:46-08:47,2056.9,1107.0,58.7%,120,20(10%)/45(20%)/60(20%),MDD/勝率為估算值
449,08:46-08:47,2054.1,1175.0,59.6%,120,20(10%)/40(15%)/55(20%),MDD/勝率為估算值
530,08:46-08:47,2047.7,1036.0,61.5%,118,20(15%)/35(15%)/55(20%),MDD/勝率為估算值
779,08:46-08:47,2046.5,1061.0,65.1%,120,25(10%)/35(15%)/50(20%),MDD/勝率為估算值
506,08:46-08:47,2046.2,1092.0,64.2%,120,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
308,08:46-08:47,2045.1,1161.0,59.6%,120,15(20%)/40(10%)/55(20%),MDD/勝率為估算值
686,08:46-08:47,2045.1,1176.0,59.6%,120,20(20%)/40(10%)/55(20%),MDD/勝率為估算值
533,08:46-08:47,2044.2,1010.0,60.6%,118,20(15%)/35(15%)/60(20%),MDD/勝率為估算值
1103,08:46-08:47,2043.9,1165.0,61.4%,120,25(20%)/45(10%)/50(20%),MDD/勝率為估算值
125,08:46-08:47,2042.7,1099.0,58.7%,120,15(10%)/45(20%)/60(20%),MDD/勝率為估算值
242,08:46-08:47,2037.5,1148.0,62.3%,120,15(15%)/45(20%)/45(20%),MDD/勝率為估算值
1109,08:46-08:47,2036.5,1139.0,59.6%,120,25(20%)/45(10%)/60(20%),MDD/勝率為估算值
767,08:46-08:47,2034.3,1039.0,62.1%,117,25(10%)/35(10%)/55(20%),MDD/勝率為估算值
542,08:46-08:47,2033.8,1059.0,64.2%,120,20(15%)/35(20%)/50(20%),MDD/勝率為估算值
761,08:46-08:47,2033.5,1072.0,64.3%,118,25(10%)/35(10%)/45(20%),MDD/勝率為估算值
65,08:46-08:47,2033.3,1193.0,62.3%,120,15(10%)/40(15%)/45(20%),MDD/勝率為估算值
743,08:46-08:47,2033.0,1118.0,58.7%,120,20(20%)/45(15%)/60(20%),MDD/勝率為估算值
569,08:46-08:47,2032.6,1209.0,62.3%,120,20(15%)/40(15%)/45(20%),MDD/勝率為估算值
173,08:46-08:47,2026.2,1222.0,63.2%,120,15(15%)/40(10%)/40(20%),MDD/勝率為估算值
770,08:46-08:47,2023.7,1013.0,61.1%,117,25(10%)/35(10%)/60(20%),MDD/勝率為估算值
128,08:46-08:47,2022.7,1108.0,65.1%,120,15(15%)/35(10%)/40(20%),MDD/勝率為估算值
152,08:46-08:47,2021.6,1050.0,61.4%,120,15(15%)/35(15%)/55(20%),MDD/勝率為估算值
83,08:46-08:47,2020.9,1170.0,61.4%,120,15(10%)/40(20%)/50(20%),MDD/勝率為估算值
248,08:46-08:47,2020.7,1124.0,59.6%,120,15(15%)/45(20%)/55(20%),MDD/勝率為估算值
698,08:46-08:47,2019.7,1197.0,61.4%,120,20(20%)/40(15%)/50(20%),MDD/勝率為估算值
155,08:46-08:47,2018.1,1024.0,60.5%,120,15(15%)/35(15%)/60(20%),MDD/勝率為估算值
452,08:46-08:47,2017.8,1153.0,58.7%,120,20(10%)/40(15%)/60(20%),MDD/勝率為估算值
524,08:46-08:47,2017.2,1069.0,63.8%,119,20(15%)/35(15%)/45(20%),MDD/勝率為估算值
440,08:46-08:47,2014.5,1240.0,63.2%,120,20(10%)/40(15%)/40(20%),MDD/勝率為估算值
626,08:46-08:47,2012.5,1139.0,59.6%,120,20(15%)/45(20%)/55(20%),MDD/勝率為估算值
71,08:46-08:47,2011.7,1169.0,59.6%,120,15(10%)/40(15%)/55(20%),MDD/勝率為估算值
320,08:46-08:47,2011.7,1180.0,61.4%,120,15(20%)/40(15%)/50(20%),MDD/勝率為估算值
311,08:46-08:47,2009.9,1139.0,58.7%,120,15(20%)/40(10%)/60(20%),MDD/勝率為估算值
689,08:46-08:47,2009.9,1154.0,58.7%,120,20(20%)/40(10%)/60(20%),MDD/勝率為估算值
146,08:46-08:47,2009.8,1083.0,64.2%,120,15(15%)/35(15%)/45(20%),MDD/勝率為估算值
860,08:46-08:47,2009.5,1180.0,62.3%,120,25(10%)/45(15%)/45(20%),MDD/勝率為估算值
419,08:46-08:47,2004.5,1042.0,62.3%,120,20(10%)/35(20%)/55(20%),MDD/勝率為估算值
992,08:46-08:47,2003.5,1169.0,60.5%,120,25(15%)/45(15%)/55(20%),MDD/勝率為估算值
677,08:46-08:47,2002.1,1241.0,63.2%,120,20(20%)/40(10%)/40(20%),MDD/勝率為估算值
458,08:46-08:47,2001.9,1198.0,62.3%,120,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
422,08:46-08:47,2001.7,1016.0,61.4%,120,20(10%)/35(20%)/60(20%),MDD/勝率為估算值
806,08:46-08:47,1995.3,1216.0,62.3%,120,25(10%)/40(10%)/45(20%),MDD/勝率為估算值
395,08:46-08:47,1994.2,1097.0,65.1%,120,20(10%)/35(15%)/40(20%),MDD/勝率為估算值
251,08:46-08:47,1993.0,1102.0,58.7%,120,15(15%)/45(20%)/60(20%),MDD/勝率為估算值
587,08:46-08:47,1990.0,1188.0,61.4%,120,20(15%)/40(20%)/50(20%),MDD/勝率為估算值
746,08:46-08:47,1986.6,1171.0,62.3%,120,20(20%)/45(20%)/45(20%),MDD/勝率為估算值
629,08:46-08:47,1985.0,1117.0,58.7%,120,20(15%)/45(20%)/60(20%),MDD/勝率為估算值
368,08:46-08:47,1978.6,1152.0,62.3%,120,15(20%)/45(20%)/45(20%),MDD/勝率為估算值
575,08:46-08:47,1976.1,1185.0,59.6%,120,20(15%)/40(15%)/55(20%),MDD/勝率為估算值
74,08:46-08:47,1975.5,1147.0,58.7%,120,15(10%)/40(15%)/60(20%),MDD/勝率為估算值
1100,08:46-08:47,1975.1,1185.0,62.3%,120,25(20%)/45(10%)/45(20%),MDD/勝率為估算值
989,08:46-08:47,1974.3,1173.0,61.4%,120,25(15%)/45(15%)/50(20%),MDD/勝率為估算值
191,08:46-08:47,1973.0,1196.0,62.3%,120,15(15%)/40(15%)/45(20%),MDD/勝率為估算值
995,08:46-08:47,1970.5,1147.0,59.6%,120,25(15%)/45(15%)/60(20%),MDD/勝率為估算值
374,08:46-08:47,1967.8,1128.0,59.6%,120,15(20%)/45(20%)/55(20%),MDD/勝率為估算值
413,08:46-08:47,1966.7,1075.0,64.2%,120,20(10%)/35(20%)/45(20%),MDD/勝率為估算值
299,08:46-08:47,1963.7,1226.0,63.2%,120,15(20%)/40(10%)/40(20%),MDD/勝率為估算值
209,08:46-08:47,1962.5,1173.0,61.4%,120,15(15%)/40(20%)/50(20%),MDD/勝率為估算值
656,08:46-08:47,1959.2,1047.0,60.5%,120,20(20%)/35(15%)/55(20%),MDD/勝率為估算值
659,08:46-08:47,1959.0,1021.0,59.6%,120,20(20%)/35(15%)/60(20%),MDD/勝率為估算值
197,08:46-08:47,1957.3,1172.0,59.6%,120,15(15%)/40(15%)/55(20%),MDD/勝率為估算值
254,08:46-08:47,1956.9,1114.0,65.1%,120,15(20%)/35(10%)/40(20%),MDD/勝率為估算值
935,08:46-08:47,1952.8,1209.0,61.4%,120,25(15%)/40(10%)/50(20%),MDD/勝率為估算值
632,08:46-08:47,1950.7,1103.0,64.2%,120,20(20%)/35(10%)/40(20%),MDD/勝率為估算值
464,08:46-08:47,1950.3,1174.0,59.6%,120,20(10%)/40(20%)/55(20%),MDD/勝率為估算值
1016,08:46-08:47,1950.3,1073.0,62.3%,120,25(20%)/35(10%)/50(20%),MDD/勝率為估算值
695,08:46-08:47,1946.2,1217.0,62.3%,120,20(20%)/40(15%)/45(20%),MDD/勝率為估算值
377,08:46-08:47,1943.4,1106.0,58.7%,120,15(20%)/45(20%)/60(20%),MDD/勝率為估算值
578,08:46-08:47,1943.1,1163.0,58.7%,120,20(15%)/40(15%)/60(20%),MDD/勝率為估算值
17,08:46-08:47,1942.0,1120.0,65.1%,120,15(10%)/35(15%)/40(20%),MDD/勝率為估算值
875,08:46-08:47,1940.8,1167.0,61.4%,120,25(10%)/45(20%)/50(20%),MDD/勝率為估算值
668,08:46-08:47,1940.4,1070.0,63.4%,118,20(20%)/35(20%)/50(20%),MDD/勝率為估算值
752,08:46-08:47,1937.4,1147.0,59.6%,120,20(20%)/45(20%)/55(20%),MDD/勝率為估算值
62,08:46-08:47,1929.0,1234.0,63.2%,120,15(10%)/40(15%)/40(20%),MDD/勝率為估算值
275,08:46-08:47,1928.8,1060.0,62.3%,120,15(20%)/35(15%)/50(20%),MDD/勝率為估算值
905,08:46-08:47,1928.2,1077.0,63.9%,117,25(15%)/35(15%)/50(20%),MDD/勝率為估算值
566,08:46-08:47,1926.1,1250.0,63.2%,120,20(15%)/40(15%)/40(20%),MDD/勝率為估算值
200,08:46-08:47,1924.3,1150.0,58.7%,120,15(15%)/40(15%)/60(20%),MDD/勝率為估算值
650,08:46-08:47,1923.8,1080.0,63.2%,120,20(20%)/35(15%)/45(20%),MDD/勝率為估算值
893,08:46-08:47,1921.6,1055.0,60.5%,120,25(15%)/35(10%)/55(20%),MDD/勝率為估算值
80,08:46-08:47,1921.1,1190.0,62.3%,120,15(10%)/40(20%)/45(20%),MDD/勝率為估算值
803,08:46-08:47,1920.3,1257.0,63.2%,120,25(10%)/40(10%)/40(20%),MDD/勝率為估算值
467,08:46-08:47,1919.5,1152.0,58.7%,120,20(10%)/40(20%)/60(20%),MDD/勝率為估算值
548,08:46-08:47,1916.5,1029.0,61.4%,120,20(15%)/35(20%)/60(20%),MDD/勝率為估算值
545,08:46-08:47,1916.0,1055.0,62.3%,120,20(15%)/35(20%)/55(20%),MDD/勝率為估算值
584,08:46-08:47,1915.5,1208.0,62.3%,120,20(15%)/40(20%)/45(20%),MDD/勝率為估算值
887,08:46-08:47,1915.2,1088.0,63.2%,120,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
896,08:46-08:47,1914.2,1029.0,59.6%,120,25(15%)/35(10%)/60(20%),MDD/勝率為估算值
38,08:46-08:47,1913.1,1067.0,62.3%,120,15(10%)/35(20%)/50(20%),MDD/勝率為估算值
755,08:46-08:47,1913.0,1125.0,58.7%,120,20(20%)/45(20%)/60(20%),MDD/勝率為估算值
86,08:46-08:47,1912.7,1166.0,59.6%,120,15(10%)/40(20%)/55(20%),MDD/勝率為估算值
317,08:46-08:47,1912.7,1200.0,62.3%,120,15(20%)/40(15%)/45(20%),MDD/勝率為估算值
713,08:46-08:47,1907.2,1196.0,61.4%,120,20(20%)/40(20%)/50(20%),MDD/勝率為估算值
794,08:46-08:47,1906.2,1080.0,65.1%,120,25(10%)/35(20%)/50(20%),MDD/勝率為估算值
812,08:46-08:47,1904.5,1192.0,59.6%,120,25(10%)/40(10%)/55(20%),MDD/勝率為估算值
986,08:46-08:47,1904.5,1193.0,62.3%,120,25(15%)/45(15%)/45(20%),MDD/勝率為估算值
335,08:46-08:47,1904.0,1177.0,61.4%,120,15(20%)/40(20%)/50(20%),MDD/勝率為估算值
323,08:46-08:47,1903.0,1176.0,59.6%,120,15(20%)/40(15%)/55(20%),MDD/勝率為估算值
782,08:46-08:47,1902.7,1057.0,63.2%,120,25(10%)/35(15%)/55(20%),MDD/勝率為估算值
824,08:46-08:47,1901.5,1213.0,61.4%,120,25(10%)/40(15%)/50(20%),MDD/勝率為估算值
521,08:46-08:47,1898.8,1110.0,64.7%,119,20(15%)/35(15%)/40(20%),MDD/勝率為估算值
701,08:46-08:47,1898.2,1193.0,59.6%,120,20(20%)/40(15%)/55(20%),MDD/勝率為估算值
785,08:46-08:47,1896.0,1031.0,62.3%,120,25(10%)/35(15%)/60(20%),MDD/勝率為估算值
455,08:46-08:47,1893.3,1239.0,63.2%,120,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
776,08:46-08:47,1889.7,1090.0,65.1%,120,25(10%)/35(15%)/45(20%),MDD/勝率為估算值
932,08:46-08:47,1887.5,1229.0,62.3%,120,25(15%)/40(10%)/45(20%),MDD/勝率為估算值
758,08:46-08:47,1882.9,1113.0,64.7%,119,25(10%)/35(10%)/40(20%),MDD/勝率為估算值
89,08:46-08:47,1881.9,1144.0,58.7%,120,15(10%)/40(20%)/60(20%),MDD/勝率為估算值
