實驗ID,時間區間,空方損益,空方MDD估算,空方勝率估算,空方交易次數,參數,備註
954,08:46-08:47,813.0,1155.7,59.9%,60,25(15%)/40(15%)/55(20%),MDD/勝率為估算值
3459,10:30-10:32,812.1,751.3,44.4%,67,15(10%)/40(10%)/55(20%),MDD/勝率為估算值
4481,10:30-10:32,810.9,754.0,43.8%,113,25(20%)/40(15%)/55(20%),MDD/勝率為估算值
3464,10:30-10:32,810.3,667.0,47.7%,113,15(10%)/40(15%)/40(20%),MDD/勝率為估算值
1277,09:30-09:32,809.8,561.0,53.5%,111,15(15%)/35(15%)/40(20%),MDD/勝率為估算值
4235,10:30-10:32,809.5,771.0,45.8%,113,25(10%)/40(20%)/40(20%),MDD/勝率為估算值
4008,10:30-10:32,808.9,2780.4,41.4%,67,20(15%)/45(10%)/60(20%),MDD/勝率為估算值
996,08:46-08:47,808.8,2181.8,55.4%,60,25(15%)/45(15%)/60(20%),MDD/勝率為估算值
3968,10:30-10:32,808.8,761.0,46.7%,113,20(15%)/40(15%)/40(20%),MDD/勝率為估算值
4409,10:30-10:32,808.8,742.0,41.9%,113,25(15%)/45(20%)/60(20%),MDD/勝率為估算值
966,08:46-08:47,807.3,963.9,62.3%,60,25(15%)/40(20%)/50(20%),MDD/勝率為估算值
4478,10:30-10:32,807.0,754.0,44.8%,113,25(20%)/40(15%)/50(20%),MDD/勝率為估算值
4002,10:30-10:32,805.5,1746.8,44.0%,67,20(15%)/45(10%)/50(20%),MDD/勝率為估算值
3642,10:30-10:32,804.5,2045.7,39.6%,67,15(15%)/45(15%)/60(20%),MDD/勝率為估算值
3710,10:30-10:32,804.2,642.0,44.8%,113,15(20%)/40(10%)/55(20%),MDD/勝率為估算值
3575,10:30-10:32,803.4,660.0,46.7%,113,15(15%)/40(10%)/40(20%),MDD/勝率為估算值
1128,08:46-08:47,802.6,2048.5,59.0%,60,25(20%)/45(20%)/50(20%),MDD/勝率為估算值
831,08:46-08:47,801.1,1206.3,59.0%,60,25(10%)/40(15%)/60(20%),MDD/勝率為估算值
3636,10:30-10:32,801.1,1336.9,42.2%,67,15(15%)/45(15%)/50(20%),MDD/勝率為估算值
2018,09:30-09:32,801.0,654.0,55.5%,111,25(15%)/35(10%)/40(20%),MDD/勝率為估算值
4400,10:30-10:32,800.8,747.0,43.8%,113,25(15%)/45(20%)/45(20%),MDD/勝率為估算值
3707,10:30-10:32,800.4,642.0,45.8%,113,15(20%)/40(10%)/50(20%),MDD/勝率為估算值
4484,10:30-10:32,800.2,749.0,43.8%,113,25(20%)/40(15%)/60(20%),MDD/勝率為估算值
945,08:46-08:47,799.9,607.9,59.6%,60,25(15%)/40(15%)/40(20%),MDD/勝率為估算值
3917,10:30-10:32,799.2,722.0,44.8%,113,20(15%)/35(10%)/55(20%),MDD/勝率為估算值
3627,10:30-10:32,798.9,1241.7,40.5%,67,15(15%)/45(10%)/55(20%),MDD/勝率為估算值
1895,09:30-09:32,798.8,756.0,54.0%,110,25(10%)/35(10%)/45(20%),MDD/勝率為估算值
3785,10:30-10:32,798.3,722.0,46.7%,113,20(10%)/35(10%)/45(20%),MDD/勝率為估算值
4292,10:30-10:32,796.5,728.0,44.8%,113,25(15%)/35(10%)/50(20%),MDD/勝率為估算值
4028,10:30-10:32,796.2,741.0,42.8%,113,20(15%)/45(20%)/55(20%),MDD/勝率為估算值
1050,08:46-08:47,793.6,2242.9,60.9%,59,25(20%)/35(20%)/55(20%),MDD/勝率為估算值
4260,10:30-10:32,793.6,2101.0,42.2%,67,25(10%)/45(10%)/60(20%),MDD/勝率為估算值
3524,10:30-10:32,793.3,647.0,43.8%,113,15(10%)/45(20%)/55(20%),MDD/勝率為估算值
4025,10:30-10:32,792.5,741.0,43.8%,113,20(15%)/45(20%)/50(20%),MDD/勝率為估算值
1388,09:30-09:32,792.3,627.0,52.5%,111,15(20%)/35(10%)/40(20%),MDD/勝率為估算值
3588,10:30-10:32,792.2,1046.7,42.2%,67,15(15%)/40(10%)/60(20%),MDD/勝率為估算值
4475,10:30-10:32,792.2,754.0,45.8%,113,25(20%)/40(15%)/45(20%),MDD/勝率為估算值
3768,10:30-10:32,791.9,2108.0,39.6%,67,15(20%)/45(15%)/60(20%),MDD/勝率為估算值
4103,10:30-10:32,791.7,748.0,44.8%,113,20(20%)/40(15%)/55(20%),MDD/勝率為估算值
843,08:46-08:47,791.4,1239.5,60.7%,60,25(10%)/40(20%)/55(20%),MDD/勝率為估算值
4254,10:30-10:32,790.2,1442.4,44.0%,67,25(10%)/45(10%)/50(20%),MDD/勝率為估算值
3521,10:30-10:32,789.5,647.0,44.8%,113,15(10%)/45(20%)/50(20%),MDD/勝率為估算值
3582,10:30-10:32,788.8,774.4,44.9%,67,15(15%)/40(10%)/50(20%),MDD/勝率為估算值
3920,10:30-10:32,788.6,717.0,44.8%,113,20(15%)/35(10%)/60(20%),MDD/勝率為估算值
3762,10:30-10:32,788.5,1356.8,42.2%,67,15(20%)/45(15%)/50(20%),MDD/勝率為估算值
3866,10:30-10:32,788.5,754.0,44.8%,113,20(10%)/40(20%)/55(20%),MDD/勝率為估算值
3638,10:30-10:32,788.0,640.0,42.8%,113,15(15%)/45(15%)/55(20%),MDD/勝率為估算值
4100,10:30-10:32,787.9,748.0,45.8%,113,20(20%)/40(15%)/50(20%),MDD/勝率為估算值
1005,08:46-08:47,787.0,2341.4,57.4%,60,25(15%)/45(20%)/55(20%),MDD/勝率為估算值
3753,10:30-10:32,786.3,1258.4,40.5%,67,15(20%)/45(10%)/55(20%),MDD/勝率為估算值
3704,10:30-10:32,785.6,642.0,46.7%,113,15(20%)/40(10%)/45(20%),MDD/勝率為估算值
4031,10:30-10:32,785.6,736.0,42.8%,113,20(15%)/45(20%)/60(20%),MDD/勝率為估算值
3417,10:30-10:32,785.4,1090.8,44.4%,67,15(10%)/35(10%)/60(20%),MDD/勝率為估算值
4134,10:30-10:32,785.1,4049.8,41.4%,67,20(20%)/45(10%)/60(20%),MDD/勝率為估算值
3863,10:30-10:32,784.7,754.0,45.8%,113,20(10%)/40(20%)/50(20%),MDD/勝率為估算值
3635,10:30-10:32,784.2,640.0,43.8%,113,15(15%)/45(15%)/50(20%),MDD/勝率為估算值
1142,09:30-09:32,784.1,747.0,51.5%,109,15(10%)/35(10%)/50(20%),MDD/勝率為估算值
4289,10:30-10:32,781.8,728.0,45.8%,113,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
4128,10:30-10:32,781.7,2148.4,44.0%,67,20(20%)/45(10%)/50(20%),MDD/勝率為估算值
4106,10:30-10:32,781.1,743.0,44.8%,113,20(20%)/40(15%)/60(20%),MDD/勝率為估算值
1089,08:46-08:47,781.0,1085.9,63.2%,60,25(20%)/40(20%)/45(20%),MDD/勝率為估算值
4181,10:30-10:32,780.9,732.0,44.8%,113,25(10%)/35(15%)/50(20%),MDD/勝率為估算值
3629,10:30-10:32,778.0,632.0,41.9%,113,15(15%)/45(10%)/60(20%),MDD/勝率為估算值
3515,10:30-10:32,777.9,639.0,42.8%,113,15(10%)/45(15%)/60(20%),MDD/勝率為估算值
3869,10:30-10:32,777.9,749.0,44.8%,113,20(10%)/40(20%)/60(20%),MDD/勝率為估算值
882,08:46-08:47,777.8,2049.7,56.6%,60,25(10%)/45(20%)/60(20%),MDD/勝率為估算值
4022,10:30-10:32,777.6,741.0,44.8%,113,20(15%)/45(20%)/45(20%),MDD/勝率為估算值
3714,10:30-10:32,777.2,1079.0,42.2%,67,15(20%)/40(10%)/60(20%),MDD/勝率為估算值
1154,09:30-09:32,777.0,704.0,52.5%,111,15(10%)/35(15%)/45(20%),MDD/勝率為估算值
4472,10:30-10:32,776.9,765.0,45.8%,113,25(20%)/40(15%)/40(20%),MDD/勝率為估算值
834,08:46-08:47,775.8,619.5,59.6%,60,25(10%)/40(20%)/40(20%),MDD/勝率為估算值
3782,10:30-10:32,775.7,733.0,46.7%,113,20(10%)/35(10%)/40(20%),MDD/勝率為估算值
3518,10:30-10:32,774.7,647.0,45.8%,113,15(10%)/45(20%)/45(20%),MDD/勝率為估算值
4370,10:30-10:32,774.4,758.0,43.8%,113,25(15%)/40(20%)/55(20%),MDD/勝率為估算值
3708,10:30-10:32,773.8,790.0,44.9%,67,15(20%)/40(10%)/50(20%),MDD/勝率為估算值
3894,10:30-10:32,773.8,3271.7,41.4%,67,20(10%)/45(15%)/60(20%),MDD/勝率為估算值
4097,10:30-10:32,773.1,748.0,46.7%,113,20(20%)/40(15%)/45(20%),MDD/勝率為估算值
4367,10:30-10:32,770.5,758.0,44.8%,113,25(15%)/40(20%)/50(20%),MDD/勝率為估算值
3888,10:30-10:32,770.4,1906.0,44.0%,67,20(10%)/45(15%)/50(20%),MDD/勝率為估算值
3701,10:30-10:32,770.2,653.0,46.7%,113,15(20%)/40(10%)/40(20%),MDD/勝率為估算值
3860,10:30-10:32,769.9,754.0,46.7%,113,20(10%)/40(20%)/45(20%),MDD/勝率為估算值
3632,10:30-10:32,769.4,640.0,44.8%,113,15(15%)/45(15%)/45(20%),MDD/勝率為估算值
1068,08:46-08:47,769.3,1341.0,57.4%,60,25(20%)/40(10%)/60(20%),MDD/勝率為估算值
3879,10:30-10:32,768.2,1761.9,42.6%,67,20(10%)/45(10%)/55(20%),MDD/勝率為估算值
1148,09:30-09:32,767.5,743.0,49.9%,108,15(10%)/35(10%)/60(20%),MDD/勝率為估算值
3806,10:30-10:32,767.3,726.0,44.8%,113,20(10%)/35(15%)/55(20%),MDD/勝率為估算值
4421,10:30-10:32,767.0,729.0,43.8%,113,25(20%)/35(10%)/55(20%),MDD/勝率為估算值
3507,10:30-10:32,766.2,1589.2,43.1%,67,15(10%)/45(15%)/45(20%),MDD/勝率為估算值
4178,10:30-10:32,766.1,732.0,45.8%,113,25(10%)/35(15%)/45(20%),MDD/勝率為估算值
1026,08:46-08:47,765.5,806.4,66.3%,60,25(20%)/35(15%)/40(20%),MDD/勝率為估算值
1053,08:46-08:47,764.8,2187.8,59.7%,59,25(20%)/35(20%)/60(20%),MDD/勝率為估算值
3840,10:30-10:32,763.9,1593.3,43.5%,67,20(10%)/40(10%)/60(20%),MDD/勝率為估算值
4373,10:30-10:32,763.8,753.0,43.8%,113,25(15%)/40(20%)/60(20%),MDD/勝率為估算值
3525,10:30-10:32,763.0,1431.5,41.4%,67,15(10%)/45(20%)/55(20%),MDD/勝率為估算值
3411,10:30-10:32,762.0,796.1,47.0%,67,15(10%)/35(10%)/50(20%),MDD/勝率為估算值
4386,10:30-10:32,760.9,2885.5,41.4%,67,25(15%)/45(10%)/60(20%),MDD/勝率為估算值
3834,10:30-10:32,760.5,1112.2,46.1%,67,20(10%)/40(10%)/50(20%),MDD/勝率為估算值
1907,09:30-09:32,759.2,654.0,55.5%,111,25(10%)/35(15%)/40(20%),MDD/勝率為估算值
3764,10:30-10:32,759.2,633.0,42.8%,113,15(20%)/45(15%)/55(20%),MDD/勝率為估算值
3914,10:30-10:32,759.2,722.0,45.8%,113,20(15%)/35(10%)/50(20%),MDD/勝率為估算值
4286,10:30-10:32,759.1,739.0,45.8%,113,25(15%)/35(10%)/40(20%),MDD/勝率為估算值
3453,10:30-10:32,758.7,853.0,46.1%,67,15(10%)/40(10%)/45(20%),MDD/勝率為估算值
1122,08:46-08:47,758.0,3501.2,55.0%,60,25(20%)/45(15%)/60(20%),MDD/勝率為估算值
4094,10:30-10:32,757.7,759.0,46.7%,113,20(20%)/40(15%)/40(20%),MDD/勝率為估算值
4380,10:30-10:32,757.5,1743.5,43.1%,67,25(15%)/45(10%)/50(20%),MDD/勝率為估算值
3474,10:30-10:32,757.0,808.0,44.9%,67,15(10%)/40(15%)/55(20%),MDD/勝率為估算值
3809,10:30-10:32,756.7,721.0,44.8%,113,20(10%)/35(15%)/60(20%),MDD/勝率為估算值
3492,10:30-10:32,756.4,1235.4,44.0%,67,15(10%)/40(20%)/60(20%),MDD/勝率為估算值
4424,10:30-10:32,756.4,724.0,43.8%,113,25(20%)/35(10%)/60(20%),MDD/勝率為估算值
1080,08:46-08:47,756.1,1340.7,59.0%,60,25(20%)/40(15%)/55(20%),MDD/勝率為估算值
4364,10:30-10:32,755.8,758.0,45.8%,113,25(15%)/40(20%)/45(20%),MDD/勝率為估算值
3761,10:30-10:32,755.5,633.0,43.8%,113,15(20%)/45(15%)/50(20%),MDD/勝率為估算值
4532,10:30-10:32,755.2,745.0,41.9%,113,25(20%)/45(20%)/55(20%),MDD/勝率為估算值
3857,10:30-10:32,754.5,765.0,46.7%,113,20(10%)/40(20%)/40(20%),MDD/勝率為估算值
3486,10:30-10:32,753.0,877.1,46.6%,67,15(10%)/40(20%)/50(20%),MDD/勝率為估算值
4310,10:30-10:32,752.5,732.0,44.2%,112,25(15%)/35(15%)/55(20%),MDD/勝率為估算值
4529,10:30-10:32,751.4,745.0,42.8%,113,25(20%)/45(20%)/50(20%),MDD/勝率為估算值
3755,10:30-10:32,750.8,625.0,41.9%,113,15(20%)/45(10%)/60(20%),MDD/勝率為估算值
3654,10:30-10:32,750.2,2355.1,39.6%,67,15(15%)/45(20%)/60(20%),MDD/勝率為估算值
4020,10:30-10:32,750.0,3683.9,41.4%,67,20(15%)/45(15%)/60(20%),MDD/勝率為估算值
1268,09:30-09:32,749.8,758.0,50.5%,111,15(15%)/35(10%)/50(20%),MDD/勝率為估算值
4154,10:30-10:32,749.6,739.0,42.8%,113,20(20%)/45(20%)/55(20%),MDD/勝率為估算值
915,08:46-08:47,748.9,774.2,66.3%,60,25(15%)/35(20%)/40(20%),MDD/勝率為估算值
1514,09:30-09:32,748.8,652.0,53.5%,111,20(10%)/35(10%)/40(20%),MDD/勝率為估算值
957,08:46-08:47,747.5,1273.3,58.3%,60,25(15%)/40(15%)/60(20%),MDD/勝率為估算值
1092,08:46-08:47,747.4,1127.3,61.6%,60,25(20%)/40(20%)/50(20%),MDD/勝率為估算值
3648,10:30-10:32,746.8,1433.8,42.2%,67,15(15%)/45(20%)/50(20%),MDD/勝率為估算值
4014,10:30-10:32,746.6,2013.1,44.0%,67,20(15%)/45(15%)/50(20%),MDD/勝率為估算值
1145,09:30-09:32,746.3,839.0,50.5%,109,15(10%)/35(10%)/55(20%),MDD/勝率為估算值
4151,10:30-10:32,745.8,739.0,43.8%,113,20(20%)/45(20%)/50(20%),MDD/勝率為估算值
3621,10:30-10:32,745.5,1472.2,42.2%,67,15(15%)/45(10%)/45(20%),MDD/勝率為估算值
4043,10:30-10:32,745.4,723.0,43.8%,113,20(20%)/35(10%)/55(20%),MDD/勝率為估算值
4535,10:30-10:32,744.6,740.0,41.9%,113,25(20%)/45(20%)/60(20%),MDD/勝率為估算值
3911,10:30-10:32,744.5,722.0,46.7%,113,20(15%)/35(10%)/45(20%),MDD/勝率為估算值
4005,10:30-10:32,744.5,1853.1,42.2%,67,20(15%)/45(10%)/55(20%),MDD/勝率為估算值
3599,10:30-10:32,744.2,652.0,44.8%,113,15(15%)/40(15%)/55(20%),MDD/勝率為估算值
4175,10:30-10:32,743.5,743.0,45.8%,113,25(10%)/35(15%)/40(20%),MDD/勝率為估算值
3795,10:30-10:32,743.0,1508.7,45.6%,66,20(10%)/35(10%)/60(20%),MDD/勝率為估算值
1280,09:30-09:32,742.6,715.0,52.0%,110,15(15%)/35(15%)/45(20%),MDD/勝率為估算值
4313,10:30-10:32,742.0,727.0,44.2%,112,25(15%)/35(15%)/60(20%),MDD/勝率為估算值
3413,10:30-10:32,741.6,671.0,45.8%,113,15(10%)/35(10%)/55(20%),MDD/勝率為估算值
3758,10:30-10:32,740.6,633.0,44.8%,113,15(20%)/45(15%)/45(20%),MDD/勝率為估算值
3596,10:30-10:32,740.4,652.0,45.8%,113,15(15%)/40(15%)/50(20%),MDD/勝率為估算值
4361,10:30-10:32,740.4,769.0,45.8%,113,25(15%)/40(20%)/40(20%),MDD/勝率為估算值
3639,10:30-10:32,740.1,1393.1,40.5%,67,15(15%)/45(15%)/55(20%),MDD/勝率為估算值
3603,10:30-10:32,739.5,1171.0,42.6%,67,15(15%)/40(15%)/60(20%),MDD/勝率為估算值
1181,09:30-09:32,739.1,649.0,51.5%,111,15(10%)/40(10%)/40(20%),MDD/勝率為估算值
4157,10:30-10:32,739.0,734.0,42.8%,113,20(20%)/45(20%)/60(20%),MDD/勝率為估算值
3488,10:30-10:32,738.9,658.0,45.8%,113,15(10%)/40(20%)/55(20%),MDD/勝率為估算值
3476,10:30-10:32,738.5,651.0,44.8%,113,15(10%)/40(15%)/60(20%),MDD/勝率為估算值
3966,10:30-10:32,737.8,1708.2,43.1%,67,20(15%)/40(10%)/60(20%),MDD/勝率為估算值
1166,09:30-09:32,737.7,586.0,53.5%,111,15(10%)/35(20%)/40(20%),MDD/勝率為估算值
3780,10:30-10:32,737.6,2453.8,39.6%,67,15(20%)/45(20%)/60(20%),MDD/勝率為估算值
3992,10:30-10:32,737.5,752.0,44.8%,113,20(15%)/40(20%)/55(20%),MDD/勝率為估算值
4272,10:30-10:32,737.2,2515.2,42.2%,67,25(10%)/45(15%)/60(20%),MDD/勝率為估算值
4526,10:30-10:32,736.6,745.0,43.8%,113,25(20%)/45(20%)/45(20%),MDD/勝率為估算值
1071,08:46-08:47,736.5,652.2,59.6%,60,25(20%)/40(15%)/40(20%),MDD/勝率為估算值
3597,10:30-10:32,736.0,832.2,45.2%,67,15(15%)/40(15%)/50(20%),MDD/勝率為估算值
4218,10:30-10:32,735.7,1338.5,44.4%,67,25(10%)/40(10%)/60(20%),MDD/勝率為估算值
1274,09:30-09:32,735.2,752.0,48.6%,111,15(15%)/35(10%)/60(20%),MDD/勝率為估算值
3485,10:30-10:32,735.1,658.0,46.7%,113,15(10%)/40(20%)/50(20%),MDD/勝率為估算值
4046,10:30-10:32,734.8,718.0,43.8%,113,20(20%)/35(10%)/60(20%),MDD/勝率為估算值
969,08:46-08:47,734.6,1328.7,60.7%,60,25(15%)/40(20%)/55(20%),MDD/勝率為估算值
3960,10:30-10:32,734.4,1157.3,45.8%,67,20(15%)/40(10%)/50(20%),MDD/勝率為估算值
3774,10:30-10:32,734.2,1461.7,42.2%,67,15(20%)/45(20%)/50(20%),MDD/勝率為估算值
3432,10:30-10:32,734.1,1216.0,44.0%,67,15(10%)/35(15%)/60(20%),MDD/勝率為估算值
4266,10:30-10:32,733.9,1591.7,44.0%,67,25(10%)/45(15%)/50(20%),MDD/勝率為估算值
3989,10:30-10:32,733.6,752.0,45.8%,113,20(15%)/40(20%)/50(20%),MDD/勝率為估算值
1131,08:46-08:47,733.0,4303.9,57.0%,60,25(20%)/45(20%)/55(20%),MDD/勝率為估算值
3747,10:30-10:32,732.9,1502.7,42.2%,67,15(20%)/45(10%)/45(20%),MDD/勝率為估算值
4212,10:30-10:32,732.3,971.0,46.1%,67,25(10%)/40(10%)/50(20%),MDD/勝率為估算值
4148,10:30-10:32,731.0,739.0,44.8%,113,20(20%)/45(20%)/45(20%),MDD/勝率為估算值
4512,10:30-10:32,730.6,3317.4,41.4%,67,25(20%)/45(10%)/60(20%),MDD/勝率為估算值
4257,10:30-10:32,729.2,1476.9,43.1%,67,25(10%)/45(10%)/55(20%),MDD/勝率為估算值
3587,10:30-10:32,728.5,644.0,43.8%,113,15(15%)/40(10%)/60(20%),MDD/勝率為估算值
846,08:46-08:47,728.2,1375.0,59.0%,60,25(10%)/40(20%)/60(20%),MDD/勝率為估算值
3585,10:30-10:32,727.8,760.8,43.1%,67,15(15%)/40(10%)/55(20%),MDD/勝率為估算值
3765,10:30-10:32,727.5,1421.1,40.5%,67,15(20%)/45(15%)/55(20%),MDD/勝率為估算值
4506,10:30-10:32,727.2,1863.6,43.1%,67,25(20%)/45(10%)/50(20%),MDD/勝率為估算值
1008,08:46-08:47,727.0,2904.5,55.8%,60,25(15%)/45(20%)/60(20%),MDD/勝率為估算值
4418,10:30-10:32,727.0,729.0,44.8%,113,25(20%)/35(10%)/50(20%),MDD/勝率為估算值
3995,10:30-10:32,726.9,747.0,44.8%,113,20(15%)/40(20%)/60(20%),MDD/勝率為估算值
4146,10:30-10:32,726.3,6704.7,41.4%,67,20(20%)/45(15%)/60(20%),MDD/勝率為估算值
1904,09:30-09:32,726.0,840.0,52.4%,107,25(10%)/35(10%)/60(20%),MDD/勝率為估算值
2021,09:30-09:32,725.8,758.0,53.5%,111,25(15%)/35(10%)/45(20%),MDD/勝率為估算值
3593,10:30-10:32,725.6,652.0,46.7%,113,15(15%)/40(15%)/45(20%),MDD/勝率為估算值
3729,10:30-10:32,724.5,1217.2,42.2%,67,15(20%)/40(15%)/60(20%),MDD/勝率為估算值
3803,10:30-10:32,723.7,726.0,44.8%,113,20(10%)/35(15%)/50(20%),MDD/勝率為估算值
4140,10:30-10:32,722.9,2627.8,44.0%,67,20(20%)/45(15%)/50(20%),MDD/勝率為估算值
3908,10:30-10:32,721.9,733.0,46.7%,113,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
3414,10:30-10:32,721.0,785.9,45.2%,67,15(10%)/35(10%)/55(20%),MDD/勝率為估算值
3723,10:30-10:32,721.0,852.6,44.9%,67,15(20%)/40(15%)/50(20%),MDD/勝率為估算值
4131,10:30-10:32,720.7,2396.4,42.2%,67,20(20%)/45(10%)/55(20%),MDD/勝率為估算值
3482,10:30-10:32,720.3,658.0,47.7%,113,15(10%)/40(20%)/45(20%),MDD/勝率為估算值
1391,09:30-09:32,719.9,786.0,50.5%,111,15(20%)/35(10%)/45(20%),MDD/勝率為估算值
3906,10:30-10:32,719.5,4146.2,41.4%,67,20(10%)/45(20%)/60(20%),MDD/勝率為估算值
4173,10:30-10:32,719.3,1430.8,45.1%,66,25(10%)/35(10%)/60(20%),MDD/勝率為估算值
3986,10:30-10:32,718.9,752.0,46.7%,113,20(15%)/40(20%)/45(20%),MDD/勝率為估算值
3410,10:30-10:32,717.8,671.0,46.7%,113,15(10%)/35(10%)/50(20%),MDD/勝率為估算值
3900,10:30-10:32,716.1,2118.5,44.0%,67,20(10%)/45(20%)/50(20%),MDD/勝率為估算值
3873,10:30-10:32,714.8,2143.2,44.0%,67,20(10%)/45(10%)/45(20%),MDD/勝率為估算值
1271,09:30-09:32,714.0,848.0,49.5%,111,15(15%)/35(10%)/55(20%),MDD/勝率為估算值
3921,10:30-10:32,714.0,1636.8,44.9%,67,20(15%)/35(10%)/60(20%),MDD/勝率為估算值
3932,10:30-10:32,713.5,726.0,44.2%,112,20(15%)/35(15%)/55(20%),MDD/勝率為估算值
3711,10:30-10:32,712.8,778.8,43.1%,67,15(20%)/40(10%)/55(20%),MDD/勝率為估算值
960,08:46-08:47,712.4,631.0,59.6%,60,25(15%)/40(20%)/40(20%),MDD/勝率為估算值
4415,10:30-10:32,712.2,729.0,45.8%,113,25(20%)/35(10%)/45(20%),MDD/勝率為估算值
4092,10:30-10:32,711.6,2283.8,43.1%,67,20(20%)/40(10%)/60(20%),MDD/勝率為估算值
3855,10:30-10:32,711.1,1865.9,44.0%,67,20(10%)/40(15%)/60(20%),MDD/勝率為估算值
3725,10:30-10:32,711.0,645.0,44.8%,113,15(20%)/40(15%)/55(20%),MDD/勝率為估算值
3426,10:30-10:32,710.7,849.8,46.6%,67,15(10%)/35(15%)/50(20%),MDD/勝率為估算值
3590,10:30-10:32,710.2,663.0,46.7%,113,15(15%)/40(15%)/40(20%),MDD/勝率為估算值
3543,10:30-10:32,710.1,1166.8,43.1%,67,15(15%)/35(10%)/60(20%),MDD/勝率為估算值
3519,10:30-10:32,709.6,1761.2,43.1%,67,15(10%)/45(20%)/45(20%),MDD/勝率為估算值
3891,10:30-10:32,709.4,2065.8,42.2%,67,20(10%)/45(15%)/55(20%),MDD/勝率為估算值
4307,10:30-10:32,709.0,732.0,44.8%,113,25(15%)/35(15%)/50(20%),MDD/勝率為估算值
3800,10:30-10:32,708.9,726.0,46.7%,113,20(10%)/35(15%)/45(20%),MDD/勝率為估算值
1307,09:30-09:32,708.5,657.0,51.5%,111,15(15%)/40(10%)/40(20%),MDD/勝率為估算值
4086,10:30-10:32,708.2,1382.8,45.8%,67,20(20%)/40(10%)/50(20%),MDD/勝率為估算值
3849,10:30-10:32,707.8,1221.8,46.6%,67,20(10%)/40(15%)/50(20%),MDD/勝率為估算值
3450,10:30-10:32,707.7,655.2,46.6%,67,15(10%)/40(10%)/40(20%),MDD/勝率為估算值
4496,10:30-10:32,707.6,756.0,43.8%,113,25(20%)/40(20%)/55(20%),MDD/勝率為估算值
3722,10:30-10:32,707.2,645.0,45.8%,113,15(20%)/40(15%)/50(20%),MDD/勝率為估算值
4040,10:30-10:32,705.4,723.0,44.8%,113,20(20%)/35(10%)/50(20%),MDD/勝率為估算值
3479,10:30-10:32,704.9,669.0,47.7%,113,15(10%)/40(20%)/40(20%),MDD/勝率為估算值
1898,09:30-09:32,704.8,772.0,53.5%,109,25(10%)/35(10%)/50(20%),MDD/勝率為估算值
1901,09:30-09:32,704.8,764.0,53.0%,108,25(10%)/35(10%)/55(20%),MDD/勝率為估算值
4398,10:30-10:32,704.5,3898.8,41.4%,67,25(15%)/45(15%)/60(20%),MDD/勝率為估算值
4493,10:30-10:32,703.8,756.0,44.8%,113,25(20%)/40(20%)/50(20%),MDD/勝率為估算值
3468,10:30-10:32,703.6,931.3,46.6%,67,15(10%)/40(15%)/45(20%),MDD/勝率為估算值
3983,10:30-10:32,703.5,763.0,46.7%,113,20(15%)/40(20%)/40(20%),MDD/勝率為估算值
3789,10:30-10:32,703.4,1064.9,47.9%,67,20(10%)/35(10%)/50(20%),MDD/勝率為估算值
3407,10:30-10:32,703.0,671.0,47.7%,113,15(10%)/35(10%)/45(20%),MDD/勝率為估算值
3935,10:30-10:32,702.9,721.0,44.2%,112,20(15%)/35(15%)/60(20%),MDD/勝率為估算值
4392,10:30-10:32,701.1,2009.5,43.1%,67,25(15%)/45(15%)/50(20%),MDD/勝率為估算值
1292,09:30-09:32,700.5,598.0,53.5%,111,15(15%)/35(20%)/40(20%),MDD/勝率為估算值
4344,10:30-10:32,700.4,1722.7,43.1%,67,25(15%)/40(10%)/60(20%),MDD/勝率為估算值
3650,10:30-10:32,700.0,643.0,42.8%,113,15(15%)/45(20%)/55(20%),MDD/勝率為估算值
3837,10:30-10:32,699.5,1123.2,44.4%,67,20(10%)/40(10%)/55(20%),MDD/勝率為估算值
4338,10:30-10:32,697.0,1142.4,44.9%,67,25(15%)/40(10%)/50(20%),MDD/勝率為估算值
4499,10:30-10:32,697.0,751.0,43.8%,113,25(20%)/40(20%)/60(20%),MDD/勝率為估算值
3713,10:30-10:32,696.8,637.0,43.8%,113,15(20%)/40(10%)/60(20%),MDD/勝率為估算值
4383,10:30-10:32,696.5,1852.1,42.2%,67,25(15%)/45(10%)/55(20%),MDD/勝率為估算值
3647,10:30-10:32,696.1,643.0,43.8%,113,15(15%)/45(20%)/50(20%),MDD/勝率為估算值
4032,10:30-10:32,695.8,4957.2,41.4%,67,20(15%)/45(20%)/60(20%),MDD/勝率為估算值
3669,10:30-10:32,695.1,1224.3,42.2%,67,15(20%)/35(10%)/60(20%),MDD/勝率為估算值
1640,09:30-09:32,694.2,654.0,53.5%,111,20(15%)/35(10%)/40(20%),MDD/勝率為估算值
4304,10:30-10:32,694.1,732.0,45.8%,113,25(15%)/35(15%)/45(20%),MDD/勝率為估算值
1083,08:46-08:47,694.0,1503.8,57.4%,60,25(20%)/40(15%)/60(20%),MDD/勝率為估算值
3810,10:30-10:32,693.5,1733.0,46.6%,67,20(10%)/35(15%)/60(20%),MDD/勝率為估算值
3719,10:30-10:32,692.5,645.0,46.7%,113,15(20%)/40(15%)/45(20%),MDD/勝率為估算值
4026,10:30-10:32,692.4,2275.2,44.0%,67,20(15%)/45(20%)/50(20%),MDD/勝率為估算值
