實驗ID,交易方向,時間區間,多頭損益,空頭損益,總損益,MDD,勝率,參數
787,LONG_ONLY,08:46-09:30,1798.4,0.0,1798.4,859.0,64.4%,25(15%)/50(15%)/55(20%)
790,LONG_ONLY,08:46-09:30,1579.6,0.0,1579.6,948.0,60.9%,25(15%)/50(15%)/60(20%)
781,LONG_ONLY,08:46-09:30,1736.3,0.0,1736.3,899.0,60.9%,25(15%)/50(10%)/60(20%)
784,LONG_ONLY,08:46-09:30,1816.5,0.0,1816.5,930.0,65.5%,25(15%)/50(15%)/50(20%)
775,LONG_ONLY,08:46-09:30,1978.5,0.0,1978.5,881.0,65.5%,25(15%)/50(10%)/50(20%)
778,LONG_ONLY,08:46-09:30,1955.2,0.0,1955.2,810.0,64.4%,25(15%)/50(10%)/55(20%)
769,LONG_ONLY,08:46-09:30,1785.3,0.0,1785.3,905.0,64.4%,25(15%)/45(15%)/55(20%)
772,LONG_ONLY,08:46-09:30,1688.5,0.0,1688.5,872.0,60.9%,25(15%)/45(15%)/60(20%)
763,LONG_ONLY,08:46-09:30,1985.6,0.0,1985.6,731.0,67.8%,25(15%)/45(15%)/45(20%)
766,LONG_ONLY,08:46-09:30,1796.6,0.0,1796.6,976.0,65.5%,25(15%)/45(15%)/50(20%)
757,LONG_ONLY,08:46-09:30,1936.2,0.0,1936.2,863.0,64.4%,25(15%)/45(10%)/55(20%)
760,LONG_ONLY,08:46-09:30,1839.5,0.0,1839.5,830.0,60.9%,25(15%)/45(10%)/60(20%)
751,LONG_ONLY,08:46-09:30,2145.9,0.0,2145.9,710.0,67.8%,25(15%)/45(10%)/45(20%)
754,LONG_ONLY,08:46-09:30,1952.3,0.0,1952.3,934.0,65.5%,25(15%)/45(10%)/50(20%)
745,LONG_ONLY,08:46-09:30,1656.2,0.0,1656.2,905.0,64.4%,25(15%)/40(15%)/55(20%)
748,LONG_ONLY,08:46-09:30,1559.4,0.0,1559.4,872.0,60.9%,25(15%)/40(15%)/60(20%)
739,LONG_ONLY,08:46-09:30,1846.3,0.0,1846.3,719.0,67.8%,25(15%)/40(15%)/45(20%)
742,LONG_ONLY,08:46-09:30,1657.3,0.0,1657.3,976.0,65.5%,25(15%)/40(15%)/50(20%)
733,LONG_ONLY,08:46-09:30,1711.8,0.0,1711.8,821.0,60.9%,25(15%)/40(10%)/60(20%)
736,LONG_ONLY,08:46-09:30,1793.8,0.0,1793.8,785.0,69.0%,25(15%)/40(15%)/40(20%)
730,LONG_ONLY,08:46-09:30,1808.7,0.0,1808.7,854.0,64.4%,25(15%)/40(10%)/55(20%)
727,LONG_ONLY,08:46-09:30,1814.0,0.0,1814.0,925.0,65.5%,25(15%)/40(10%)/50(20%)
721,LONG_ONLY,08:46-09:30,1943.5,0.0,1943.5,754.0,69.0%,25(15%)/40(10%)/40(20%)
724,LONG_ONLY,08:46-09:30,2007.5,0.0,2007.5,684.0,67.8%,25(15%)/40(10%)/45(20%)
715,LONG_ONLY,08:46-09:30,1582.2,0.0,1582.2,877.0,69.4%,25(15%)/35(15%)/55(20%)
718,LONG_ONLY,08:46-09:30,1518.0,0.0,1518.0,844.0,66.7%,25(15%)/35(15%)/60(20%)
709,LONG_ONLY,08:46-09:30,1722.5,0.0,1722.5,732.0,72.1%,25(15%)/35(15%)/45(20%)
712,LONG_ONLY,08:46-09:30,1574.8,0.0,1574.8,948.0,70.6%,25(15%)/35(15%)/50(20%)
703,LONG_ONLY,08:46-09:30,1630.2,0.0,1630.2,815.0,64.4%,25(15%)/35(10%)/60(20%)
706,LONG_ONLY,08:46-09:30,1658.0,0.0,1658.0,782.0,73.3%,25(15%)/35(15%)/40(20%)
697,LONG_ONLY,08:46-09:30,1694.3,0.0,1694.3,919.0,69.0%,25(15%)/35(10%)/50(20%)
700,LONG_ONLY,08:46-09:30,1698.0,0.0,1698.0,848.0,67.8%,25(15%)/35(10%)/55(20%)
691,LONG_ONLY,08:46-09:30,1789.5,0.0,1789.5,752.0,72.4%,25(15%)/35(10%)/40(20%)
694,LONG_ONLY,08:46-09:30,1850.3,0.0,1850.3,695.0,71.3%,25(15%)/35(10%)/45(20%)
685,LONG_ONLY,08:46-09:30,1932.8,0.0,1932.8,767.0,72.0%,25(15%)/30(15%)/55(20%)
688,LONG_ONLY,08:46-09:30,1837.3,0.0,1837.3,737.0,70.4%,25(15%)/30(15%)/60(20%)
679,LONG_ONLY,08:46-09:30,2073.1,0.0,2073.1,673.0,74.7%,25(15%)/30(15%)/45(20%)
682,LONG_ONLY,08:46-09:30,1925.5,0.0,1925.5,838.0,73.2%,25(15%)/30(15%)/50(20%)
673,LONG_ONLY,08:46-09:30,1931.0,0.0,1931.0,729.0,65.5%,25(15%)/30(10%)/60(20%)
