實驗ID,交易方向,時間區間,多頭損益,空頭損益,總損益,MDD,勝率,參數
792,BOTH,08:46-09:30,1489.8,-201.6,1288.2,2432.0,60.8%,25(15%)/50(15%)/60(20%)
786,BOTH,08:46-09:30,1678.0,-233.8,1444.2,2366.0,64.9%,25(15%)/50(15%)/50(20%)
789,BOTH,08:46-09:30,1631.8,-376.0,1255.8,2529.0,62.3%,25(15%)/50(15%)/55(20%)
780,BOTH,08:46-09:30,1745.5,-288.9,1456.5,2475.0,61.8%,25(15%)/50(10%)/55(20%)
783,BOTH,08:46-09:30,1603.5,-114.5,1489.0,2378.0,60.3%,25(15%)/50(10%)/60(20%)
774,BOTH,08:46-09:30,1648.0,-31.8,1616.3,2165.0,60.8%,25(15%)/45(15%)/60(20%)
777,BOTH,08:46-09:30,1796.8,-136.3,1660.5,2307.0,64.9%,25(15%)/50(10%)/50(20%)
768,BOTH,08:46-09:30,1707.3,-64.0,1643.4,2099.0,64.9%,25(15%)/45(15%)/50(20%)
771,BOTH,08:46-09:30,1668.0,-206.2,1461.9,2262.0,62.3%,25(15%)/45(15%)/55(20%)
762,BOTH,08:46-09:30,1758.8,49.3,1808.0,2119.0,60.3%,25(15%)/45(10%)/60(20%)
765,BOTH,08:46-09:30,1942.8,-106.3,1836.4,1882.0,67.2%,25(15%)/45(15%)/45(20%)
756,BOTH,08:46-09:30,1822.8,27.5,1850.3,2048.0,64.9%,25(15%)/45(10%)/50(20%)
759,BOTH,08:46-09:30,1778.8,-125.1,1653.7,2216.0,61.8%,25(15%)/45(10%)/55(20%)
750,BOTH,08:46-09:30,1531.6,246.9,1778.5,2031.0,62.0%,25(15%)/40(15%)/60(20%)
753,BOTH,08:46-09:30,2062.8,-10.3,2052.6,1827.0,67.2%,25(15%)/45(10%)/45(20%)
744,BOTH,08:46-09:30,1580.7,214.8,1795.5,1965.0,66.2%,25(15%)/40(15%)/50(20%)
747,BOTH,08:46-09:30,1551.6,72.5,1624.2,2128.0,63.6%,25(15%)/40(15%)/55(20%)
738,BOTH,08:46-09:30,1686.5,575.6,2262.2,1676.0,70.2%,25(15%)/40(15%)/40(20%)
741,BOTH,08:46-09:30,1816.1,94.2,1910.2,1827.0,67.9%,25(15%)/40(15%)/45(20%)
732,BOTH,08:46-09:30,1655.5,148.5,1804.0,2087.0,62.6%,25(15%)/40(10%)/55(20%)
735,BOTH,08:46-09:30,1635.5,322.9,1958.3,1990.0,61.1%,25(15%)/40(10%)/60(20%)
726,BOTH,08:46-09:30,1928.8,184.7,2113.4,1776.0,67.9%,25(15%)/40(10%)/45(20%)
729,BOTH,08:46-09:30,1688.8,301.1,1989.8,1919.0,65.6%,25(15%)/40(10%)/50(20%)
