Parameter,S1,ST,Trading_Direction,Sample_Size,Time_Slot,Analysis_Date,Valid_Results,Total_Samples
lot1_trigger,0.7268741769773923,0.5670825432516846,BOTH,32,08:46-08:47,2025-07-14 09:15:05,512,512
lot1_pullback,0.00861653738714788,0.011370934653604904,BOTH,32,08:46-08:47,2025-07-14 09:15:05,512,512
lot2_trigger,0.028135483501901704,0.1201246151913782,BOTH,32,08:46-08:47,2025-07-14 09:15:05,512,512
lot2_pullback,0.0019316822224007667,0.020091655782578974,BOTH,32,08:46-08:47,2025-07-14 09:15:05,512,512
lot3_trigger,0.18589899769968993,0.31076335109819386,BOTH,32,08:46-08:47,2025-07-14 09:15:05,512,512
lot3_pullback,0.04632316410441632,0.032618567217240726,BOTH,32,08:46-08:47,2025-07-14 09:15:05,512,512
protection_multiplier,0.04665440547095842,0.09042278318197401,BOTH,32,08:46-08:47,2025-07-14 09:15:05,512,512
