Parameter,S1,ST,Trading_Direction,Sample_Size,Time_Slot,Analysis_Date,Valid_Results,Total_Samples
lot1_trigger,0.13080233772215788,0.5267637703865709,SHORT_ONLY,32,08:46-08:47,2025-07-14 09:13:13,512,512
lot1_pullback,0.12540949598396933,0.12460245772556841,SHORT_ONLY,32,08:46-08:47,2025-07-14 09:13:13,512,512
lot2_trigger,0.18232869607110241,0.22330297400026378,SHORT_ONLY,32,08:46-08:47,2025-07-14 09:13:13,512,512
lot2_pullback,0.1141182914742679,0.06298016058562975,SHORT_ONLY,32,08:46-08:47,2025-07-14 09:13:13,512,512
lot3_trigger,0.042770627189050905,0.1129142784209336,SHORT_ONLY,32,08:46-08:47,2025-07-14 09:13:13,512,512
lot3_pullback,-0.025612499604815184,0.10462591477049779,SHORT_ONLY,32,08:46-08:47,2025-07-14 09:13:13,512,512
protection_multiplier,0.024273383064849684,0.11990823140273699,SHORT_ONLY,32,08:46-08:47,2025-07-14 09:13:13,512,512
