Parameter,S1,ST,Trading_Direction,Sample_Size,Time_Slot,Analysis_Date,Valid_Results,Total_Samples
lot1_trigger,0.3908262496600454,0.5494306910450778,LONG_ONLY,32,08:46-08:47,2025-07-14 09:11:12,512,512
lot1_pullback,0.034869808265710046,0.0063878263410845244,LONG_ONLY,32,08:46-08:47,2025-07-14 09:11:12,512,512
lot2_trigger,0.2712505926351729,0.19737633254175707,LONG_ONLY,32,08:46-08:47,2025-07-14 09:11:12,512,512
lot2_pullback,0.04485963957111909,0.020437657468906908,LONG_ONLY,32,08:46-08:47,2025-07-14 09:11:12,512,512
lot3_trigger,0.25032191096906053,0.17376306095244423,LONG_ONLY,32,08:46-08:47,2025-07-14 09:11:12,512,512
lot3_pullback,0.10705634499391797,0.048256226416784814,LONG_ONLY,32,08:46-08:47,2025-07-14 09:11:12,512,512
protection_multiplier,0.14659729271494343,0.13239431329664797,LONG_ONLY,32,08:46-08:47,2025-07-14 09:11:12,512,512
