Parameter,S1,ST,Trading_Direction,Sample_Size,Time_Slot,Analysis_Date,Valid_Results,Total_Samples
lot1_trigger,0.4374838705348845,0.7262862961296533,LONG_ONLY,64,08:46-08:47,2025-07-14 09:38:43,1024,1024
lot1_pullback,0.03198098917305252,0.019147517510562474,LONG_ONLY,64,08:46-08:47,2025-07-14 09:38:43,1024,1024
lot2_trigger,0.1717921117507035,0.26660930272380506,LONG_ONLY,64,08:46-08:47,2025-07-14 09:38:43,1024,1024
lot2_pullback,0.01376510888073806,0.04184344289923222,LONG_ONLY,64,08:46-08:47,2025-07-14 09:38:43,1024,1024
lot3_trigger,-0.03714338675615993,0.1719974635210253,LONG_ONLY,64,08:46-08:47,2025-07-14 09:38:43,1024,1024
lot3_pullback,0.03263411649588314,0.045873635956273376,LONG_ONLY,64,08:46-08:47,2025-07-14 09:38:43,1024,1024
protection_multiplier,0.12003767874596366,0.15915693103254688,LONG_ONLY,64,08:46-08:47,2025-07-14 09:38:43,1024,1024
