Parameter,S1,ST,Trading_Direction,Sample_Size,Time_Slot,Analysis_Date,Valid_Results,Total_Samples
lot1_trigger,0.5087943271598511,0.5803995994059445,LONG_ONLY,64,08:46-08:47,2025-07-14 09:23:34,1024,1024
lot1_pullback,0.03620085757463402,0.02296076268752133,LONG_ONLY,64,08:46-08:47,2025-07-14 09:23:34,1024,1024
lot2_trigger,0.14490212351870368,0.22881798406408188,LONG_ONLY,64,08:46-08:47,2025-07-14 09:23:34,1024,1024
lot2_pullback,0.007814239791937084,0.01165804749257112,LONG_ONLY,64,08:46-08:47,2025-07-14 09:23:34,1024,1024
lot3_trigger,0.19277986282197093,0.23264295443288305,LONG_ONLY,64,08:46-08:47,2025-07-14 09:23:34,1024,1024
lot3_pullback,0.04103964923720278,0.04149269494916632,LONG_ONLY,64,08:46-08:47,2025-07-14 09:23:34,1024,1024
protection_multiplier,-0.011810078347825501,0.1168288783288015,LONG_ONLY,64,08:46-08:47,2025-07-14 09:23:34,1024,1024
