Parameter,S1,ST,Trading_Direction,Sample_Size,Time_Slot,Analysis_Date,Valid_Results,Total_Samples
lot1_trigger,0.5371773683583745,0.5931805282017054,BOTH,64,08:46-08:47,2025-07-14 09:30:43,1024,1024
lot1_pullback,-0.004269541302730485,0.022302054039767767,BOTH,64,08:46-08:47,2025-07-14 09:30:43,1024,1024
lot2_trigger,-0.016645999750925997,0.15518290461573744,BOTH,64,08:46-08:47,2025-07-14 09:30:43,1024,1024
lot2_pullback,-0.009347134318864407,0.028793089610813585,BOTH,64,08:46-08:47,2025-07-14 09:30:43,1024,1024
lot3_trigger,0.2399982517261306,0.3347131722574181,BOTH,64,08:46-08:47,2025-07-14 09:30:43,1024,1024
lot3_pullback,0.023956768747547864,0.03676934672932895,BOTH,64,08:46-08:47,2025-07-14 09:30:43,1024,1024
protection_multiplier,-0.04298958722027712,0.17024456244409833,BOTH,64,08:46-08:47,2025-07-14 09:30:43,1024,1024
