Parameter,S1,ST,Trading_Direction,Sample_Size,Time_Slot,Analysis_Date,Valid_Results,Total_Samples
lot1_trigger,0.24414430845002993,0.3812523234362286,LONG_ONLY,64,11:00-11:02,2025-07-14 10:00:19,1024,1024
lot1_pullback,0.011179298457563418,0.06116097431882389,LONG_ONLY,64,11:00-11:02,2025-07-14 10:00:19,1024,1024
lot2_trigger,0.31013521600809896,0.8124237588682116,LONG_ONLY,64,11:00-11:02,2025-07-14 10:00:19,1024,1024
lot2_pullback,0.06997971517041324,0.06588350985101186,LONG_ONLY,64,11:00-11:02,2025-07-14 10:00:19,1024,1024
lot3_trigger,0.0056405055197147865,0.21007055885948106,LONG_ONLY,64,11:00-11:02,2025-07-14 10:00:19,1024,1024
lot3_pullback,-0.05804395501732064,0.06123723961001297,LONG_ONLY,64,11:00-11:02,2025-07-14 10:00:19,1024,1024
protection_multiplier,-0.06735917564251087,0.10638632504391593,LONG_ONLY,64,11:00-11:02,2025-07-14 10:00:19,1024,1024
