Parameter,S1,ST,Trading_Direction,Sample_Size,Time_Slot,Analysis_Date,Valid_Results,Total_Samples
lot1_trigger,0.7166337790340581,0.8138752483690002,SHORT_ONLY,64,11:00-11:02,2025-07-14 10:02:40,1024,1024
lot1_pullback,0.012134915692977338,0.021518681334858784,SHORT_ONLY,64,11:00-11:02,2025-07-14 10:02:40,1024,1024
lot2_trigger,0.17740140294914336,0.17777801997086332,SHORT_ONLY,64,11:00-11:02,2025-07-14 10:02:40,1024,1024
lot2_pullback,-0.009113167999787878,0.01911834685877931,SHORT_ONLY,64,11:00-11:02,2025-07-14 10:02:40,1024,1024
lot3_trigger,0.06280544879639283,0.10616442674647117,SHORT_ONLY,64,11:00-11:02,2025-07-14 10:02:40,1024,1024
lot3_pullback,0.012909474847501417,0.01351264560056416,SHORT_ONLY,64,11:00-11:02,2025-07-14 10:02:40,1024,1024
protection_multiplier,0.024088951850669445,0.03885467594225486,SHORT_ONLY,64,11:00-11:02,2025-07-14 10:02:40,1024,1024
