Parameter,S1,ST,Trading_Direction,Sample_Size,Time_Slot,Analysis_Date,Valid_Results,Total_Samples
lot1_trigger,0.5947526984721752,0.5159136638549194,LONG_ONLY,64,08:46-08:47,2025-07-14 09:46:17,1024,1024
lot1_pullback,-0.005996800393800337,0.024637232275518922,LONG_ONLY,64,08:46-08:47,2025-07-14 09:46:17,1024,1024
lot2_trigger,0.10686463771660504,0.20845491539284064,LONG_ONLY,64,08:46-08:47,2025-07-14 09:46:17,1024,1024
lot2_pullback,0.007202127069788236,0.016451451419581653,LONG_ONLY,64,08:46-08:47,2025-07-14 09:46:17,1024,1024
lot3_trigger,-0.00015723665001907917,0.16437059181500993,LONG_ONLY,64,08:46-08:47,2025-07-14 09:46:17,1024,1024
lot3_pullback,0.021418078546432025,0.034121037736688585,LONG_ONLY,64,08:46-08:47,2025-07-14 09:46:17,1024,1024
protection_multiplier,0.08291539162267034,0.12296011890833268,LONG_ONLY,64,08:46-08:47,2025-07-14 09:46:17,1024,1024
